County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Pope County,56,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.7 
Hempstead County,22,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.9 
Desha County,12,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.6 
Drew County,18,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.3 
Logan County,23,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.9 
Sevier County,13,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.7 
Pulaski County,350,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.5 
Faulkner County,89,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.2 
Carroll County,32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.8 
Independence County,36,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.5 
Greene County,40,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.5 
Garland County,115,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.9 
Izard County,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.2 
Prairie County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.5 
Washington County,147,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.2 
Benton County,188,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.9 
Conway County,21,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.4 
Howard County,13,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.3 
Pike County,11,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.9 
Stone County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.1 
Van Buren County,19,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.0 
Lafayette County,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.3 
Yuba County,79,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.2 
Lake County,105,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.6 
Shasta County,254,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.1 
Siskiyou County,70,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.8 
Glenn County,31,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.6 
Solano County,450,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.5 
Humboldt County,154,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.4 
Butte County,261,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.2 
Stanislaus County,463,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.9 
Tehama County,81,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.8 
San Joaquin County,617,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.9 
Inyo County,27,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.3 
Del Norte County,32,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.0 
Mendocino County,110,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.1 
Merced County,196,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.0 
Sutter County,94,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.5 
San Bernardino County,1559,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.7 
Kings County,103,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.4 
Sacramento County,1282,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.8 
Madera County,133,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.0 
Kern County,615,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.0 
Amador County,60,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.6 
Fresno County,709,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.7 
Plumas County,29,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.3 
Tulare County,315,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.3 
Lassen County,28,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.7 
San Diego County,2644,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.0 
Napa County,150,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.5 
Riverside County,1994,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.1 
Calaveras County,68,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,162.2 
San Luis Obispo County,297,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.0 
Placer County,392,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,160.7 
Yolo County,147,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,160.5 
Tuolumne County,73,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,160.4 
Mariposa County,24,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.9 
Los Angeles County,7429,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.5 
Sonoma County,481,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.2 
Trinity County,20,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.7 
Colusa County,17,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.6 
Contra Costa County,932,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.4 
Ventura County,690,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.2 
Modoc County,12,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.5 
Santa Cruz County,219,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,154.8 
Nevada County,128,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.9 
El Dorado County,199,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.4 
Orange County,2404,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.4 
Imperial County,124,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.0 
San Francisco County,723,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,149.4 
Santa Barbara County,348,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,148.9 
Alameda County,1143,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,147.2 
Monterey County,294,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,143.0 
San Benito County,39,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,141.4 
San Mateo County,570,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,137.1 
Marin County,245,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,134.3 
Santa Clara County,1234,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,133.9 
Sierra County,4,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,114.2 
Mono County,7,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,79.1 
Lake County,87,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.7 
Yuba County,63,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.9 
Butte County,244,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.4 
Del Norte County,29,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.1 
Shasta County,205,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.8 
Humboldt County,132,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.0 
Stanislaus County,432,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.2 
Tuolumne County,73,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.8 
Siskiyou County,55,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.2 
Plumas County,24,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.5 
Sutter County,84,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.7 
Sacramento County,1255,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.6 
San Bernardino County,1455,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.7 
Tehama County,65,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.7 
Merced County,174,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.9 
Kings County,85,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.8 
Glenn County,23,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.6 
Kern County,542,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.2 
San Joaquin County,530,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.5 
Solano County,372,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.4 
Lassen County,21,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.4 
Napa County,135,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.7 
Mendocino County,86,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.6 
Yolo County,141,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.4 
Sonoma County,486,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.4 
Tulare County,276,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.1 
Calaveras County,53,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.9 
Nevada County,115,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.8 
Riverside County,1745,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.0 
Madera County,105,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7 
Colusa County,15,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.6 
Mariposa County,21,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.2 
San Diego County,2416,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.8 
Amador County,44,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.6 
Fresno County,615,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.5 
El Dorado County,176,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.2 
Modoc County,10,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.1 
Los Angeles County,7183,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.9 
Ventura County,647,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.6 
Contra Costa County,903,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.9 
Placer County,356,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.9 
Santa Barbara County,331,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.9 
Alameda County,1147,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.7 
Inyo County,18,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.8 
San Luis Obispo County,245,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.7 
Orange County,2283,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.6 
Santa Cruz County,196,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,111.3 
Monterey County,267,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.9 
San Francisco County,637,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.0 
San Benito County,36,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.7 
Trinity County,12,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.4 
San Mateo County,556,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.6 
Santa Clara County,1170,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.1 
Marin County,239,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.1 
Imperial County,90,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,92.9 
Mono County,5,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,67.9 
Cheyenne County,3,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,270.0 
Bent County,9,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.6 
Morgan County,33,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.3 
Prowers County,15,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.7 
Delta County,50,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.6 
Baca County,6,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.3 
Rio Grande County,15,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.1 
Pueblo County,186,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.5 
Otero County,22,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.1 
Huerfano County,13,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.3 
Las Animas County,19,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.6 
Montezuma County,33,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.9 
Phillips County,5,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.9 
Moffat County,13,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.7 
Rio Blanco County,6,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.3 
Fremont County,63,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.8 
Adams County  8,317,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.0 
Denver County,477,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.3 
Sedgwick County,3,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.1 
El Paso County,501,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.9 
Mesa County,160,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.8 
Montrose County,51,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.4 
Alamosa County,12,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.1 
Washington County,6,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.8 
Logan County,22,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.4 
Weld County  8,208,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,157.4 
Arapahoe County,418,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,152.0 
Jefferson County  8,467,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.3 
Larimer County,258,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,149.0 
Garfield County,40,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,148.4 
Elbert County,20,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,145.8 
Conejos County,8,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,144.2 
Yuma County,9,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,142.4 
Lincoln County,5,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,142.1 
Broomfield County  8,40,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,138.8 
