County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Cochise County,236,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,897.7 
Yavapai County,559,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,860.9 
Gila County,115,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,795.7 
Greenlee County,9,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,793.0 
Maricopa County,4730,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,767.7 
Pima County,1474,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,765.2 
Coconino County,115,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,763.6 
Graham County,38,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,756.8 
Navajo County,129,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,738.6 
Apache County,66,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,663.6 
Santa Cruz County,50,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,660.8 
Pinal County,527,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,659.3 
Yuma County  3,242,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,613.8 
La Paz County  3,47,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,586.1 
Miller County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,34.9 
Baxter County,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.9 
Ouachita County,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.1 
Johnson County,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.4 
Union County,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,28.1 
Crittenden County,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.7 
Mississippi County,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.8 
Poinsett County,3,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.7 
Sebastian County,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.8 
Craighead County,13,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.6 
Boone County,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 
Crawford County,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.0 
Independence County,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.9 
Hot Spring County,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.0 
Jefferson County,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.4 
Lonoke County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 
Garland County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.0 
Pulaski County,40,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 
Saline County,12,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.2 
White County,7,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.8 
Greene County,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.4 
Pope County,5,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.4 
Benton County,25,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.4 
Faulkner County,10,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 
Washington County,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.4 
Monroe County,27,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,799.8 
Clay County,52,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,790.6 
Lawrence County,52,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,747.6 
Cross County,47,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,741.7 
Poinsett County,68,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,741.4 
Calhoun County,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,733.8 
Ouachita County,73,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,720.4 
Crittenden County,106,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,716.6 
Randolph County,53,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,714.7 
Chicot County,34,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,708.9 
Sharp County,62,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,693.7 
Union County,104,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,692.8 
Ashley County,58,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,692.8 
Arkansas County,50,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,689.5 
Woodruff County,21,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,688.9 
Jackson County,44,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,683.4 
Mississippi County,95,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,678.7 
Polk County,62,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,668.9 
Jefferson County,168,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,662.2 
Lee County,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,654.1 
Scott County,29,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,646.5 
Lincoln County,29,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,643.7 
Nevada County,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,641.0 
Cleveland County,22,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,640.1 
Lonoke County,135,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,637.2 
Grant County,44,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,636.2 
Greene County,97,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,631.9 
Franklin County,46,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,631.8 
Dallas County,22,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,628.4 
Pike County,28,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,622.4 
Phillips County,45,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,621.4 
Bradley County,27,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,619.4 
Fulton County,40,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,619.3 
Cleburne County,83,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,611.3 
Johnson County,57,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,609.7 
Perry County,27,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,605.4 
Miller County,94,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,604.6 
White County,162,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,602.9 
Drew County,41,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,602.0 
Howard County,31,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,601.7 
Yell County,48,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.8 
Searcy County,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,597.7 
Montgomery County,29,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,597.0 
Baxter County,151,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,596.8 
Hot Spring County,79,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,595.8 
Logan County,54,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,595.5 
Crawford County,131,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,591.6 
Madison County,38,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,589.5 
Clark County,44,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.5 
Columbia County,51,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.2 
Conway County,50,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.6 
Stone County,40,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,572.4 
St. Francis County,51,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,572.1 
Boone County,91,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,568.7 
Marion County,53,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,567.7 
Pope County,121,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,567.4 
Faulkner County,185,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.9 
Izard County,39,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.8 
Desha County,26,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,554.9 
Garland County,259,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,554.2 
Craighead County,175,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.2 
Saline County,236,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,548.2 
Van Buren County,48,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,544.3 
Sebastian County,235,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,540.7 
Little River County,28,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,539.0 
Pulaski County,692,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,537.7 
Carroll County,68,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,532.0 
Independence County,75,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,530.9 
Hempstead County,45,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.1 
Newton County,22,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.0 
Sevier County,28,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,524.6 
Washington County,302,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,517.1 
Benton County,388,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,511.4 
Lafayette County,16,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,478.1 
Prairie County,19,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,475.1 
Monroe County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,112.3 
Cross County,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,94.3 
Mississippi County,40,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,90.0 
Poinsett County,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.0 
Dallas County,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,87.9 
Arkansas County,18,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,86.2 
Lee County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,85.8 
Calhoun County,5,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,85.7 
Clay County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.8 
Miller County,38,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.4 
Union County,36,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.0 
Ashley County,19,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.4 
Crittenden County,41,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.0 
Ouachita County,22,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.3 
Randolph County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.4 
Cleveland County,7,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.7 
Sharp County,16,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.4 
Baxter County,37,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.3 
Montgomery County,7,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.0 
Lawrence County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.3 
Nevada County,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.5 
Fulton County,10,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.3 
Johnson County,21,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.9 
Franklin County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.5 
Jefferson County,60,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.0 
Jackson County,14,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.9 
Drew County,13,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.5 
Newton County,7,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.4 
Lincoln County,10,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.0 
Phillips County,14,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.3 
Perry County,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.3 
Scott County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.3 
Chicot County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.8 
Marion County,14,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.7 
Little River County,10,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.8 
Woodruff County,5,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.8 
Hot Spring County,26,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.6 
Madison County,12,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.6 
Greene County,31,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.8 
Clark County,13,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.2 
Bradley County,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.9 
Lafayette County,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.7 
Columbia County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.7 
Crawford County,45,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.6 
White County,53,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.7 
Polk County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.9 
Conway County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.8 
Garland County,69,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.5 
Lonoke County,46,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.3 
Izard County,11,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.2 
Sebastian County,82,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.8 
Grant County,14,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.1 
Sevier County,10,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.0 
Cleburne County,19,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.6 
Logan County,16,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.5 
Prairie County,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.3 
Boone County,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.9 
Hempstead County,14,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.2 
Independence County,23,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.2 
Carroll County,20,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.9 
Saline County,72,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.4 
Craighead County,56,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.3 
Yell County,13,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.1 
Searcy County,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.0 
Howard County,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.4 
St. Francis County,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.0 
Pulaski County,223,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.9 
Stone County,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.5 
Faulkner County,61,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.3 
Van Buren County,11,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.6 
Pope County,33,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.2 
Pike County,7,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.0 
Benton County,117,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.6 
Washington County,95,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.2 
Desha County,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.4 
Clay County,39,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,236.7 "
Chicot County,26,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,217.1 "
