,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates
21,Etowah County  6,357,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,941.7 ",-4.9 
22,Clarke County  6,89,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,921.3 ",-0.6 
23,Jefferson County  6,1869,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,919.7 ",-1.1 
24,Houston County  6,335,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,919.0 ",-1.3 
25,Tuscaloosa County  6,487,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,917.2 ",-1.1 
26,Montgomery County  6,605,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,911.6 ",0.1 
27,Madison County  6,963,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,908.6 ",-0.2 
28,Dale County  6,151,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,903.4 ",-0.3 
29,Henry County  6,69,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,901.5 ",-1.7 
30,Greene County  6,32,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,893.0 ",0.8 
31,Dallas County  6,127,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,889.7 ",-2.5 
32,Wilcox County  6,37,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,885.1 ",-0.4 
33,Limestone County  6,253,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,883.8 ",-0.6 
34,Pike County  6,89,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,883.3 ",0.4 
35,Pickens County  6,69,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,874.7 ",0.1 
36,Marengo County  6,69,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,873.2 ",0.7 
37,Blount County  6,186,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,866.5 ",-0.5 
38,Lamar County  6,56,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,863.7 ",0.2 
39,Talladega County  6,251,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,857.7 ",-1.4 
40,Sumter County  6,40,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,851.3 ",1.6 
41,Shelby County  6,537,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,849.3 ",-1.0 
42,Jackson County  6,182,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,847.3 ",0.1 
43,Covington County  6,139,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,842.8 ",-1.2 
44,Coffee County  6,154,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,840.3 ",0.1 
45,Mobile County  6,1152,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,837.3 ",-2.2 
46,Colbert County  6,190,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,831.4 ",0.7 
47,Escambia County  6,116,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,817.9 ",-1.7 
48,Franklin County  6,91,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,810.7 ",-0.4 
49,Cleburne County  6,51,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,806.0 ",-0.7 
50,Fayette County  6,61,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,804.6 ",-0.1 
51,Marshall County  6,283,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,797.1 ",-1.1 
52,Choctaw County  6,51,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,781.0 ",0.9 
53,Cullman County  6,258,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,766.3 ",-0.2 
54,Chilton County  6,121,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,756.8 ",-0.5 
55,Russell County  6,135,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,745.4 ",-0.9 
56,Lee County  6,298,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,730.1 ",-0.4 
57,Washington County  6,50,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,702.5 ",-3.1 
58,Lauderdale County  6,298,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,698.1 ",-1.5 
59,Perry County  6,30,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,689.7 ",-0.7 
60,Butler County  6,63,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,663.9 ",0.2 
61,Conecuh County  6,44,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,659.8 ",-0.7 
62,DeKalb County  6,193,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,654.8 ",-1.2 
63,Randolph County  6,73,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,615.9 ",-4.4 
64,Winston County  6,80,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,610.7 ",-1.7 
65,Monroe County  6,65,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,601.1 ",0.1 
66,Cherokee County  6,89,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,577.7 ",-2.3 
67,Hale County  6,40,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,459.1 ",-1.2 
68,Coosa County  6,33,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,444.3 ",-1.8 
2,Yavapai County  6,99,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.9 ,0.6 
3,Mohave County  6,93,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.4 ,0.3 
4,Maricopa County  6,2514,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.0 ,-0.6 
5,Pima County  6,529,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.6 ,0.1 
6,Yuma County  6,106,rising,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.8 ,1.5 
7,Cochise County  6,61,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.5 ,-0.5 
8,Santa Cruz County  6,23,rising,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.6 ,20.0 
9,La Paz County  6,7,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.8 ,3.0 
10,Graham County  6,20,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.4 ,-0.7 
11,Greenlee County  6,5,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.8 ,0.8 
12,Coconino County  6,65,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.7 ,-0.8 
13,Navajo County  6,49,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.6 ,1.4 
14,Pinal County  6,208,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.0 ,0.2 
15,Gila County  6,20,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.3 ,-0.4 
16,Apache County  6,31,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,78.6 ,-6.9 
2,Mohave County  6,1471,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,260.6 ",-6.2 
3,Yavapai County  6,1605,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,219.2 ",-1.0 
4,Greenlee County  6,32,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,183.4 ",-1.2 
5,Pima County  6,4675,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,178.4 ",-0.8 
6,Maricopa County  6,15870,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,172.6 ",-1.2 
7,Cochise County  6,631,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,160.4 ",-0.6 
8,Graham County  6,122,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,107.5 ",-1.4 
9,Yuma County  6,815,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,098.4 ",-0.3 
10,Coconino County  6,418,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,086.5 ",-0.7 
11,Pinal County  6,1718,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,056.2 ",-1.4 
12,Navajo County  6,387,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,984.3 ,-1.0 
13,Santa Cruz County  6,163,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,971.7 ,-0.8 
14,Gila County  6,282,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,971.1 ,-1.7 
15,La Paz County  6,121,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,921.5 ,-1.0 
16,Apache County  6,181,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,776.7 ,-5.5 
2,Mohave County  6,490,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,214.9 ,0.0 
3,Yavapai County  6,531,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,206.5 ,-0.2 
4,Pima County  6,1971,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,199.7 ,-0.4 
5,Yuma County  6,335,rising,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.3 ,4.2 
6,Graham County  6,66,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,196.2 ,-0.3 
7,Cochise County  6,247,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.9 ,-0.1 
8,Maricopa County  6,7885,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.2 ,-0.7 
9,La Paz County  6,32,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,183.9 ,1.1 
10,Greenlee County  6,16,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,182.4 ,0.0 
11,Coconino County  6,229,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,179.3 ,-0.7 
12,Pinal County  6,702,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,178.3 ,-0.9 
13,Navajo County  6,178,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,170.7 ,0.0 
14,Gila County  6,93,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,168.8 ,-1.0 
15,Santa Cruz County  6,71,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,161.6 ,-0.5 
16,Apache County  6,102,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,151.3 ,0.5 
2,Mohave County  6,1075,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,828.2 ",-7.0 
3,Greenlee County  6,21,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,803.1 ",-2.1 
4,Yavapai County  6,1174,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,799.8 ",-1.1 
5,Maricopa County  6,10517,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,746.4 ",-1.6 
6,Pima County  6,3236,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,725.9 ",-0.9 
7,Cochise County  6,445,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,697.2 ",-0.9 
8,Coconino County  6,254,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,617.8 ",-0.8 
9,Yuma County  6,586,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,556.2 ",-0.6 
10,Graham County  6,77,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,552.9 ",-2.1 
11,Pinal County  6,1225,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,552.2 ",-1.3 
12,Santa Cruz County  6,115,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,499.5 ",-0.8 
13,Navajo County  6,258,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,453.3 ",-1.1 
14,Gila County  6,209,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,428.4 ",-1.9 
15,La Paz County  6,96,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,225.5 ",-1.5 
16,Apache County  6,111,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,096.1 ",-10.7 
2,Woodruff County  6,6,*,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,186.6 ,*
3,Lawrence County  6,17,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,184.9 ,3.6 
4,Randolph County  6,14,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,148.3 ,-12.1 
5,Cross County  6,14,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,142.6 ,3.6 
6,Clay County  6,11,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,134.8 ,3.9 
7,Dallas County  6,5,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.3 ,-1.3 
8,Clark County  6,15,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.2 ,1.8 
9,Sharp County  6,11,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.1 ,1.5 
10,Little River County  6,9,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.1 ,1.5 
11,Pike County  6,8,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.6 ,1.9 
12,Jefferson County  6,50,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.7 ,1.9 
13,Searcy County  6,5,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.6 ,0.0 
14,Van Buren County  6,10,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.5 ,3.1 
15,Cleburne County  6,16,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.3 ,10.7 
16,Monroe County  6,4,*,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.2 ,*
17,Montgomery County  6,5,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.5 ,-0.4 
18,Phillips County  6,12,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.2 ,0.4 
19,Craighead County  6,77,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.0 ,1.2 
20,Independence County  6,26,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.2 ,0.9 
21,Columbia County  6,15,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.7 ,2.2 
22,Cleveland County  6,5,*,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.5 ,*
23,Greene County  6,33,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.5 ,0.7 
24,Ouachita County  6,16,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.7 ,0.0 
25,Perry County  6,7,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.0 ,0.1 
26,Lonoke County  6,55,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.7 ,0.3 
27,Arkansas County  6,12,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.7 ,2.4 
28,White County  6,53,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.5 ,0.9 
29,Garland County  6,62,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.2 ,1.5 
30,Howard County  6,8,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.2 ,4.5 
31,Sebastian County  6,89,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.6 ,2.5 
32,Johnson County  6,18,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.6 ,1.8 
33,Mississippi County  6,28,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.8 ,1.9 
34,Hot Spring County  6,23,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.8 ,0.9 
35,Pulaski County  6,273,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.6 ,0.4 
36,Saline County  6,83,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.4 ,0.9 
37,Franklin County  6,11,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.8 ,0.2 
38,Union County  6,26,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.6 ,1.7 
39,Madison County  6,11,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.2 ,0.2 
40,Hempstead County  6,14,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.9 ,2.5 
41,Marion County  6,8,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.7 ,2.2 
42,Crawford County  6,42,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.2 ,1.7 
43,Jackson County  6,12,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.8 ,0.4 
44,Baxter County  6,21,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.5 ,-0.3 
45,Desha County  6,7,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.3 ,0.8 
46,Nevada County  6,5,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.2 ,1.3 
47,Calhoun County  6,3,*,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.1 ,*
48,Miller County  6,29,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.1 ,1.5 
49,Faulkner County  6,82,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.4 ,0.7 
50,Stone County  6,6,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.9 ,1.4 
51,Drew County  6,10,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.2 ,0.3 
52,Ashley County  6,13,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.5 ,0.1 
53,Fulton County  6,7,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.1 ,2.2 
54,Boone County  6,22,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.2 ,1.7 
55,Conway County  6,12,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.4 ,-1.0 
56,Washington County  6,144,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.7 ,2.1 
57,Pope County  6,38,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.7 ,1.1 
58,Poinsett County  6,14,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.0 ,-0.8 
59,Logan County  6,13,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.7 ,1.9 
60,Bradley County  6,6,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.1 ,1.0 
61,Yell County  6,12,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.1 ,1.4 
62,Benton County  6,164,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.5 ,1.2 
63,Carroll County  6,14,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.9 ,2.0 
64,Grant County  6,10,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.8 ,1.9 
65,Crittenden County  6,28,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.6 ,1.6 
66,Izard County  6,7,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.3 ,0.4 
