average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
545,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,185.6 ,185.6 ,"Jefferson County, AL",55.42857143,660455,660343,659599,659429,658573,48415,50109,50731,55013,54127
5,*,Alabama,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,61.3 ,61.3 ,"Jefferson County, AL",55.42857143,660455,660343,659599,659429,658573,48415,50109,50731,55013,54127
8,*,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,82.1 ,82.1 ,"Jefferson County, AL",55.42857143,660455,660343,659599,659429,658573,48415,50109,50731,55013,54127
59,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.9 ,161.9 ,"Winston County, AL",58.0,23930,23907,23760,23693,23629,36497,38644,38562,41156,40827
59,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.5 ,163.5 ,"Winston County, AL",58.0,23930,23907,23760,23693,23629,36497,38644,38562,41156,40827
10,stable,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.5 ,160.5 ,"Wilcox County, AL",51.0,10896,10844,10691,10599,10373,23014,24216,25700,25385,30998
10,stable,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.8 ,160.8 ,"Wilcox County, AL",51.0,10896,10844,10691,10599,10373,23014,24216,25700,25385,30998
21,stable,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,238.0 ,238.0 ,"Wilcox County, AL",51.0,10896,10844,10691,10599,10373,23014,24216,25700,25385,30998
87,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.3 ,160.3 ,"Autauga County, AL",52.0,54864,55243,55390,55533,55869,56580,54487,58343,59338,58233
87,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.1 ,161.1 ,"Autauga County, AL",52.0,54864,55243,55390,55533,55869,56580,54487,58343,59338,58233
18,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,172.2 ,172.2 ,"Autauga County, AL",52.0,54864,55243,55390,55533,55869,56580,54487,58343,59338,58233
216,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.9 ,157.9 ,"Montgomery County, AL",48.4,227279,227170,227265,226504,226486,42666,45111,45833,49640,52711
215,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.1 ,160.1 ,"Montgomery County, AL",48.4,227279,227170,227265,226504,226486,42666,45111,45833,49640,52711
216,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,183.8 ,183.8 ,"Montgomery County, AL",48.4,227279,227170,227265,226504,226486,42666,45111,45833,49640,52711
4,*,Alabama,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,70.5 ,70.5 ,"Montgomery County, AL",48.4,227279,227170,227265,226504,226486,42666,45111,45833,49640,52711
170,stable,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.1 ,157.1 ,"Houston County, AL",57.0,104260,104218,104378,104770,105882,43568,42910,44753,47993,50138
169,stable,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.0 ,159.0 ,"Houston County, AL",57.0,104260,104218,104378,104770,105882,43568,42910,44753,47993,50138
49,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,185.2 ,185.2 ,"Houston County, AL",57.0,104260,104218,104378,104770,105882,43568,42910,44753,47993,50138
191,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.9 ,156.9 ,"Lauderdale County, AL",58.0,92459,92425,92564,92604,92729,43008,44124,46646,48707,48188
191,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.1 ,158.1 ,"Lauderdale County, AL",58.0,92459,92425,92564,92604,92729,43008,44124,46646,48707,48188
18,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,191.8 ,191.8 ,"Lauderdale County, AL",58.0,92459,92425,92564,92604,92729,43008,44124,46646,48707,48188
524,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.9 ,156.9 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,59117,61193,62750,63755,68609
6,*,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,93.6 ,93.6 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,59117,61193,62750,63755,68609
518,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.2 ,158.2 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,59117,61193,62750,63755,68609
114,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,148.3 ,148.3 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,59117,61193,62750,63755,68609
6,*,Alabama,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,58.4 ,58.4 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,59117,61193,62750,63755,68609
7,*,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,98.8 ,98.8 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,59117,61193,62750,63755,68609
445,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,155.8 ,155.8 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,52387,56460,56607,57588,59871
3,*,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,68.1 ,68.1 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,52387,56460,56607,57588,59871
441,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.3 ,157.3 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,52387,56460,56607,57588,59871
38,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,213.5 ,213.5 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,52387,56460,56607,57588,59871
3,*,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,63.7 ,63.7 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,52387,56460,56607,57588,59871
6,stable,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.3 ,152.3 ,"Greene County, AL",56.0,8508,8482,8310,8209,8111,25398,26559,28108,28524,28699
6,stable,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,152.9 ,152.9 ,"Greene County, AL",56.0,8508,8482,8310,8209,8111,25398,26559,28108,28524,28699
14,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,149.2 ,149.2 ,"Greene County, AL",56.0,8508,8482,8310,8209,8111,25398,26559,28108,28524,28699
7,stable,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.6 ,151.6 ,"Bullock County, AL",61.0,10400,10389,10176,10174,10101,28251,34278,29113,29267,31906
7,stable,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.0 ,156.0 ,"Bullock County, AL",61.0,10400,10389,10176,10174,10101,28251,34278,29113,29267,31906
19,stable,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,235.0 ,235.0 ,"Bullock County, AL",61.0,10400,10389,10176,10174,10101,28251,34278,29113,29267,31906
232,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.5 ,149.5 ,"Tuscaloosa County, AL",49.75,204767,206464,207618,208319,209355,47868,47483,51644,52557,52307
231,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.3 ,151.3 ,"Tuscaloosa County, AL",49.75,204767,206464,207618,208319,209355,47868,47483,51644,52557,52307
95,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,178.9 ,178.9 ,"Tuscaloosa County, AL",49.75,204767,206464,207618,208319,209355,47868,47483,51644,52557,52307
27,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,148.2 ,148.2 ,"Butler County, AL",60.0,20162,20012,19888,19631,19448,33868,35409,36842,37365,39944
27,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.4 ,149.4 ,"Butler County, AL",60.0,20162,20012,19888,19631,19448,33868,35409,36842,37365,39944
18,stable,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,181.5 ,181.5 ,"Butler County, AL",60.0,20162,20012,19888,19631,19448,33868,35409,36842,37365,39944
144,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.2 ,147.2 ,"Limestone County, AL",49.75,91565,92847,94130,96177,98915,55060,52181,57342,64863,64729
143,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.3 ,148.3 ,"Limestone County, AL",49.75,91565,92847,94130,96177,98915,55060,52181,57342,64863,64729
20,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,149.1 ,149.1 ,"Limestone County, AL",49.75,91565,92847,94130,96177,98915,55060,52181,57342,64863,64729
30,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,146.0 ,146.0 ,"Cleburne County, AL",61.0,14914,14848,14899,15010,14910,42136,43483,45480,46495,51276
30,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.5 ,147.5 ,"Cleburne County, AL",61.0,14914,14848,14899,15010,14910,42136,43483,45480,46495,51276
33,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.6 ,144.6 ,"Clarke County, AL",57.0,24698,24340,24063,23918,23622,37317,34061,36719,40741,43822
33,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.8 ,145.8 ,"Clarke County, AL",57.0,24698,24340,24063,23918,23622,37317,34061,36719,40741,43822
28,stable,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,227.2 ,227.2 ,"Clarke County, AL",57.0,24698,24340,24063,23918,23622,37317,34061,36719,40741,43822
14,stable,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.0 ,144.0 ,"Hale County, AL",55.0,15015,14828,14801,14749,14651,35470,35381,34905,34724,40745
14,stable,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.4 ,142.4 ,"Hale County, AL",55.0,15015,14828,14801,14749,14651,35470,35381,34905,34724,40745
18,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,173.0 ,173.0 ,"Hale County, AL",55.0,15015,14828,14801,14749,14651,35470,35381,34905,34724,40745
19,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,141.4 ,141.4 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589,35089,32691,36711,39907,39808
19,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.3 ,142.3 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589,35089,32691,36711,39907,39808
13,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,154.5 ,154.5 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589,35089,32691,36711,39907,39808
26,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,137.6 ,137.6 ,"Pickens County, AL",58.0,20776,20325,20204,19980,19930,33160,35968,38379,37586,40249
26,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,138.8 ,138.8 ,"Pickens County, AL",58.0,20776,20325,20204,19980,19930,33160,35968,38379,37586,40249
16,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,157.2 ,157.2 ,"Pickens County, AL",58.0,20776,20325,20204,19980,19930,33160,35968,38379,37586,40249
285,falling,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,129.4 ,129.4 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,70879,74212,74098,75663,77801
4,*,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,58.2 ,58.2 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,70879,74212,74098,75663,77801
282,falling,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,130.5 ,130.5 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,70879,74212,74098,75663,77801
23,falling,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,135.6 ,135.6 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,70879,74212,74098,75663,77801
4,*,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,54.6 ,54.6 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,70879,74212,74098,75663,77801
738,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,186.5 ,186.5 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181,40360,42003,42210,45129,49712
35,stable,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,123.0 ,123.0 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181,40360,42003,42210,45129,49712
693,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.3 ,190.3 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181,40360,42003,42210,45129,49712
5,*,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,156.2 ,156.2 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181,40360,42003,42210,45129,49712
6,*,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,90.8 ,90.8 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181,40360,42003,42210,45129,49712
7,*,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,122.7 ,122.7 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181,40360,42003,42210,45129,49712
36,stable,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,116.6 ,116.6 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181,40360,42003,42210,45129,49712
285,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.3 ,157.3 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922,43451,45151,48966,49164,48650
49,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,124.3 ,124.3 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922,43451,45151,48966,49164,48650
234,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.3 ,165.3 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922,43451,45151,48966,49164,48650
7,falling,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,138.4 ,138.4 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922,43451,45151,48966,49164,48650
5,*,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,102.5 ,102.5 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922,43451,45151,48966,49164,48650
50,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,120.4 ,120.4 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922,43451,45151,48966,49164,48650
685,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.1 ,152.1 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099,47220,49824,49860,48758,54242
31,stable,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,128.2 ,128.2 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099,47220,49824,49860,48758,54242
651,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.7 ,153.7 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099,47220,49824,49860,48758,54242
3,*,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,134.8 ,134.8 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099,47220,49824,49860,48758,54242
6,*,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,120.9 ,120.9 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099,47220,49824,49860,48758,54242
4,*,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,89.4 ,89.4 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099,47220,49824,49860,48758,54242
31,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,122.4 ,122.4 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099,47220,49824,49860,48758,54242
41,stable,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.2 ,144.2 ,"Apache County, AZ",35.0,71012,71381,71545,71731,71887,31072,34040,33053,33652,35386
6,*,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,176.6 ,176.6 ,"Apache County, AZ",35.0,71012,71381,71545,71731,71887,31072,34040,33053,33652,35386
34,stable,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,136.8 ,136.8 ,"Apache County, AZ",35.0,71012,71381,71545,71731,71887,31072,34040,33053,33652,35386
55,falling,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,106.0 ,106.0 ,"Apache County, AZ",35.0,71012,71381,71545,71731,71887,31072,34040,33053,33652,35386
6,*,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,162.3 ,162.3 ,"Apache County, AZ",35.0,71012,71381,71545,71731,71887,31072,34040,33053,33652,35386
134,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,142.1 ,142.1 ,"Gila County, AZ",50.0,52978,53356,53578,53801,54018,41346,40747,38897,43585,45980
13,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,118.7 ,118.7 ,"Gila County, AZ",50.0,52978,53356,53578,53801,54018,41346,40747,38897,43585,45980
120,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.5 ,145.5 ,"Gila County, AZ",50.0,52978,53356,53578,53801,54018,41346,40747,38897,43585,45980
12,*,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,158.2 ,158.2 ,"Gila County, AZ",50.0,52978,53356,53578,53801,54018,41346,40747,38897,43585,45980
13,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,115.0 ,115.0 ,"Gila County, AZ",50.0,52978,53356,53578,53801,54018,41346,40747,38897,43585,45980
128,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,141.0 ,141.0 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924,37658,37440,40883,40650,40676
11,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,132.4 ,132.4 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924,37658,37440,40883,40650,40676
116,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,139.0 ,139.0 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924,37658,37440,40883,40650,40676
50,stable,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,117.3 ,117.3 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924,37658,37440,40883,40650,40676
12,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,121.8 ,121.8 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924,37658,37440,40883,40650,40676
1841,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.6 ,138.6 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279,47107,47644,51392,53395,56150
329,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,125.4 ,125.4 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279,47107,47644,51392,53395,56150
1499,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,141.2 ,141.2 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279,47107,47644,51392,53395,56150
56,falling,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,146.2 ,146.2 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279,47107,47644,51392,53395,56150
32,stable,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,105.9 ,105.9 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279,47107,47644,51392,53395,56150
