Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.8 ,"Lee County, AR"
30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.7 ,"Lee County, AR"
59,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.7 ,"Franklin County, AR"
55,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.6 ,"Franklin County, AR"
349,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.2 ,"Sebastian County, AR"
346,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.7 ,"Sebastian County, AR"
77,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.8 ,"Marion County, AR"
56,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.7 ,"Marion County, AR"
184,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.2 ,"Crawford County, AR"
169,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.3 ,"Crawford County, AR"
492,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.3 ,"Washington County, AR"
473,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.2 ,"Washington County, AR"
129,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.7 ,"Boone County, AR"
123,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.3 ,"Boone County, AR"
69,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.9 ,"Conway County, AR"
67,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.6 ,"Conway County, AR"
32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.8 ,"Searcy County, AR"
31,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.8 ,"Searcy County, AR"
53,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.8 ,"Madison County, AR"
43,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.9 ,"Madison County, AR"
78,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.8 ,"St. Francis County, AR"
54,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,350.6 ,"St. Francis County, AR"
77,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.1 ,"Johnson County, AR"
68,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.7 ,"Johnson County, AR"
104,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.3 ,"Carroll County, AR"
87,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.2 ,"Carroll County, AR"
41,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.8 ,"Little River County, AR"
39,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.5 ,"Little River County, AR"
49,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.1 ,"Fulton County, AR"
39,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,380.7 ,"Fulton County, AR"
587,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.3 ,"Benton County, AR"
585,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.5 ,"Benton County, AR"
35,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.8 ,"Scott County, AR"
28,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.0 ,"Scott County, AR"
36,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.9 ,"Lincoln County, AR"
27,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,360.6 ,"Lincoln County, AR"
61,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.9 ,"Columbia County, AR"
53,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,359.3 ,"Columbia County, AR"
35,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,456.7 ,"Montgomery County, AR"
30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.6 ,"Montgomery County, AR"
61,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.7 ,"Yell County, AR"
62,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.4 ,"Yell County, AR"
111,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.3 ,"Miller County, AR"
114,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.2 ,"Miller County, AR"
59,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.4 ,"Hempstead County, AR"
54,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.4 ,"Hempstead County, AR"
50,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,432.9 ,"Izard County, AR"
38,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.9 ,"Izard County, AR"
23,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.5 ,"Lafayette County, AR"
20,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,337.7 ,"Lafayette County, AR"
34,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,420.2 ,"Howard County, AR"
32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.1 ,"Howard County, AR"
35,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.1 ,"Sevier County, AR"
30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,313.7 ,"Sevier County, AR"
24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,365.4 ,"Newton County, AR"
24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,353.4 ,"Newton County, AR"
90,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.5 ,"Glenn County, CA"
71,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.3 ,"Glenn County, CA"
631,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.6 ,"Shasta County, CA"
599,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.5 ,"Shasta County, CA"
217,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.4 ,"Tehama County, CA"
197,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.8 ,"Tehama County, CA"
680,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.4 ,"Butte County, CA"
673,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.5 ,"Butte County, CA"
167,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.4 ,"Amador County, CA"
128,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.9 ,"Amador County, CA"
174,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.6 ,"Yuba County, CA"
164,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.2 ,"Yuba County, CA"
1161,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.9 ,"Placer County, CA"
1144,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.7 ,"Placer County, CA"
236,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.0 ,"Lake County, CA"
201,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.0 ,"Lake County, CA"
862,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.9 ,"Marin County, CA"
877,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.4 ,"Marin County, CA"
872,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.9 ,"San Luis Obispo County, CA"
803,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.5 ,"San Luis Obispo County, CA"
280,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,466.8 ,"Mendocino County, CA"
255,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.5 ,"Mendocino County, CA"
1066,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.6 ,"Santa Barbara County, CA"
1077,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.1 ,"Santa Barbara County, CA"
380,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.6 ,"Humboldt County, CA"
347,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.4 ,"Humboldt County, CA"
1416,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.6 ,"Sonoma County, CA"
1463,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.5 ,"Sonoma County, CA"
53,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.2 ,"Trinity County, CA"
40,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.2 ,"Trinity County, CA"
131,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.5 ,"San Benito County, CA"
111,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,348.2 ,"San Benito County, CA"
608,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.8 ,"El Dorado County, CA"
565,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.9 ,"El Dorado County, CA"
689,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.0 ,"Santa Cruz County, CA"
683,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.4 ,"Santa Cruz County, CA"
374,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.4 ,"Imperial County, CA"
317,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,349.5 ,"Imperial County, CA"
1055,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,448.1 ,"Solano County, CA"
1131,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.9 ,"Solano County, CA"
2025,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.4 ,"Ventura County, CA"
2074,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.4 ,"Ventura County, CA"
1509,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.8 ,"San Joaquin County, CA"
1537,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,393.5 ,"San Joaquin County, CA"
2715,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.5 ,"Contra Costa County, CA"
2878,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.7 ,"Contra Costa County, CA"
7284,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.4 ,"San Diego County, CA"
7470,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.3 ,"San Diego County, CA"
1121,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.2 ,"Stanislaus County, CA"
1183,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.6 ,"Stanislaus County, CA"
60,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.9 ,"Inyo County, CA"
58,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.4 ,"Inyo County, CA"
179,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.1 ,"Calaveras County, CA"
142,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.0 ,"Calaveras County, CA"
4,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.5 ,"Alpine County, CA"
3251,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.9 ,"Sacramento County, CA"
3696,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.2 ,"Sacramento County, CA"
1643,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.2 ,"Kern County, CA"
1568,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.8 ,"Kern County, CA"
389,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,438.1 ,"Napa County, CA"
392,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.8 ,"Napa County, CA"
5329,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.9 ,"Riverside County, CA"
5020,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.5 ,"Riverside County, CA"
7095,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.1 ,"Orange County, CA"
7394,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.8 ,"Orange County, CA"
1829,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.2 ,"San Mateo County, CA"
1951,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.8 ,"San Mateo County, CA"
72,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.5 ,"Plumas County, CA"
65,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.6 ,"Plumas County, CA"
4046,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,433.6 ,"San Bernardino County, CA"
4045,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.9 ,"San Bernardino County, CA"
222,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,431.6 ,"Sutter County, CA"
212,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.5 ,"Sutter County, CA"
74,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.7 ,"Del Norte County, CA"
62,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,354.7 ,"Del Norte County, CA"
327,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,425.4 ,"Madera County, CA"
304,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.8 ,"Madera County, CA"
2066,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,421.7 ,"San Francisco County, CA"
1967,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.5 ,"San Francisco County, CA"
1802,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,419.7 ,"Fresno County, CA"
1849,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.5 ,"Fresno County, CA"
347,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,418.8 ,"Nevada County, CA"
341,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.9 ,"Nevada County, CA"
189,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,417.2 ,"Tuolumne County, CA"
181,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.8 ,"Tuolumne County, CA"
872,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,415.7 ,"Monterey County, CA"
851,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.0 ,"Monterey County, CA"
464,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,410.6 ,"Merced County, CA"
461,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,362.2 ,"Merced County, CA"
3322,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,408.7 ,"Alameda County, CA"
3571,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.5 ,"Alameda County, CA"
3802,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,401.2 ,"Santa Clara County, CA"
4007,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.9 ,"Santa Clara County, CA"
379,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,399.6 ,"Yolo County, CA"
440,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.3 ,"Yolo County, CA"
19286,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,399.4 ,"Los Angeles County, CA"
21023,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.6 ,"Los Angeles County, CA"
765,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.9 ,"Tulare County, CA"
775,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,355.2 ,"Tulare County, CA"
246,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.0 ,"Kings County, CA"
237,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.7 ,"Kings County, CA"
62,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,390.1 ,"Mariposa County, CA"
54,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,355.9 ,"Mariposa County, CA"
70,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,389.4 ,"Lassen County, CA"
62,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.7 ,"Lassen County, CA"
135,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,377.5 ,"Siskiyou County, CA"
115,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,335.3 ,"Siskiyou County, CA"
42,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,375.4 ,"Colusa County, CA"
45,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,387.0 ,"Colusa County, CA"
28,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,367.6 ,"Modoc County, CA"
23,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,346.4 ,"Modoc County, CA"
30,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,315.4 ,"Mono County, CA"
22,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,265.3 ,"Mono County, CA"
9,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,314.5 ,"Sierra County, CA"
8,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,326.2 ,"Sierra County, CA"
7,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,559.2 ,"Cheyenne County, CO"
4,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.5 ,"Cheyenne County, CO"
458,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.3 ,"Pueblo County, CO"
416,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.6 ,"Pueblo County, CO"
