Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",Recent 5-Year Trend in Death Rates,County_State
234,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.3 ,165.3 ,"Cochise County, AZ"
7,falling,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,138.4 ,138.4 ,"Cochise County, AZ"
5,*,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,102.5 ,102.5 ,"Cochise County, AZ"
50,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,120.4 ,120.4 ,"Cochise County, AZ"
685,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.1 ,152.1 ,"Yavapai County, AZ"
31,stable,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,128.2 ,128.2 ,"Yavapai County, AZ"
651,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.7 ,153.7 ,"Yavapai County, AZ"
3,*,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,134.8 ,134.8 ,"Yavapai County, AZ"
6,*,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,120.9 ,120.9 ,"Yavapai County, AZ"
4,*,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,89.4 ,89.4 ,"Yavapai County, AZ"
31,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,122.4 ,122.4 ,"Yavapai County, AZ"
41,stable,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.2 ,144.2 ,"Apache County, AZ"
6,*,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,176.6 ,176.6 ,"Apache County, AZ"
34,stable,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,136.8 ,136.8 ,"Apache County, AZ"
55,falling,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,106.0 ,106.0 ,"Apache County, AZ"
6,*,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,162.3 ,162.3 ,"Apache County, AZ"
134,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,142.1 ,142.1 ,"Gila County, AZ"
13,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,118.7 ,118.7 ,"Gila County, AZ"
120,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.5 ,145.5 ,"Gila County, AZ"
12,*,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,158.2 ,158.2 ,"Gila County, AZ"
13,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,115.0 ,115.0 ,"Gila County, AZ"
128,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,141.0 ,141.0 ,"Navajo County, AZ"
11,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,132.4 ,132.4 ,"Navajo County, AZ"
116,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,139.0 ,139.0 ,"Navajo County, AZ"
50,stable,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,117.3 ,117.3 ,"Navajo County, AZ"
12,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,121.8 ,121.8 ,"Navajo County, AZ"
1841,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.6 ,138.6 ,"Pima County, AZ"
329,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,125.4 ,125.4 ,"Pima County, AZ"
1499,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,141.2 ,141.2 ,"Pima County, AZ"
56,falling,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,146.2 ,146.2 ,"Pima County, AZ"
32,stable,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,105.9 ,105.9 ,"Pima County, AZ"
32,falling,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,92.1 ,92.1 ,"Pima County, AZ"
338,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,121.3 ,121.3 ,"Pima County, AZ"
49,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.4 ,138.4 ,"Graham County, AZ"
12,stable,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,126.4 ,126.4 ,"Graham County, AZ"
37,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.3 ,140.3 ,"Graham County, AZ"
4,*,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,101.5 ,101.5 ,"Graham County, AZ"
12,stable,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,120.7 ,120.7 ,"Graham County, AZ"
6015,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,134.5 ,134.5 ,"Maricopa County, AZ"
759,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,120.6 ,120.6 ,"Maricopa County, AZ"
5203,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.2 ,135.2 ,"Maricopa County, AZ"
297,falling,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,153.7 ,153.7 ,"Maricopa County, AZ"
63,falling,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,94.1 ,94.1 ,"Maricopa County, AZ"
163,falling,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,96.1 ,96.1 ,"Maricopa County, AZ"
779,stable,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,116.8 ,116.8 ,"Maricopa County, AZ"
12,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,132.1 ,132.1 ,"Greenlee County, AZ"
4,stable,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,98.7 ,98.7 ,"Greenlee County, AZ"
8,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.2 ,147.2 ,"Greenlee County, AZ"
4,stable,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,96.2 ,96.2 ,"Greenlee County, AZ"
125,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,130.6 ,130.6 ,"Coconino County, AZ"
13,stable,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,133.4 ,133.4 ,"Coconino County, AZ"
112,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,129.9 ,129.9 ,"Coconino County, AZ"
3,*,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,216.8 ,216.8 ,"Coconino County, AZ"
36,rising,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,120.9 ,120.9 ,"Coconino County, AZ"
13,stable,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,122.2 ,122.2 ,"Coconino County, AZ"
53,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,130.0 ,130.0 ,"La Paz County, AZ"
51,stable,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.7 ,142.7 ,"La Paz County, AZ"
7,stable,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,199.8 ,199.8 ,"La Paz County, AZ"
3,*,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,62.3 ,62.3 ,"La Paz County, AZ"
656,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,120.7 ,120.7 ,"Pinal County, AZ"
82,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,111.7 ,111.7 ,"Pinal County, AZ"
570,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,122.2 ,122.2 ,"Pinal County, AZ"
24,falling,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,133.5 ,133.5 ,"Pinal County, AZ"
21,falling,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,110.8 ,110.8 ,"Pinal County, AZ"
7,*,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,65.7 ,65.7 ,"Pinal County, AZ"
86,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,109.1 ,109.1 ,"Pinal County, AZ"
308,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,116.4 ,116.4 ,"Yuma County, AZ"
99,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,106.4 ,106.4 ,"Yuma County, AZ"
207,stable,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.0 ,128.0 ,"Yuma County, AZ"
5,falling,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,138.5 ,138.5 ,"Yuma County, AZ"
100,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,103.5 ,103.5 ,"Yuma County, AZ"
65,falling,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,114.7 ,114.7 ,"Santa Cruz County, AZ"
43,falling,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,116.6 ,116.6 ,"Santa Cruz County, AZ"
21,falling,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,113.1 ,113.1 ,"Santa Cruz County, AZ"
44,falling,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,114.3 ,114.3 ,"Santa Cruz County, AZ"
19,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,274.3 ,274.3 ,"Monroe County, AR"
19,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,270.6 ,270.6 ,"Monroe County, AR"
9,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,224.8 ,224.8 ,"Monroe County, AR"
14,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,238.1 ,238.1 ,"Calhoun County, AR"
14,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,242.8 ,242.8 ,"Calhoun County, AR"
4,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,210.1 ,210.1 ,"Calhoun County, AR"
19,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,235.5 ,235.5 ,"Woodruff County, AR"
19,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,238.6 ,238.6 ,"Woodruff County, AR"
53,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,232.2 ,232.2 ,"Clay County, AR"
53,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,234.0 ,234.0 ,"Clay County, AR"
40,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,226.1 ,226.1 ,"Cross County, AR"
40,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,227.6 ,227.6 ,"Cross County, AR"
10,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,216.3 ,216.3 ,"Cross County, AR"
67,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,221.8 ,221.8 ,"Poinsett County, AR"
66,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,222.2 ,222.2 ,"Poinsett County, AR"
5,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,258.1 ,258.1 ,"Poinsett County, AR"
49,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,217.2 ,217.2 ,"Ouachita County, AR"
49,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,217.8 ,217.8 ,"Ouachita County, AR"
27,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,230.5 ,230.5 ,"Ouachita County, AR"
55,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,216.2 ,216.2 ,"Randolph County, AR"
55,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,218.3 ,218.3 ,"Randolph County, AR"
52,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,215.6 ,215.6 ,"Lawrence County, AR"
52,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,216.6 ,216.6 ,"Lawrence County, AR"
42,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,214.6 ,214.6 ,"Jackson County, AR"
42,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,217.0 ,217.0 ,"Jackson County, AR"
5,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,176.1 ,176.1 ,"Jackson County, AR"
42,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,209.3 ,209.3 ,"Arkansas County, AR"
42,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,209.9 ,209.9 ,"Arkansas County, AR"
10,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,199.9 ,199.9 ,"Arkansas County, AR"
63,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,207.5 ,207.5 ,"Sharp County, AR"
63,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,209.8 ,209.8 ,"Sharp County, AR"
17,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,206.2 ,206.2 ,"Chicot County, AR"
17,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,213.1 ,213.1 ,"Chicot County, AR"
18,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,232.9 ,232.9 ,"Chicot County, AR"
13,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,204.1 ,204.1 ,"Lee County, AR"
13,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,209.4 ,209.4 ,"Lee County, AR"
12,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,199.2 ,199.2 ,"Lee County, AR"
96,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,199.7 ,199.7 ,"Jefferson County, AR"
96,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,202.5 ,202.5 ,"Jefferson County, AR"
79,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,195.1 ,195.1 ,"Jefferson County, AR"
63,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,199.5 ,199.5 ,"Polk County, AR"
63,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,203.5 ,203.5 ,"Polk County, AR"
60,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,199.1 ,199.1 ,"Crittenden County, AR"
60,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,202.1 ,202.1 ,"Crittenden County, AR"
54,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,257.7 ,257.7 ,"Crittenden County, AR"
31,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,198.5 ,198.5 ,"Montgomery County, AR"
31,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,202.2 ,202.2 ,"Montgomery County, AR"
41,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,196.1 ,196.1 ,"Fulton County, AR"
41,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,197.5 ,197.5 ,"Fulton County, AR"
68,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,195.4 ,195.4 ,"Mississippi County, AR"
68,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,199.2 ,199.2 ,"Mississippi County, AR"
32,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,241.2 ,241.2 ,"Mississippi County, AR"
61,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,194.5 ,194.5 ,"Johnson County, AR"
60,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,203.5 ,203.5 ,"Johnson County, AR"
73,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,193.7 ,193.7 ,"Union County, AR"
73,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,194.6 ,194.6 ,"Union County, AR"
36,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,262.1 ,262.1 ,"Union County, AR"
22,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,192.7 ,192.7 ,"Phillips County, AR"
22,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,194.9 ,194.9 ,"Phillips County, AR"
26,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,191.0 ,191.0 ,"Phillips County, AR"
29,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,192.6 ,192.6 ,"Scott County, AR"
29,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,196.7 ,196.7 ,"Scott County, AR"
133,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,190.7 ,190.7 ,"Lonoke County, AR"
133,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,192.4 ,192.4 ,"Lonoke County, AR"
10,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,212.3 ,212.3 ,"Lonoke County, AR"
17,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,190.5 ,190.5 ,"Nevada County, AR"
16,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,189.8 ,189.8 ,"Nevada County, AR"
8,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,226.0 ,226.0 ,"Nevada County, AR"
34,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,190.3 ,190.3 ,"Drew County, AR"
34,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,192.3 ,192.3 ,"Drew County, AR"
10,falling,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,168.7 ,168.7 ,"Drew County, AR"
80,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,189.0 ,189.0 ,"Miller County, AR"
77,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.8 ,184.8 ,"Miller County, AR"
23,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,220.6 ,220.6 ,"Miller County, AR"
157,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,188.9 ,188.9 ,"Baxter County, AR"
156,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.4 ,190.4 ,"Baxter County, AR"
23,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,188.8 ,188.8 ,"Lincoln County, AR"
23,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,192.0 ,192.0 ,"Lincoln County, AR"
7,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,207.7 ,207.7 ,"Lincoln County, AR"
101,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,188.8 ,188.8 ,"Greene County, AR"
101,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.7 ,190.7 ,"Greene County, AR"
40,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,188.3 ,188.3 ,"Madison County, AR"
40,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.8 ,190.8 ,"Madison County, AR"
47,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,187.5 ,187.5 ,"Franklin County, AR"
46,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.9 ,187.9 ,"Franklin County, AR"
44,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.5 ,185.5 ,"Grant County, AR"
44,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.0 ,187.0 ,"Grant County, AR"
42,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.5 ,184.5 ,"Ashley County, AR"
41,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,188.1 ,188.1 ,"Ashley County, AR"
19,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,293.4 ,293.4 ,"Ashley County, AR"
28,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.2 ,184.2 ,"Perry County, AR"
27,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.4 ,185.4 ,"Perry County, AR"
136,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.2 ,182.2 ,"Crawford County, AR"
135,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.0 ,187.0 ,"Crawford County, AR"
20,stable,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.2 ,181.2 ,"Bradley County, AR"
19,stable,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.5 ,180.5 ,"Bradley County, AR"
9,stable,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,254.0 ,254.0 ,"Bradley County, AR"
165,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,180.6 ,180.6 ,"White County, AR"
165,falling,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.8 ,182.8 ,"White County, AR"
4,*,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,161.4 ,161.4 ,"White County, AR"
55,falling,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,180.1 ,180.1 ,"Marion County, AR"
