average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019
5,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,168.4 ,"Blount County, AL",56.0,57526,57494,57787,57771,57826
307,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,434.8 ,"Blount County, AL",56.0,57526,57494,57787,57771,57826
4,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,356.1 ,"Blount County, AL",56.0,57526,57494,57787,57771,57826
6,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,188.2 ,"Blount County, AL",56.0,57526,57494,57787,57771,57826
152,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.8 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362
3,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,181.8 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362
149,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,443.7 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362
5,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,269.0 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362
4,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,173.3 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362
442,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.2 ,"Cullman County, AL",51.0,81761,82450,82867,83418,83768
440,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,429.7 ,"Cullman County, AL",51.0,81761,82450,82867,83418,83768
219,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.1 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342
5,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,338.8 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342
215,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,429.1 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342
40,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,408.3 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342
6,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,382.8 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342
66,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.1 ,"Washington County, AL",32.0,16832,16621,16522,16402,16326
66,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,428.3 ,"Washington County, AL",32.0,16832,16621,16522,16402,16326
24,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,458.4 ,"Washington County, AL",32.0,16832,16621,16522,16402,16326
473,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,417.1 ,"Lauderdale County, AL",58.0,92459,92425,92564,92604,92729
472,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,420.7 ,"Lauderdale County, AL",58.0,92459,92425,92564,92604,92729
46,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,466.2 ,"Lauderdale County, AL",58.0,92459,92425,92564,92604,92729
17,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,414.2 ,"Bullock County, AL",61.0,10400,10389,10176,10174,10101
17,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,422.0 ,"Bullock County, AL",61.0,10400,10389,10176,10174,10101
43,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,521.3 ,"Bullock County, AL",61.0,10400,10389,10176,10174,10101
109,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,411.1 ,"Randolph County, AL",61.0,22594,22504,22687,22727,22722
108,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.5 ,"Randolph County, AL",61.0,22594,22504,22687,22727,22722
20,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,396.7 ,"Randolph County, AL",61.0,22594,22504,22687,22727,22722
881,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,410.6 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702
16,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,298.2 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702
865,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.3 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702
89,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,443.1 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702
9,Alabama,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,223.4 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702
19,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,314.6 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702
49,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,410.3 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589
49,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,413.2 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589
39,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,497.5 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589
137,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,406.4 ,"Winston County, AL",58.0,23930,23907,23760,23693,23629
137,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,411.4 ,"Winston County, AL",58.0,23930,23907,23760,23693,23629
197,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,403.8 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428
4,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,498.4 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428
193,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,407.5 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428
19,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,417.8 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428
4,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,487.1 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428
73,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,395.4 ,"Monroe County, AL",61.0,21717,21548,21290,21062,20733
72,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,395.7 ,"Monroe County, AL",61.0,21717,21548,21290,21062,20733
46,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,437.9 ,"Monroe County, AL",61.0,21717,21548,21290,21062,20733
332,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.6 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513
9,Alabama,All Cancer Sites,  White Hispanic,All Sexes,All Ages,258.8 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513
323,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,396.6 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513
5,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,387.7 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513
11,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,331.1 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513
144,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,382.9 ,"Cherokee County, AL",56.0,25732,25768,25805,26014,26196
144,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,383.4 ,"Cherokee County, AL",56.0,25732,25768,25805,26014,26196
6,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,354.4 ,"Cherokee County, AL",56.0,25732,25768,25805,26014,26196
413,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,373.5 ,"Lee County, AL",55.0,156954,159168,161440,163656,164542
411,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,379.2 ,"Lee County, AL",55.0,156954,159168,161440,163656,164542
132,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,412.9 ,"Lee County, AL",55.0,156954,159168,161440,163656,164542
13,Alabama,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,392.7 ,"Lee County, AL",55.0,156954,159168,161440,163656,164542
4,Alabama,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,139.2 ,"Lee County, AL",55.0,156954,159168,161440,163656,164542
35,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,363.5 ,"Hale County, AL",55.0,15015,14828,14801,14749,14651
35,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,365.6 ,"Hale County, AL",55.0,15015,14828,14801,14749,14651
41,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,384.1 ,"Hale County, AL",55.0,15015,14828,14801,14749,14651
41,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,338.1 ,"Coosa County, AL",52.0,10934,10819,10724,10643,10663
41,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,343.1 ,"Coosa County, AL",52.0,10934,10819,10724,10643,10663
18,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,402.6 ,"Coosa County, AL",52.0,10934,10819,10724,10643,10663
1516,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.0 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181
105,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,370.9 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181
1411,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,431.7 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181
13,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,375.2 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181
18,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,264.5 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181
11,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,230.3 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181
108,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,357.0 ,"Mohave County, AZ",52.42857143,204574,205412,207017,209292,212181
1642,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,404.0 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099
99,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,404.2 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099
1544,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,405.1 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099
8,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,312.1 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099
19,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,338.2 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099
10,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,245.5 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099
102,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,391.0 ,"Yavapai County, AZ",56.0,220805,224575,228082,231772,235099
394,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,397.4 ,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476
41,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,379.5 ,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476
354,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,398.6 ,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476
6,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,383.3 ,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476
74,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,241.7 ,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476
4,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,242.2 ,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476
42,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,352.4 ,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476
4818,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,395.8 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279
914,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,337.4 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279
3903,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,415.0 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279
130,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,333.6 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279
90,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,269.9 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279
83,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,238.7 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279
965,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,332.0 ,"Pima County, AZ",56.5,1009103,1016707,1026391,1036554,1047279
16753,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,394.9 ,"Maricopa County, AZ",56.125,4172905,4256143,4327184,4402403,4485414
2330,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,325.8 ,"Maricopa County, AZ",56.125,4172905,4256143,4327184,4402403,4485414
14423,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,410.9 ,"Maricopa County, AZ",56.125,4172905,4256143,4327184,4402403,4485414
723,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,351.3 ,"Maricopa County, AZ",56.125,4172905,4256143,4327184,4402403,4485414
201,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,273.8 ,"Maricopa County, AZ",56.125,4172905,4256143,4327184,4402403,4485414
408,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,229.9 ,"Maricopa County, AZ",56.125,4172905,4256143,4327184,4402403,4485414
2449,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,321.8 ,"Maricopa County, AZ",56.125,4172905,4256143,4327184,4402403,4485414
35,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.3 ,"Greenlee County, AZ",61.0,9577,9643,9443,9448,9498
11,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,284.0 ,"Greenlee County, AZ",61.0,9577,9643,9443,9448,9498
24,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,459.0 ,"Greenlee County, AZ",61.0,9577,9643,9443,9448,9498
11,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,281.7 ,"Greenlee County, AZ",61.0,9577,9643,9443,9448,9498
646,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,386.8 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922
123,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,317.4 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922
523,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,411.7 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922
17,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,313.7 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922
7,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,257.2 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922
10,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,234.1 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922
128,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,315.7 ,"Cochise County, AZ",58.0,126454,125686,124864,126411,125922
127,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,375.0 ,"Graham County, AZ",61.0,37860,37807,37481,37995,38837
29,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,311.3 ,"Graham County, AZ",61.0,37860,37807,37481,37995,38837
98,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,401.6 ,"Graham County, AZ",61.0,37860,37807,37481,37995,38837
14,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,355.0 ,"Graham County, AZ",61.0,37860,37807,37481,37995,38837
30,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,306.6 ,"Graham County, AZ",61.0,37860,37807,37481,37995,38837
884,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,375.0 ,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787
340,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,355.1 ,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787
544,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,406.7 ,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787
12,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,283.1 ,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787
8,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,199.8 ,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787
6,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,141.2 ,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787
348,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,350.9 ,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787
306,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,361.8 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924
28,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,326.1 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924
278,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.7 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924
122,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,276.7 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924
29,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,310.0 ,"Navajo County, AZ",38.0,107638,108467,109079,110242,110924
1762,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,355.4 ,"Pinal County, AZ",53.25,405614,417193,431564,446806,462789
240,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,305.2 ,"Pinal County, AZ",53.25,405614,417193,431564,446806,462789
1523,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.7 ,"Pinal County, AZ",53.25,405614,417193,431564,446806,462789
61,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,323.2 ,"Pinal County, AZ",53.25,405614,417193,431564,446806,462789
52,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,273.6 ,"Pinal County, AZ",53.25,405614,417193,431564,446806,462789
21,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,210.7 ,"Pinal County, AZ",53.25,405614,417193,431564,446806,462789
