Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
41,Alabama,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,338.1 ,"Coosa County, AL"
41,Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,343.1 ,"Coosa County, AL"
18,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,402.6 ,"Coosa County, AL"
1516,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.0 ,"Mohave County, AZ"
105,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,370.9 ,"Mohave County, AZ"
1411,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,431.7 ,"Mohave County, AZ"
13,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,375.2 ,"Mohave County, AZ"
18,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,264.5 ,"Mohave County, AZ"
11,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,230.3 ,"Mohave County, AZ"
108,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,357.0 ,"Mohave County, AZ"
1642,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,404.0 ,"Yavapai County, AZ"
99,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,404.2 ,"Yavapai County, AZ"
1544,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,405.1 ,"Yavapai County, AZ"
8,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,312.1 ,"Yavapai County, AZ"
19,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,338.2 ,"Yavapai County, AZ"
10,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,245.5 ,"Yavapai County, AZ"
102,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,391.0 ,"Yavapai County, AZ"
394,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,397.4 ,"Coconino County, AZ"
41,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,379.5 ,"Coconino County, AZ"
354,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,398.6 ,"Coconino County, AZ"
6,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,383.3 ,"Coconino County, AZ"
74,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,241.7 ,"Coconino County, AZ"
4,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,242.2 ,"Coconino County, AZ"
42,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,352.4 ,"Coconino County, AZ"
4818,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,395.8 ,"Pima County, AZ"
914,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,337.4 ,"Pima County, AZ"
3903,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,415.0 ,"Pima County, AZ"
130,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,333.6 ,"Pima County, AZ"
90,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,269.9 ,"Pima County, AZ"
83,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,238.7 ,"Pima County, AZ"
965,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,332.0 ,"Pima County, AZ"
16753,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,394.9 ,"Maricopa County, AZ"
2330,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,325.8 ,"Maricopa County, AZ"
14423,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,410.9 ,"Maricopa County, AZ"
723,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,351.3 ,"Maricopa County, AZ"
201,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,273.8 ,"Maricopa County, AZ"
408,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,229.9 ,"Maricopa County, AZ"
2449,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,321.8 ,"Maricopa County, AZ"
35,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.3 ,"Greenlee County, AZ"
11,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,284.0 ,"Greenlee County, AZ"
24,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,459.0 ,"Greenlee County, AZ"
11,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,281.7 ,"Greenlee County, AZ"
646,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,386.8 ,"Cochise County, AZ"
123,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,317.4 ,"Cochise County, AZ"
523,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,411.7 ,"Cochise County, AZ"
17,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,313.7 ,"Cochise County, AZ"
7,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,257.2 ,"Cochise County, AZ"
10,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,234.1 ,"Cochise County, AZ"
128,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,315.7 ,"Cochise County, AZ"
127,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,375.0 ,"Graham County, AZ"
29,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,311.3 ,"Graham County, AZ"
98,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,401.6 ,"Graham County, AZ"
14,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,355.0 ,"Graham County, AZ"
30,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,306.6 ,"Graham County, AZ"
884,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,375.0 ,"Yuma County, AZ"
340,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,355.1 ,"Yuma County, AZ"
544,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,406.7 ,"Yuma County, AZ"
12,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,283.1 ,"Yuma County, AZ"
8,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,199.8 ,"Yuma County, AZ"
6,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,141.2 ,"Yuma County, AZ"
348,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,350.9 ,"Yuma County, AZ"
306,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,361.8 ,"Navajo County, AZ"
28,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,326.1 ,"Navajo County, AZ"
278,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.7 ,"Navajo County, AZ"
122,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,276.7 ,"Navajo County, AZ"
29,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,310.0 ,"Navajo County, AZ"
1762,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,355.4 ,"Pinal County, AZ"
240,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,305.2 ,"Pinal County, AZ"
1523,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.7 ,"Pinal County, AZ"
61,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,323.2 ,"Pinal County, AZ"
52,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,273.6 ,"Pinal County, AZ"
21,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,210.7 ,"Pinal County, AZ"
256,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,298.9 ,"Pinal County, AZ"
284,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,345.5 ,"Gila County, AZ"
32,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,302.5 ,"Gila County, AZ"
252,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,353.1 ,"Gila County, AZ"
14,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,189.9 ,"Gila County, AZ"
33,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,292.3 ,"Gila County, AZ"
179,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,327.6 ,"Santa Cruz County, AZ"
112,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,299.7 ,"Santa Cruz County, AZ"
67,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,407.0 ,"Santa Cruz County, AZ"
115,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,300.3 ,"Santa Cruz County, AZ"
113,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,307.5 ,"La Paz County, AZ"
8,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,213.7 ,"La Paz County, AZ"
106,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,348.6 ,"La Paz County, AZ"
12,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,336.8 ,"La Paz County, AZ"
9,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,188.3 ,"La Paz County, AZ"
75,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,296.0 ,"Apache County, AZ"
8,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,258.4 ,"Apache County, AZ"
67,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,305.9 ,"Apache County, AZ"
134,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,257.2 ,"Apache County, AZ"
9,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,238.7 ,"Apache County, AZ"
49,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,671.9 ,"Woodruff County, AR"
48,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,673.6 ,"Woodruff County, AR"
11,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,425.9 ,"Woodruff County, AR"
125,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,574.9 ,"Lawrence County, AR"
124,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,575.4 ,"Lawrence County, AR"
161,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,547.8 ,"Poinsett County, AR"
160,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,550.1 ,"Poinsett County, AR"
10,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,542.2 ,"Poinsett County, AR"
128,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,544.8 ,"Randolph County, AR"
127,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,548.0 ,"Randolph County, AR"
117,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,544.3 ,"Ouachita County, AR"
115,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,545.1 ,"Ouachita County, AR"
63,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,500.9 ,"Ouachita County, AR"
37,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,541.5 ,"Monroe County, AR"
37,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,546.7 ,"Monroe County, AR"
25,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,618.1 ,"Monroe County, AR"
91,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,539.7 ,"Cross County, AR"
91,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,546.1 ,"Cross County, AR"
20,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,444.1 ,"Cross County, AR"
243,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,538.4 ,"Jefferson County, AR"
242,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,543.8 ,"Jefferson County, AR"
216,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,514.0 ,"Jefferson County, AR"
4,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,613.7 ,"Jefferson County, AR"
114,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,534.9 ,"Clay County, AR"
114,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,540.3 ,"Clay County, AR"
55,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,527.2 ,"Cleveland County, AR"
55,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,534.6 ,"Cleveland County, AR"
8,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,749.0 ,"Cleveland County, AR"
102,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,523.4 ,"Arkansas County, AR"
101,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,524.9 ,"Arkansas County, AR"
25,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,483.1 ,"Arkansas County, AR"
369,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,520.5 ,"Lonoke County, AR"
366,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,525.5 ,"Lonoke County, AR"
24,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,497.8 ,"Lonoke County, AR"
4,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,425.1 ,"Lonoke County, AR"
140,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,511.9 ,"Van Buren County, AR"
139,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,517.5 ,"Van Buren County, AR"
102,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,510.7 ,"Clark County, AR"
101,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,517.2 ,"Clark County, AR"
29,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,499.9 ,"Clark County, AR"
116,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,509.5 ,"Grant County, AR"
116,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,513.5 ,"Grant County, AR"
88,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,508.1 ,"Drew County, AR"
88,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,517.3 ,"Drew County, AR"
27,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,508.0 ,"Drew County, AR"
211,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,505.5 ,"Cleburne County, AR"
209,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,507.6 ,"Cleburne County, AR"
447,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,504.6 ,"White County, AR"
6,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,644.7 ,"White County, AR"
441,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,507.0 ,"White County, AR"
16,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,612.7 ,"White County, AR"
7,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,694.9 ,"White County, AR"
138,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,503.0 ,"Sharp County, AR"
137,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,507.5 ,"Sharp County, AR"
256,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,492.3 ,"Greene County, AR"
254,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,494.8 ,"Greene County, AR"
527,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,488.0 ,"Faulkner County, AR"
5,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,286.6 ,"Faulkner County, AR"
522,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,491.8 ,"Faulkner County, AR"
40,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,484.0 ,"Faulkner County, AR"
6,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,508.0 ,"Faulkner County, AR"
8,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,408.3 ,"Faulkner County, AR"
61,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,486.1 ,"Searcy County, AR"
60,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 ,"Searcy County, AR"
29,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.7 ,"Calhoun County, AR"
29,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,495.0 ,"Calhoun County, AR"
8,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,526.8 ,"Calhoun County, AR"
69,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.5 ,"Perry County, AR"
69,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.3 ,"Perry County, AR"
68,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,484.6 ,"Pike County, AR"
68,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.7 ,"Pike County, AR"
676,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.7 ,"Garland County, AR"
8,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,245.5 ,"Garland County, AR"
668,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.6 ,"Garland County, AR"
47,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,569.8 ,"Garland County, AR"
4,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,413.7 ,"Garland County, AR"
5,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,534.9 ,"Garland County, AR"
10,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,273.6 ,"Garland County, AR"
676,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.7 ,"Saline County, AR"
7,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,329.8 ,"Saline County, AR"
669,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,486.4 ,"Saline County, AR"
29,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,499.4 ,"Saline County, AR"
3,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,453.0 ,"Saline County, AR"
6,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,419.0 ,"Saline County, AR"
11,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,427.3 ,"Saline County, AR"
92,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.8 ,"Jackson County, AR"
91,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.9 ,"Jackson County, AR"
14,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,467.0 ,"Jackson County, AR"
483,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.1 ,"Craighead County, AR"
6,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,246.8 ,"Craighead County, AR"
477,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,483.6 ,"Craighead County, AR"
46,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,596.2 ,"Craighead County, AR"
8,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,311.5 ,"Craighead County, AR"
366,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.0 ,"Baxter County, AR"
363,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.3 ,"Baxter County, AR"
111,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.1 ,"Franklin County, AR"
111,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.3 ,"Franklin County, AR"
249,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.5 ,"Boone County, AR"
247,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.7 ,"Boone County, AR"
217,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,475.8 ,"Independence County, AR"
215,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,481.1 ,"Independence County, AR"
