,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
249,64,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.8 ,"Logan County, AR"
250,202,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.1 ,"Baxter County, AR"
251,169,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.1 ,"Baxter County, AR"
252,55,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.6 ,"Stone County, AR"
253,37,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,363.4 ,"Stone County, AR"
254,19,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.0 ,"Calhoun County, AR"
255,19,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,501.4 ,"Calhoun County, AR"
256,123,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.4 ,"Crittenden County, AR"
257,119,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.2 ,"Crittenden County, AR"
258,32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.8 ,"Lee County, AR"
259,30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.7 ,"Lee County, AR"
260,59,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.7 ,"Franklin County, AR"
261,55,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.6 ,"Franklin County, AR"
262,349,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.2 ,"Sebastian County, AR"
263,346,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.7 ,"Sebastian County, AR"
264,77,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.8 ,"Marion County, AR"
265,56,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.7 ,"Marion County, AR"
266,184,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.2 ,"Crawford County, AR"
267,169,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.3 ,"Crawford County, AR"
268,492,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.3 ,"Washington County, AR"
269,473,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.2 ,"Washington County, AR"
270,129,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.7 ,"Boone County, AR"
271,123,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.3 ,"Boone County, AR"
272,69,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.9 ,"Conway County, AR"
273,67,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.6 ,"Conway County, AR"
274,32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.8 ,"Searcy County, AR"
275,31,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.8 ,"Searcy County, AR"
276,53,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.8 ,"Madison County, AR"
277,43,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.9 ,"Madison County, AR"
278,78,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.8 ,"St. Francis County, AR"
279,54,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,350.6 ,"St. Francis County, AR"
280,77,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.1 ,"Johnson County, AR"
281,68,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.7 ,"Johnson County, AR"
282,104,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.3 ,"Carroll County, AR"
283,87,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.2 ,"Carroll County, AR"
284,41,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.8 ,"Little River County, AR"
285,39,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.5 ,"Little River County, AR"
286,49,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.1 ,"Fulton County, AR"
287,39,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,380.7 ,"Fulton County, AR"
288,587,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.3 ,"Benton County, AR"
289,585,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.5 ,"Benton County, AR"
290,35,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.8 ,"Scott County, AR"
291,28,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.0 ,"Scott County, AR"
292,36,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.9 ,"Lincoln County, AR"
293,27,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,360.6 ,"Lincoln County, AR"
294,61,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.9 ,"Columbia County, AR"
295,53,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,359.3 ,"Columbia County, AR"
296,35,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,456.7 ,"Montgomery County, AR"
297,30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.6 ,"Montgomery County, AR"
298,61,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.7 ,"Yell County, AR"
299,62,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.4 ,"Yell County, AR"
300,111,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.3 ,"Miller County, AR"
301,114,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.2 ,"Miller County, AR"
302,59,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.4 ,"Hempstead County, AR"
303,54,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.4 ,"Hempstead County, AR"
304,50,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,432.9 ,"Izard County, AR"
305,38,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.9 ,"Izard County, AR"
306,23,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.5 ,"Lafayette County, AR"
307,20,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,337.7 ,"Lafayette County, AR"
308,34,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,420.2 ,"Howard County, AR"
309,32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.1 ,"Howard County, AR"
310,35,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.1 ,"Sevier County, AR"
311,30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,313.7 ,"Sevier County, AR"
312,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,365.4 ,"Newton County, AR"
313,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,353.4 ,"Newton County, AR"
314,90,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.5 ,"Glenn County, CA"
315,71,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.3 ,"Glenn County, CA"
316,631,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.6 ,"Shasta County, CA"
317,599,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.5 ,"Shasta County, CA"
318,217,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.4 ,"Tehama County, CA"
319,197,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.8 ,"Tehama County, CA"
320,680,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.4 ,"Butte County, CA"
321,673,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.5 ,"Butte County, CA"
322,167,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.4 ,"Amador County, CA"
323,128,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.9 ,"Amador County, CA"
324,174,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.6 ,"Yuba County, CA"
325,164,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.2 ,"Yuba County, CA"
326,1161,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.9 ,"Placer County, CA"
327,1144,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.7 ,"Placer County, CA"
328,236,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.0 ,"Lake County, CA"
329,201,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.0 ,"Lake County, CA"
330,862,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.9 ,"Marin County, CA"
331,877,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.4 ,"Marin County, CA"
332,872,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.9 ,"San Luis Obispo County, CA"
333,803,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.5 ,"San Luis Obispo County, CA"
334,280,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,466.8 ,"Mendocino County, CA"
335,255,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.5 ,"Mendocino County, CA"
336,1066,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.6 ,"Santa Barbara County, CA"
337,1077,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.1 ,"Santa Barbara County, CA"
338,380,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.6 ,"Humboldt County, CA"
339,347,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.4 ,"Humboldt County, CA"
340,1416,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.6 ,"Sonoma County, CA"
341,1463,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.5 ,"Sonoma County, CA"
342,53,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.2 ,"Trinity County, CA"
343,40,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.2 ,"Trinity County, CA"
344,131,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.5 ,"San Benito County, CA"
345,111,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,348.2 ,"San Benito County, CA"
346,608,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.8 ,"El Dorado County, CA"
347,565,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.9 ,"El Dorado County, CA"
348,689,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.0 ,"Santa Cruz County, CA"
349,683,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.4 ,"Santa Cruz County, CA"
350,374,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.4 ,"Imperial County, CA"
351,317,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,349.5 ,"Imperial County, CA"
352,1055,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,448.1 ,"Solano County, CA"
353,1131,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.9 ,"Solano County, CA"
354,2025,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.4 ,"Ventura County, CA"
355,2074,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.4 ,"Ventura County, CA"
356,1509,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.8 ,"San Joaquin County, CA"
357,1537,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,393.5 ,"San Joaquin County, CA"
358,2715,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.5 ,"Contra Costa County, CA"
359,2878,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.7 ,"Contra Costa County, CA"
360,7284,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.4 ,"San Diego County, CA"
361,7470,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.3 ,"San Diego County, CA"
362,1121,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.2 ,"Stanislaus County, CA"
363,1183,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.6 ,"Stanislaus County, CA"
364,60,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.9 ,"Inyo County, CA"
365,58,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.4 ,"Inyo County, CA"
366,179,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.1 ,"Calaveras County, CA"
367,142,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.0 ,"Calaveras County, CA"
368,4,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.5 ,"Alpine County, CA"
369,3251,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.9 ,"Sacramento County, CA"
370,3696,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.2 ,"Sacramento County, CA"
371,1643,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.2 ,"Kern County, CA"
372,1568,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.8 ,"Kern County, CA"
373,389,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,438.1 ,"Napa County, CA"
374,392,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.8 ,"Napa County, CA"
375,5329,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.9 ,"Riverside County, CA"
376,5020,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.5 ,"Riverside County, CA"
377,7095,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.1 ,"Orange County, CA"
378,7394,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.8 ,"Orange County, CA"
379,1829,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.2 ,"San Mateo County, CA"
380,1951,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.8 ,"San Mateo County, CA"
381,72,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.5 ,"Plumas County, CA"
382,65,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.6 ,"Plumas County, CA"
383,4046,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,433.6 ,"San Bernardino County, CA"
384,4045,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.9 ,"San Bernardino County, CA"
385,222,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,431.6 ,"Sutter County, CA"
386,212,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.5 ,"Sutter County, CA"
387,74,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.7 ,"Del Norte County, CA"
388,62,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,354.7 ,"Del Norte County, CA"
389,327,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,425.4 ,"Madera County, CA"
390,304,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.8 ,"Madera County, CA"
391,2066,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,421.7 ,"San Francisco County, CA"
392,1967,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.5 ,"San Francisco County, CA"
393,1802,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,419.7 ,"Fresno County, CA"
394,1849,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.5 ,"Fresno County, CA"
395,347,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,418.8 ,"Nevada County, CA"
396,341,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.9 ,"Nevada County, CA"
397,189,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,417.2 ,"Tuolumne County, CA"
398,181,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.8 ,"Tuolumne County, CA"
399,872,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,415.7 ,"Monterey County, CA"
400,851,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.0 ,"Monterey County, CA"
401,464,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,410.6 ,"Merced County, CA"
402,461,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,362.2 ,"Merced County, CA"
403,3322,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,408.7 ,"Alameda County, CA"
404,3571,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.5 ,"Alameda County, CA"
405,3802,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,401.2 ,"Santa Clara County, CA"
406,4007,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.9 ,"Santa Clara County, CA"
407,379,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,399.6 ,"Yolo County, CA"
408,440,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.3 ,"Yolo County, CA"
409,19286,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,399.4 ,"Los Angeles County, CA"
410,21023,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.6 ,"Los Angeles County, CA"
411,765,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.9 ,"Tulare County, CA"
412,775,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,355.2 ,"Tulare County, CA"
413,246,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.0 ,"Kings County, CA"
414,237,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.7 ,"Kings County, CA"
415,62,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,390.1 ,"Mariposa County, CA"
416,54,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,355.9 ,"Mariposa County, CA"
417,70,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,389.4 ,"Lassen County, CA"
