,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
206,111,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.7 ,0.2 ,"Coffee County, AL"
207,154,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,840.3 ",0.1 ,"Coffee County, AL"
208,15,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.6 ,-0.8 ,"Geneva County, AL"
209,155,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,388.5 ",-1.3 ,"Geneva County, AL"
210,70,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,235.7 ,-0.1 ,"Geneva County, AL"
211,101,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,972.1 ",-0.7 ,"Geneva County, AL"
212,10,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.5 ,1.5 ,"Washington County, AL"
213,82,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,235.4 ",-2.1 ,"Washington County, AL"
214,42,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.2 ,0.3 ,"Washington County, AL"
215,50,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,702.5 ",-3.1 ,"Washington County, AL"
216,17,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.1 ,0.4 ,"Pike County, AL"
217,141,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,359.2 ",0.6 ,"Pike County, AL"
218,68,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.9 ,0.6 ,"Pike County, AL"
219,89,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,883.3 ",0.4 ,"Pike County, AL"
220,139,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.0 ,0.2 ,"Shelby County, AL"
221,859,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,246.1 ",-1.0 ,"Shelby County, AL"
222,463,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.2 ,-0.6 ,"Shelby County, AL"
223,537,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,849.3 ",-1.0 ,"Shelby County, AL"
224,26,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.1 ,-1.1 ,"Chilton County, AL"
225,193,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,226.9 ",-0.6 ,"Chilton County, AL"
226,99,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,214.4 ,-0.8 ,"Chilton County, AL"
227,121,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,756.8 ",-0.5 ,"Chilton County, AL"
228,118,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.5 ,-0.2 ,"Tuscaloosa County, AL"
229,806,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,342.3 ",-1.0 ,"Tuscaloosa County, AL"
230,439,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.9 ,-1.7 ,"Tuscaloosa County, AL"
231,487,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,917.2 ",-1.1 ,"Tuscaloosa County, AL"
232,35,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.3 ,-0.4 ,"Russell County, AL"
233,231,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,244.4 ",-0.5 ,"Russell County, AL"
234,131,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,221.4 ,0.1 ,"Russell County, AL"
235,135,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,745.4 ",-0.9 ,"Russell County, AL"
236,42,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.1 ,1.0 ,"DeKalb County, AL"
237,306,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,174.7 ",-1.5 ,"DeKalb County, AL"
238,157,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,213.4 ,-4.6 ,"DeKalb County, AL"
239,193,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,654.8 ",-1.2 ,"DeKalb County, AL"
240,9,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.8 ,1.0 ,"Cleburne County, AL"
241,82,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,341.7 ",0.3 ,"Cleburne County, AL"
242,40,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.6 ,-3.0 ,"Cleburne County, AL"
243,51,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,806.0 ",-0.7 ,"Cleburne County, AL"
244,34,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.3 ,0.3 ,"Blount County, AL"
245,289,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,311.1 ",-0.3 ,"Blount County, AL"
246,137,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.2 ,0.4 ,"Blount County, AL"
247,186,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,866.5 ",-0.5 ,"Blount County, AL"
248,14,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.1 ,0.2 ,"Cherokee County, AL"
249,138,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,146.7 ",-0.8 ,"Cherokee County, AL"
250,63,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.8 ,0.1 ,"Cherokee County, AL"
251,89,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,577.7 ",-2.3 ,"Cherokee County, AL"
252,83,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.8 ,0.2 ,"Lee County, AL"
253,482,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,169.1 ",-0.6 ,"Lee County, AL"
254,269,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,190.0 ,-5.7 ,"Lee County, AL"
255,298,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,730.1 ",-0.4 ,"Lee County, AL"
256,19,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.9 ,-1.7 ,"Escambia County, AL"
257,195,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,382.4 ",-0.8 ,"Escambia County, AL"
258,99,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.0 ,0.1 ,"Escambia County, AL"
259,116,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,817.9 ",-1.7 ,"Escambia County, AL"
260,6,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.5 ,-1.0 ,"Hale County, AL"
261,72,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,161.8 ",-0.2 ,"Hale County, AL"
262,38,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.6 ,0.3 ,"Hale County, AL"
263,40,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,459.1 ",-1.2 ,"Hale County, AL"
264,11,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,71.5 ,-2.0 ,"Barbour County, AL"
265,141,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,390.0 ",0.3 ,"Barbour County, AL"
266,60,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,213.3 ,0.1 ,"Barbour County, AL"
267,92,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,966.4 ",-0.3 ,"Barbour County, AL"
268,99,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.9 ,0.6 ,"Yavapai County, AZ"
269,1605,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,219.2 ",-1.0 ,"Yavapai County, AZ"
270,531,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,206.5 ,-0.2 ,"Yavapai County, AZ"
271,1174,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,799.8 ",-1.1 ,"Yavapai County, AZ"
272,93,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.4 ,0.3 ,"Mohave County, AZ"
273,1471,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,260.6 ",-6.2 ,"Mohave County, AZ"
274,490,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,214.9 ,0.0 ,"Mohave County, AZ"
275,1075,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,828.2 ",-7.0 ,"Mohave County, AZ"
276,2514,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.0 ,-0.6 ,"Maricopa County, AZ"
277,15870,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,172.6 ",-1.2 ,"Maricopa County, AZ"
278,7885,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.2 ,-0.7 ,"Maricopa County, AZ"
279,10517,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,746.4 ",-1.6 ,"Maricopa County, AZ"
280,529,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.6 ,0.1 ,"Pima County, AZ"
281,4675,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,178.4 ",-0.8 ,"Pima County, AZ"
282,1971,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,199.7 ,-0.4 ,"Pima County, AZ"
283,3236,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,725.9 ",-0.9 ,"Pima County, AZ"
284,106,rising,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.8 ,1.5 ,"Yuma County, AZ"
285,815,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,098.4 ",-0.3 ,"Yuma County, AZ"
286,335,rising,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.3 ,4.2 ,"Yuma County, AZ"
287,586,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,556.2 ",-0.6 ,"Yuma County, AZ"
288,61,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.5 ,-0.5 ,"Cochise County, AZ"
289,631,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,160.4 ",-0.6 ,"Cochise County, AZ"
290,247,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.9 ,-0.1 ,"Cochise County, AZ"
291,445,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,697.2 ",-0.9 ,"Cochise County, AZ"
292,23,rising,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.6 ,20.0 ,"Santa Cruz County, AZ"
293,163,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,971.7 ,-0.8 ,"Santa Cruz County, AZ"
294,71,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,161.6 ,-0.5 ,"Santa Cruz County, AZ"
295,115,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,499.5 ",-0.8 ,"Santa Cruz County, AZ"
296,7,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.8 ,3.0 ,"La Paz County, AZ"
297,121,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,921.5 ,-1.0 ,"La Paz County, AZ"
298,32,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,183.9 ,1.1 ,"La Paz County, AZ"
299,96,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,225.5 ",-1.5 ,"La Paz County, AZ"
300,20,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.4 ,-0.7 ,"Graham County, AZ"
301,122,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,107.5 ",-1.4 ,"Graham County, AZ"
302,66,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,196.2 ,-0.3 ,"Graham County, AZ"
303,77,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,552.9 ",-2.1 ,"Graham County, AZ"
304,5,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.8 ,0.8 ,"Greenlee County, AZ"
305,32,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,183.4 ",-1.2 ,"Greenlee County, AZ"
306,16,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,182.4 ,0.0 ,"Greenlee County, AZ"
307,21,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,803.1 ",-2.1 ,"Greenlee County, AZ"
308,65,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.7 ,-0.8 ,"Coconino County, AZ"
309,418,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,086.5 ",-0.7 ,"Coconino County, AZ"
310,229,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,179.3 ,-0.7 ,"Coconino County, AZ"
311,254,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,617.8 ",-0.8 ,"Coconino County, AZ"
312,49,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.6 ,1.4 ,"Navajo County, AZ"
313,387,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,984.3 ,-1.0 ,"Navajo County, AZ"
314,178,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,170.7 ,0.0 ,"Navajo County, AZ"
315,258,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,453.3 ",-1.1 ,"Navajo County, AZ"
316,208,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.0 ,0.2 ,"Pinal County, AZ"
317,1718,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,056.2 ",-1.4 ,"Pinal County, AZ"
318,702,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,178.3 ,-0.9 ,"Pinal County, AZ"
319,1225,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,552.2 ",-1.3 ,"Pinal County, AZ"
320,20,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.3 ,-0.4 ,"Gila County, AZ"
321,282,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,971.1 ,-1.7 ,"Gila County, AZ"
322,93,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,168.8 ,-1.0 ,"Gila County, AZ"
323,209,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,428.4 ",-1.9 ,"Gila County, AZ"
324,31,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,78.6 ,-6.9 ,"Apache County, AZ"
325,181,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,776.7 ,-5.5 ,"Apache County, AZ"
326,102,stable,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,151.3 ,0.5 ,"Apache County, AZ"
327,111,falling,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,096.1 ",-10.7 ,"Apache County, AZ"
328,6,*,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,186.6 ,*,"Woodruff County, AR"
329,55,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,792.5 ",1.1 ,"Woodruff County, AR"
330,24,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,343.4 ,4.0 ,"Woodruff County, AR"
331,37,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,593.7 ",0.7 ,"Woodruff County, AR"
332,17,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,184.9 ,3.6 ,"Lawrence County, AR"
333,111,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,607.7 ",1.1 ,"Lawrence County, AR"
334,52,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,319.7 ,6.6 ,"Lawrence County, AR"
335,76,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,344.2 ",0.9 ,"Lawrence County, AR"
336,14,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,148.3 ,-12.1 ,"Randolph County, AR"
337,114,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,564.6 ",0.6 ,"Randolph County, AR"
338,52,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,292.9 ,1.5 ,"Randolph County, AR"
339,77,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,239.6 ",0.8 ,"Randolph County, AR"
340,14,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,142.6 ,3.6 ,"Cross County, AR"
341,98,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,514.9 ",0.9 ,"Cross County, AR"
342,46,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,274.5 ,2.9 ,"Cross County, AR"
343,66,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,215.5 ",0.2 ,"Cross County, AR"
344,11,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,134.8 ,3.9 ,"Clay County, AR"
345,104,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,585.0 ",1.5 ,"Clay County, AR"
346,44,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,284.9 ,3.2 ,"Clay County, AR"
347,72,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,266.0 ",0.7 ,"Clay County, AR"
348,5,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.3 ,-1.3 ,"Dallas County, AR"
349,48,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,415.2 ",0.3 ,"Dallas County, AR"
350,23,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,270.1 ,0.1 ,"Dallas County, AR"
351,31,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,959.2 ",0.0 ,"Dallas County, AR"
352,15,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.2 ,1.8 ,"Clark County, AR"
353,118,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,519.2 ",1.5 ,"Clark County, AR"
354,59,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,290.7 ,1.8 ,"Clark County, AR"
355,74,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,043.6 ",1.3 ,"Clark County, AR"
356,11,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.1 ,1.5 ,"Sharp County, AR"
357,130,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,495.3 ",0.6 ,"Sharp County, AR"
358,51,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,281.9 ,2.0 ,"Sharp County, AR"
359,90,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,051.5 ",5.7 ,"Sharp County, AR"
360,9,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.1 ,1.5 ,"Little River County, AR"
361,71,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,313.4 ",-0.6 ,"Little River County, AR"
362,36,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,267.8 ,1.9 ,"Little River County, AR"
363,43,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,734.5 ",-1.6 ,"Little River County, AR"
364,8,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.6 ,1.9 ,"Pike County, AR"
365,63,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,410.9 ",-0.3 ,"Pike County, AR"
366,30,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.3 ,1.4 ,"Pike County, AR"
367,41,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,969.1 ",1.8 ,"Pike County, AR"
368,50,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.7 ,1.9 ,"Jefferson County, AR"
369,418,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,597.2 ",5.9 ,"Jefferson County, AR"
370,225,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,297.0 ,1.5 ,"Jefferson County, AR"
371,243,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,145.9 ",0.4 ,"Jefferson County, AR"
372,5,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.6 ,0.0 ,"Searcy County, AR"
373,58,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,470.3 ",1.2 ,"Searcy County, AR"
374,26,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,289.2 ,1.9 ,"Searcy County, AR"
375,37,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,916.1 ",0.4 ,"Searcy County, AR"
376,10,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.5 ,3.1 ,"Van Buren County, AR"
377,133,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,546.5 ",0.9 ,"Van Buren County, AR"
378,49,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.6 ,2.4 ,"Van Buren County, AR"
