,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
246,587,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,989.7 ,"Mohave County, AZ"
247,5,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.8 ,"Gila County, AZ"
248,140,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,464.7 ,"Gila County, AZ"
249,30,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.8 ,"Gila County, AZ"
250,115,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,795.7 ,"Gila County, AZ"
251,17,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.5 ,"Yavapai County, AZ"
252,681,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,502.4 ,"Yavapai County, AZ"
253,139,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.1 ,"Yavapai County, AZ"
254,559,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,860.9 ,"Yavapai County, AZ"
255,11,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.5 ,"Cochise County, AZ"
256,287,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,513.9 ,"Cochise County, AZ"
257,62,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.4 ,"Cochise County, AZ"
258,236,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,897.7 ,"Cochise County, AZ"
259,9,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.5 ,"Navajo County, AZ"
260,171,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,439.6 ,"Navajo County, AZ"
261,51,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.0 ,"Navajo County, AZ"
262,129,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,738.6 ,"Navajo County, AZ"
263,86,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.0 ,"Pima County, AZ"
264,1874,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,455.1 ,"Pima County, AZ"
265,486,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.7 ,"Pima County, AZ"
266,1474,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,765.2 ,"Pima County, AZ"
267,3,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.8 ,"Graham County, AZ"
268,49,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,441.8 ,"Graham County, AZ"
269,15,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.5 ,"Graham County, AZ"
270,38,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,756.8 ,"Graham County, AZ"
271,376,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.7 ,"Maricopa County, AZ"
272,6162,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,447.2 ,"Maricopa County, AZ"
273,1807,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.8 ,"Maricopa County, AZ"
274,4730,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,767.7 ,"Maricopa County, AZ"
275,34,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Pinal County, AZ"
276,674,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,399.0 ,"Pinal County, AZ"
277,181,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.8 ,"Pinal County, AZ"
278,527,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,659.3 ,"Pinal County, AZ"
279,5,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.2 ,"Apache County, AZ"
280,91,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,397.2 ,"Apache County, AZ"
281,30,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.6 ,"Apache County, AZ"
282,66,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,663.6 ,"Apache County, AZ"
283,10,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.2 ,"Coconino County, AZ"
284,156,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,433.0 ,"Coconino County, AZ"
285,51,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,37.4 ,"Coconino County, AZ"
286,115,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,763.6 ,"Coconino County, AZ"
287,3,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.6 ,"Santa Cruz County, AZ"
288,63,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,379.0 ,"Santa Cruz County, AZ"
289,16,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,34.8 ,"Santa Cruz County, AZ"
290,50,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,660.8 ,"Santa Cruz County, AZ"
291,14,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.1 ,"Yuma County, AZ"
292,304,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,382.7 ,"Yuma County, AZ"
293,76,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.3 ,"Yuma County, AZ"
294,242,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,613.8 ,"Yuma County, AZ"
295,12,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,453.6 ,"Greenlee County, AZ"
296,3,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.1 ,"Greenlee County, AZ"
297,9,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,793.0 ,"Greenlee County, AZ"
298,60,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,450.6 ,"La Paz County, AZ"
299,15,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.7 ,"La Paz County, AZ"
300,47,Arizona,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,586.1 ,"La Paz County, AZ"
301,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,34.9 ,"Miller County, AR"
302,94,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,604.6 ,"Miller County, AR"
303,38,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.4 ,"Miller County, AR"
304,66,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,945.1 ,"Miller County, AR"
305,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.9 ,"Baxter County, AR"
306,151,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,596.8 ,"Baxter County, AR"
307,37,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.3 ,"Baxter County, AR"
308,121,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,947.4 ,"Baxter County, AR"
309,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.1 ,"Ouachita County, AR"
310,73,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,720.4 ,"Ouachita County, AR"
311,22,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.3 ,"Ouachita County, AR"
312,55,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,192.8 ","Ouachita County, AR"
313,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.4 ,"Johnson County, AR"
314,57,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,609.7 ,"Johnson County, AR"
315,21,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.9 ,"Johnson County, AR"
316,41,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,983.7 ,"Johnson County, AR"
317,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,28.1 ,"Union County, AR"
318,104,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,692.8 ,"Union County, AR"
319,36,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.0 ,"Union County, AR"
320,74,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,102.1 ","Union County, AR"
321,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.7 ,"Crittenden County, AR"
322,106,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,716.6 ,"Crittenden County, AR"
323,41,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.0 ,"Crittenden County, AR"
324,73,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,158.9 ","Crittenden County, AR"
325,6,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.8 ,"Mississippi County, AR"
326,95,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,678.7 ,"Mississippi County, AR"
327,40,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,90.0 ,"Mississippi County, AR"
328,61,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,015.0 ","Mississippi County, AR"
329,3,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.7 ,"Poinsett County, AR"
330,68,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,741.4 ,"Poinsett County, AR"
331,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.0 ,"Poinsett County, AR"
332,47,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,148.6 ","Poinsett County, AR"
333,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.8 ,"Sebastian County, AR"
334,235,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,540.7 ,"Sebastian County, AR"
335,82,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.8 ,"Sebastian County, AR"
336,170,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,892.8 ,"Sebastian County, AR"
337,13,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.6 ,"Craighead County, AR"
338,175,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.2 ,"Craighead County, AR"
339,56,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.3 ,"Craighead County, AR"
340,131,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,938.4 ,"Craighead County, AR"
341,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 ,"Boone County, AR"
342,91,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,568.7 ,"Boone County, AR"
343,24,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.9 ,"Boone County, AR"
344,71,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,958.2 ,"Boone County, AR"
345,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.0 ,"Crawford County, AR"
346,131,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,591.6 ,"Crawford County, AR"
347,45,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.6 ,"Crawford County, AR"
348,94,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,961.6 ,"Crawford County, AR"
349,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.9 ,"Independence County, AR"
350,75,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,530.9 ,"Independence County, AR"
351,23,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.2 ,"Independence County, AR"
352,56,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,879.2 ,"Independence County, AR"
353,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.0 ,"Hot Spring County, AR"
354,79,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,595.8 ,"Hot Spring County, AR"
355,26,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.6 ,"Hot Spring County, AR"
356,57,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,951.0 ,"Hot Spring County, AR"
357,8,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.4 ,"Jefferson County, AR"
358,168,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,662.2 ,"Jefferson County, AR"
359,60,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.0 ,"Jefferson County, AR"
360,115,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,048.9 ","Jefferson County, AR"
361,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 ,"Lonoke County, AR"
362,135,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,637.2 ,"Lonoke County, AR"
363,46,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.3 ,"Lonoke County, AR"
364,97,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,074.8 ","Lonoke County, AR"
365,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.0 ,"Garland County, AR"
366,259,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,554.2 ,"Garland County, AR"
367,69,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.5 ,"Garland County, AR"
368,199,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,884.1 ,"Garland County, AR"
369,40,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 ,"Pulaski County, AR"
370,692,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,537.7 ,"Pulaski County, AR"
371,223,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.9 ,"Pulaski County, AR"
372,509,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,906.4 ,"Pulaski County, AR"
373,12,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.2 ,"Saline County, AR"
374,236,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,548.2 ,"Saline County, AR"
375,72,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.4 ,"Saline County, AR"
376,176,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,901.4 ,"Saline County, AR"
377,7,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.8 ,"White County, AR"
378,162,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,602.9 ,"White County, AR"
379,53,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.7 ,"White County, AR"
380,116,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,968.9 ,"White County, AR"
381,4,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.4 ,"Greene County, AR"
382,97,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,631.9 ,"Greene County, AR"
383,31,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.8 ,"Greene County, AR"
384,70,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,015.6 ","Greene County, AR"
385,5,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.4 ,"Pope County, AR"
386,121,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,567.4 ,"Pope County, AR"
387,33,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.2 ,"Pope County, AR"
388,92,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,976.1 ,"Pope County, AR"
389,25,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.4 ,"Benton County, AR"
390,388,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,511.4 ,"Benton County, AR"
391,117,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.6 ,"Benton County, AR"
392,297,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,885.3 ,"Benton County, AR"
393,10,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 ,"Faulkner County, AR"
394,185,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.9 ,"Faulkner County, AR"
395,61,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.3 ,"Faulkner County, AR"
396,134,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,939.7 ,"Faulkner County, AR"
397,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.4 ,"Washington County, AR"
398,302,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,517.1 ,"Washington County, AR"
399,95,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.2 ,"Washington County, AR"
400,225,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,889.4 ,"Washington County, AR"
401,27,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,799.8 ,"Monroe County, AR"
402,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,112.3 ,"Monroe County, AR"
403,19,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,197.8 ","Monroe County, AR"
404,52,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,790.6 ,"Clay County, AR"
405,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.8 ,"Clay County, AR"
406,39,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,236.7 ","Clay County, AR"
407,52,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,747.6 ,"Lawrence County, AR"
408,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.3 ,"Lawrence County, AR"
409,37,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,143.1 ","Lawrence County, AR"
410,47,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,741.7 ,"Cross County, AR"
411,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,94.3 ,"Cross County, AR"
412,33,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,127.3 ","Cross County, AR"
413,17,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,733.8 ,"Calhoun County, AR"
414,5,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,85.7 ,"Calhoun County, AR"
415,13,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,215.4 ","Calhoun County, AR"
416,53,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,714.7 ,"Randolph County, AR"
417,15,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.4 ,"Randolph County, AR"
418,40,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,136.9 ","Randolph County, AR"
419,34,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,708.9 ,"Chicot County, AR"
420,9,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.8 ,"Chicot County, AR"
421,26,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,217.1 ","Chicot County, AR"
422,62,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,693.7 ,"Sharp County, AR"
423,16,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.4 ,"Sharp County, AR"
424,47,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,083.1 ","Sharp County, AR"
425,58,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,692.8 ,"Ashley County, AR"
426,19,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.4 ,"Ashley County, AR"
427,42,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,081.2 ","Ashley County, AR"
428,50,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,689.5 ,"Arkansas County, AR"
429,18,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,86.2 ,"Arkansas County, AR"
430,34,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,036.3 ","Arkansas County, AR"
431,21,Arkansas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,688.9 ,"Woodruff County, AR"
