County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Chilton County,***,"174.5 (158.0, 192.4)","32 (6, 61)",86,stable,"-0.7 (-1.3, 0.0)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Lowndes County,***,"173.9 (122.1, 246.8)","33 (1, 67)",8,stable,"-0.2 (-1.8, 1.5)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Randolph County,***,"173.5 (151.2, 198.7)","34 (4, 63)",48,stable,"-0.4 (-1.1, 0.4)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Dale County,***,"173.5 (157.4, 191.0)","35 (7, 61)",87,falling,"-0.9 (-1.2, -0.5)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Cullman County,***,"173.4 (162.2, 185.3)","36 (12, 56)",186,falling,"-0.7 (-1.0, -0.4)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Tallapoosa County,***,"173.1 (155.9, 192.1)","37 (7, 62)",82,stable,"-0.4 (-1.1, 0.3)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Morgan County,***,"172.4 (162.5, 182.9)","38 (15, 55)",235,falling,"-0.4 (-0.7, -0.1)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Coffee County,***,"172.4 (156.6, 189.6)","39 (9, 61)",90,falling,"-0.9 (-1.4, -0.4)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Elmore County,***,"170.8 (157.8, 184.7)","40 (12, 59)",134,falling,"-1.0 (-1.4, -0.7)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Sumter County,***,"170.1 (111.6, 251.0)","41 (1, 67)",8,stable,"-0.7 (-2.1, 0.7)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Lee County,***,"169.9 (158.9, 181.5)","42 (15, 59)",184,falling,"-0.7 (-1.1, -0.4)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Monroe County,***,"168.8 (142.9, 198.8)","43 (3, 66)",33,falling,"-0.9 (-1.6, -0.2)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Washington County,***,"168.5 (141.0, 200.5)","44 (2, 67)",28,stable,"-0.9 (-1.8, 0.0)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Coosa County,***,"167.7 (135.4, 207.3)","45 (1, 67)",21,stable,"-0.5 (-1.4, 0.4)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
DeKalb County,***,"167.3 (154.9, 180.5)","46 (18, 61)",142,stable,"1.3 (-1.2, 4.0)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Cherokee County,***,"167.2 (149.0, 187.4)","47 (8, 64)",66,stable,"-0.5 (-1.1, 0.1)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Jefferson County,***,"165.6 (160.4, 170.9)","48 (31, 55)",809,falling,"-1.2 (-1.5, -1.0)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Winston County,***,"163.5 (144.9, 184.2)","49 (11, 65)",59,falling,"-1.0 (-1.6, -0.5)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Autauga County,***,"161.1 (146.1, 177.3)","50 (18, 64)",87,falling,"-1.7 (-2.3, -1.0)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Wilcox County,***,"160.8 (118.5, 220.9)","51 (1, 67)",10,stable,"-0.4 (-1.4, 0.5)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Montgomery County,***,"160.1 (150.3, 170.4)","52 (30, 63)",215,falling,"-1.3 (-1.6, -1.0)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Houston County,***,"159.0 (148.2, 170.5)","53 (30, 64)",169,stable,"-8.3 (-16.6, 0.9)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Madison County,***,"158.2 (152.0, 164.5)","54 (39, 62)",518,falling,"-1.5 (-1.9, -1.1)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Lauderdale County,***,"158.1 (147.9, 168.8)","55 (32, 64)",191,falling,"-2.9 (-5.1, -0.7)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Baldwin County,***,"157.3 (150.7, 164.3)","56 (40, 62)",441,falling,"-1.1 (-1.4, -0.9)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Bullock County,***,"156.0 (107.2, 231.2)","57 (1, 67)",7,stable,"-0.2 (-1.7, 1.3)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Greene County,***,"152.9 (101.3, 245.9)","58 (1, 67)",6,stable,"-0.5 (-2.3, 1.3)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Tuscaloosa County,***,"151.3 (142.5, 160.5)","59 (43, 65)",231,falling,"-2.5 (-3.4, -1.6)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Butler County,***,"149.4 (124.1, 179.4)","60 (10, 67)",27,falling,"-1.0 (-1.8, -0.3)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Limestone County,***,"148.3 (137.4, 159.9)","61 (42, 66)",143,falling,"-2.4 (-3.6, -1.3)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Cleburne County,***,"147.5 (124.5, 174.1)","62 (18, 67)",30,falling,"-1.2 (-2.1, -0.2)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Clarke County,***,"145.8 (124.0, 171.3)","63 (20, 67)",33,falling,"-1.2 (-2.0, -0.5)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Hale County,***,"142.4 (109.5, 183.8)","64 (8, 67)",14,stable,"-1.1 (-2.5, 0.2)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Choctaw County,***,"142.3 (114.4, 176.6)","65 (13, 67)",19,falling,"-1.9 (-3.1, -0.7)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Pickens County,***,"138.8 (115.5, 166.4)","66 (26, 67)",26,falling,"-4.0 (-5.7, -2.3)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Shelby County,***,"130.5 (123.6, 137.7)","67 (60, 67)",282,falling,"-1.4 (-1.8, -0.9)",Alabama,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Alabama,***,"185.1 (181.6, 188.5)",,2401,falling,"-2.2 (-2.5, -1.9)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
United States,***,"173.6 (173.0, 174.1)",,70703,falling,"-2.1 (-2.2, -2.1)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Covington County,***,"286.6 (223.7, 361.7)","1 (1, 31)",15,stable,"-0.2 (-1.4, 0.9)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Walker County,***,"281.1 (206.2, 373.3)","2 (1, 50)",10,stable,"0.4 (-1.1, 1.8)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Fayette County,***,"274.6 (186.1, 392.0)","3 (1, 55)",7,stable,"-0.3 (-1.8, 1.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Marshall County,***,"244.4 (141.1, 387.5)","4 (1, 59)",4,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Wilcox County,***,"238.0 (193.2, 290.3)","5 (1, 45)",21,stable,"0.2 (-0.8, 1.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Tallapoosa County,***,"235.9 (198.2, 278.8)","6 (1, 41)",29,falling,"-1.0 (-1.8, -0.1)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Bullock County,***,"235.0 (189.2, 288.8)","7 (1, 49)",19,stable,"-0.3 (-1.3, 0.8)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Clarke County,***,"227.2 (190.3, 269.4)","8 (1, 44)",28,stable,"-0.9 (-1.9, 0.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Washington County,***,"222.4 (164.9, 294.6)","9 (1, 58)",11,stable,"-0.4 (-1.6, 0.9)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Elmore County,***,"216.5 (178.1, 260.1)","10 (2, 51)",26,stable,"-1.0 (-1.9, 0.0)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Lowndes County,***,"216.1 (173.6, 266.3)","11 (1, 52)",19,stable,"-0.6 (-1.5, 0.4)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Baldwin County,***,"213.5 (182.9, 247.6)","12 (2, 46)",38,falling,"-1.0 (-1.8, -0.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Macon County,***,"210.2 (181.8, 242.3)","13 (3, 46)",43,falling,"-1.1 (-1.7, -0.5)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Pike County,***,"209.8 (171.9, 253.4)","14 (2, 52)",23,falling,"-1.3 (-2.0, -0.6)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Lee County,***,"205.0 (180.8, 231.4)","15 (5, 47)",60,falling,"-12.8 (-18.9, -6.4)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Russell County,***,"204.2 (178.6, 232.3)","16 (4, 47)",50,falling,"-1.0 (-1.7, -0.4)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Marengo County,***,"202.5 (166.9, 243.6)","17 (3, 54)",24,stable,"-0.8 (-1.7, 0.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Sumter County,***,"202.2 (164.5, 246.4)","18 (3, 54)",22,stable,"-0.5 (-1.5, 0.5)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Morgan County,***,"202.2 (166.7, 242.5)","19 (3, 53)",26,falling,"-1.7 (-2.7, -0.8)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Lamar County,***,"201.9 (120.7, 320.5)","20 (1, 59)",4,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Dallas County,***,"201.4 (178.5, 226.5)","21 (6, 47)",60,falling,"-1.4 (-1.9, -0.9)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Lauderdale County,***,"191.8 (153.4, 236.9)","22 (4, 58)",18,falling,"-1.4 (-2.4, -0.5)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Clay County,***,"191.6 (120.2, 292.4)","23 (1, 59)",5,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Calhoun County,***,"191.1 (165.6, 219.3)","24 (7, 52)",44,falling,"-1.9 (-2.6, -1.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Mobile County,***,"191.0 (180.9, 201.5)","25 (14, 43)",287,falling,"-3.0 (-4.4, -1.6)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Talladega County,***,"190.6 (166.1, 217.5)","26 (7, 52)",49,falling,"-1.3 (-1.9, -0.7)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Bibb County,***,"190.5 (134.2, 261.9)","27 (2, 59)",8,stable,"-0.8 (-2.2, 0.6)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Conecuh County,***,"189.1 (145.8, 242.0)","28 (3, 58)",14,falling,"-1.4 (-2.5, -0.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Dale County,***,"187.4 (147.5, 234.4)","29 (3, 58)",17,falling,"-1.4 (-2.4, -0.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Jefferson County,***,"185.6 (178.4, 193.1)","30 (20, 43)",545,falling,"-2.3 (-2.7, -1.8)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Chilton County,***,"185.4 (132.9, 251.7)","31 (2, 59)",9,stable,"-0.6 (-1.8, 0.7)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Henry County,***,"185.3 (138.8, 243.6)","32 (3, 59)",11,stable,"-1.2 (-2.3, 0.0)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Etowah County,***,"185.2 (156.0, 218.3)","33 (6, 56)",32,falling,"-1.5 (-2.2, -0.9)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Houston County,***,"185.2 (162.0, 210.6)","34 (10, 53)",49,falling,"-1.5 (-2.1, -0.8)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Montgomery County,***,"183.8 (172.5, 195.5)","35 (18, 47)",216,falling,"-1.7 (-2.0, -1.4)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Monroe County,***,"181.6 (146.7, 222.9)","36 (6, 58)",20,falling,"-1.3 (-2.5, -0.1)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Butler County,***,"181.5 (145.6, 223.9)","37 (5, 58)",18,stable,"-0.6 (-1.6, 0.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Lawrence County,***,"181.1 (133.7, 242.3)","38 (3, 59)",10,stable,"-0.8 (-2.3, 0.7)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Tuscaloosa County,***,"178.9 (162.3, 196.6)","39 (16, 52)",95,falling,"-1.4 (-1.9, -1.0)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Jackson County,***,"177.8 (108.1, 277.1)","40 (1, 59)",4,stable,"-1.2 (-2.8, 0.4)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Escambia County,***,"177.3 (144.9, 214.7)","41 (7, 59)",22,falling,"-2.2 (-3.0, -1.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Barbour County,***,"176.1 (144.9, 212.1)","42 (8, 58)",23,falling,"-1.6 (-2.5, -0.6)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Crenshaw County,***,"175.2 (120.7, 247.0)","43 (2, 59)",7,stable,"-1.0 (-2.9, 0.9)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Colbert County,***,"175.1 (141.8, 214.5)","44 (7, 59)",20,falling,"-1.6 (-2.7, -0.5)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Perry County,***,"173.5 (133.1, 222.8)","45 (5, 59)",13,falling,"-5.1 (-9.7, -0.4)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Hale County,***,"173.0 (138.5, 213.8)","46 (7, 59)",18,falling,"-1.3 (-2.3, -0.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Autauga County,***,"172.2 (136.8, 213.7)","47 (8, 59)",18,falling,"-2.2 (-3.2, -1.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Chambers County,***,"169.7 (141.4, 202.2)","48 (11, 59)",27,falling,"-1.1 (-2.0, -0.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Geneva County,***,"169.6 (109.3, 252.4)","49 (2, 59)",5,stable,"-1.6 (-3.4, 0.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Randolph County,***,"160.7 (114.3, 219.9)","50 (6, 59)",8,falling,"-1.3 (-2.4, -0.1)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Coosa County,***,"157.6 (108.8, 223.1)","51 (4, 59)",7,falling,"-2.8 (-4.0, -1.6)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Pickens County,***,"157.2 (123.6, 197.6)","52 (13, 59)",16,falling,"-1.5 (-2.8, -0.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Choctaw County,***,"154.5 (116.9, 201.9)","53 (10, 59)",13,falling,"-2.3 (-3.4, -1.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Coffee County,***,"150.6 (116.9, 191.0)","54 (16, 59)",15,falling,"-5.2 (-7.1, -3.2)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Greene County,***,"149.2 (114.8, 191.5)","55 (15, 59)",14,falling,"-1.8 (-2.9, -0.8)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Limestone County,***,"149.1 (119.8, 183.5)","56 (19, 59)",20,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Madison County,***,"148.3 (135.6, 161.7)","57 (41, 59)",114,falling,"-4.1 (-5.9, -2.3)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
St. Clair County,***,"137.0 (100.9, 181.9)","58 (20, 59)",11,falling,"-2.4 (-3.9, -1.0)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Shelby County,***,"135.6 (109.1, 165.8)","59 (32, 59)",23,falling,"-2.0 (-3.4, -0.7)",Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Blount County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Cherokee County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Cleburne County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Cullman County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
DeKalb County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Franklin County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Marion County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Winston County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,,
Alabama,***,"58.3 (47.4, 71.0)",,22,stable,"-1.6 (-3.4, 0.3)",Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
United States,***,"101.2 (99.6, 102.8)",,3457,falling,"-2.1 (-2.5, -1.8)",Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Washington County,***,"257.3 (146.3, 420.6)",,3,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Mobile County,***,"116.6 (69.7, 182.1)",,5,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Autauga County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Baldwin County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Barbour County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Bibb County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Blount County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Bullock County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Butler County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Calhoun County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Chambers County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Cherokee County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Chilton County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Choctaw County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Clarke County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Clay County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Cleburne County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Coffee County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Colbert County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Conecuh County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Coosa County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Covington County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Crenshaw County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Cullman County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Dale County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Dallas County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
DeKalb County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Elmore County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Escambia County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Etowah County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Fayette County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Franklin County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Geneva County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Greene County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Hale County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Henry County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Houston County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Jackson County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Jefferson County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Lamar County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Lauderdale County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
Lawrence County,***,*,*,3 or fewer,*,*,Alabama,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,,
