County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Clay County,***,"75.3 (57.0, 98.5)","18 (1, 64)",12,stable,"0.4 (-1.1, 2.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lawrence County,***,"73.1 (61.2, 86.9)","19 (2, 57)",29,stable,"-0.5 (-1.2, 0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Washington County,***,"71.7 (55.1, 92.3)","20 (1, 65)",14,stable,"-1.0 (-2.4, 0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Barbour County,***,"70.9 (57.5, 86.7)","21 (2, 61)",21,stable,"1.1 (-1.5, 3.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tallapoosa County,***,"70.1 (59.0, 82.8)","22 (3, 58)",34,stable,"-0.4 (-1.2, 0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hale County,***,"70.1 (52.1, 92.7)","23 (1, 66)",12,stable,"-1.4 (-2.8, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Colbert County,***,"69.9 (60.6, 80.3)","24 (5, 54)",45,falling,"-1.1 (-1.8, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Russell County,***,"69.3 (60.3, 79.5)","25 (5, 54)",44,falling,"-1.7 (-2.3, -1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Randolph County,***,"69.2 (54.5, 86.9)","26 (2, 65)",18,stable,"-0.8 (-2.1, 0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mobile County,***,"69.1 (65.5, 72.7)","27 (14, 38)",313,falling,"-1.2 (-1.4, -0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bibb County,***,"68.4 (54.1, 85.8)","28 (1, 64)",16,falling,"-1.4 (-2.3, -0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chambers County,***,"66.0 (54.5, 79.5)","29 (5, 64)",26,falling,"-1.3 (-2.0, -0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Talladega County,***,"66.0 (58.5, 74.1)","30 (11, 56)",63,falling,"-0.9 (-1.4, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Etowah County,***,"65.5 (58.9, 72.8)","31 (13, 55)",77,falling,"-1.0 (-1.4, -0.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Calhoun County,***,"65.0 (58.7, 71.9)","32 (14, 54)",85,falling,"-1.2 (-1.8, -0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Geneva County,***,"64.4 (52.1, 79.1)","33 (4, 65)",21,stable,"-0.6 (-1.7, 0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marion County,***,"64.4 (52.3, 78.6)","34 (5, 65)",22,stable,"-0.8 (-1.6, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cherokee County,***,"64.2 (51.6, 79.4)","35 (5, 66)",20,falling,"-15.9 (-25.5, -5.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Blount County,***,"63.8 (55.2, 73.5)","36 (11, 63)",42,stable,"-0.7 (-1.3, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Coosa County,***,"63.7 (44.3, 89.9)","37 (1, 67)",9,stable,"-0.7 (-2.0, 0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cullman County,***,"62.5 (55.2, 70.6)","38 (16, 62)",58,falling,"-1.1 (-1.6, -0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Franklin County,***,"62.3 (50.5, 76.3)","39 (7, 66)",20,falling,"-1.8 (-2.7, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Butler County,***,"61.6 (47.0, 79.7)","40 (4, 66)",14,stable,"-1.2 (-2.4, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marshall County,***,"61.5 (54.7, 69.0)","41 (18, 61)",63,falling,"-1.1 (-1.7, -0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
St. Clair County,***,"61.3 (54.4, 68.8)","42 (17, 62)",62,falling,"-1.9 (-2.5, -1.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cleburne County,***,"60.8 (45.4, 80.6)","43 (3, 67)",11,stable,"-0.5 (-2.1, 1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Choctaw County,***,"60.6 (44.2, 82.0)","44 (3, 67)",10,falling,"-1.7 (-2.9, -0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clarke County,***,"60.1 (47.4, 75.4)","45 (9, 66)",17,falling,"-1.7 (-2.7, -0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Greene County,***,"59.9 (39.0, 89.5)","46 (1, 67)",6,stable,"-1.6 (-3.1, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Winston County,***,"59.9 (47.4, 75.1)","47 (8, 66)",17,falling,"-1.2 (-2.2, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chilton County,***,"59.1 (49.6, 70.1)","48 (14, 66)",29,stable,"-0.8 (-1.7, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jefferson County,***,"58.6 (56.1, 61.3)","49 (34, 57)",428,stable,"-5.9 (-11.5, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Morgan County,***,"58.6 (52.7, 64.9)","50 (25, 63)",79,falling,"-0.8 (-1.3, -0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Houston County,***,"58.5 (52.2, 65.4)","51 (23, 64)",67,falling,"-1.4 (-2.0, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Montgomery County,***,"57.6 (53.3, 62.3)","52 (32, 62)",138,falling,"-2.0 (-2.3, -1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Coffee County,***,"57.3 (48.7, 67.2)","53 (19, 66)",33,falling,"-1.5 (-2.2, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Dale County,***,"56.9 (48.2, 66.8)","54 (21, 66)",32,falling,"-1.7 (-2.3, -1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Monroe County,***,"56.2 (42.8, 72.9)","55 (10, 67)",14,falling,"-1.1 (-2.2, -0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Autauga County,***,"56.2 (47.8, 65.6)","56 (21, 66)",34,falling,"-2.1 (-2.9, -1.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
DeKalb County,***,"55.7 (48.3, 64.0)","57 (25, 66)",43,falling,"-1.2 (-1.8, -0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lauderdale County,***,"55.4 (48.9, 62.7)","58 (28, 66)",57,falling,"-1.2 (-1.7, -0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Elmore County,***,"54.7 (47.9, 62.3)","59 (29, 66)",49,falling,"-2.0 (-2.8, -1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lee County,***,"53.9 (48.6, 59.5)","60 (36, 66)",81,falling,"-1.4 (-2.0, -0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tuscaloosa County,***,"52.4 (47.9, 57.3)","61 (43, 66)",105,falling,"-1.8 (-2.3, -1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Limestone County,***,"51.2 (45.3, 57.7)","62 (42, 66)",57,stable,"-1.2 (-2.9, 0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Baldwin County,***,"50.9 (46.9, 55.3)","63 (47, 66)",128,falling,"-1.4 (-1.8, -0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pickens County,***,"50.3 (38.2, 65.6)","64 (21, 67)",13,falling,"-4.9 (-7.6, -2.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Madison County,***,"48.1 (45.0, 51.3)","65 (56, 66)",198,falling,"-1.7 (-2.0, -1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bullock County,***,"43.2 (26.8, 66.4)","66 (15, 67)",5,falling,"-2.1 (-3.9, -0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Shelby County,***,"38.6 (35.1, 42.4)","67 (64, 67)",93,falling,"-2.0 (-2.6, -1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Alabama,***,"930.6 (920.9, 940.4)",,7162,falling,"-1.7 (-1.9, -1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
United States,***,"871.8 (870.7, 873.0)",,427355,falling,"-2.1 (-2.4, -1.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Bullock County,***,"1,338.4 (1,096.0, 1,618.6)","1 (1, 29)",22,stable,"0.7 (-0.5, 1.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Walker County,***,"1,159.0 (1,071.2, 1,252.0)","2 (1, 13)",133,stable,"-0.1 (-0.4, 0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Russell County,***,"1,119.9 (1,014.6, 1,233.1)","3 (1, 31)",85,stable,"-0.4 (-0.9, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Crenshaw County,***,"1,077.9 (900.1, 1,280.4)","4 (1, 62)",27,stable,"0.2 (-0.6, 1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wilcox County,***,"1,064.5 (868.1, 1,292.0)","5 (1, 63)",21,stable,"0.0 (-0.9, 0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Chambers County,***,"1,031.8 (921.0, 1,152.2)","6 (2, 55)",64,stable,"-0.5 (-1.0, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Macon County,***,"1,018.3 (871.8, 1,182.4)","7 (1, 63)",35,stable,"-0.7 (-1.5, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Geneva County,***,"1,017.6 (896.5, 1,150.5)","8 (1, 59)",52,stable,"-0.4 (-1.1, 0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Dallas County,***,"1,014.6 (907.5, 1,131.0)","9 (2, 56)",67,falling,"-1.0 (-1.4, -0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Talladega County,***,"1,006.5 (930.8, 1,086.7)","10 (3, 49)",135,falling,"-0.8 (-1.2, -0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lee County,***,"1,003.8 (935.9, 1,075.1)","11 (4, 46)",169,falling,"-0.6 (-1.1, -0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lowndes County,***,"1,002.7 (806.4, 1,232.4)","12 (1, 66)",18,stable,"-0.4 (-1.3, 0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Elmore County,***,"1,001.0 (918.4, 1,089.0)","13 (3, 53)",112,falling,"-0.7 (-1.0, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Blount County,***,"1,000.5 (913.8, 1,093.1)","14 (3, 53)",100,falling,"-1.0 (-1.4, -0.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marion County,***,"991.3 (883.4, 1,108.7)","15 (2, 60)",62,stable,"-0.2 (-0.9, 0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Escambia County,***,"988.4 (881.2, 1,105.1)","16 (2, 60)",62,falling,"-1.3 (-1.7, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tallapoosa County,***,"987.7 (891.3, 1,091.7)","17 (3, 56)",79,stable,"-0.6 (-1.2, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jackson County,***,"986.9 (899.4, 1,080.7)","18 (3, 56)",96,falling,"-0.8 (-1.3, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Fayette County,***,"984.1 (836.9, 1,149.5)","19 (1, 65)",32,stable,"-0.3 (-1.1, 0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Etowah County,***,"980.3 (916.6, 1,047.3)","20 (5, 50)",180,falling,"-1.1 (-1.5, -0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
St. Clair County,***,"978.9 (903.5, 1,058.7)","21 (4, 55)",130,falling,"-0.7 (-1.2, -0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Calhoun County,***,"976.9 (914.1, 1,042.8)","22 (5, 51)",184,falling,"-1.7 (-2.2, -1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Covington County,***,"976.3 (879.3, 1,081.1)","23 (2, 59)",74,stable,"-0.6 (-1.2, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Clarke County,***,"975.4 (851.7, 1,112.1)","24 (2, 63)",45,falling,"-0.8 (-1.6, -0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Bibb County,***,"975.3 (833.0, 1,135.0)","25 (1, 65)",34,stable,"-0.5 (-1.2, 0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Monroe County,***,"974.1 (843.0, 1,119.9)","26 (2, 65)",40,falling,"-0.9 (-1.7, -0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Washington County,***,"967.0 (812.4, 1,142.4)","27 (2, 66)",28,stable,"-0.5 (-1.5, 0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Dale County,***,"963.3 (867.9, 1,066.2)","28 (4, 60)",75,falling,"-0.7 (-1.2, -0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marengo County,***,"963.0 (824.4, 1,118.2)","29 (2, 65)",35,falling,"-1.0 (-1.7, -0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Barbour County,***,"955.4 (830.5, 1,093.9)","30 (2, 65)",43,falling,"-1.0 (-1.9, -0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Chilton County,***,"953.9 (852.4, 1,064.2)","31 (4, 62)",66,falling,"-0.7 (-1.3, -0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jefferson County,***,"952.9 (925.4, 981.0)","32 (15, 44)",939,falling,"-1.3 (-1.6, -1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lawrence County,***,"951.6 (841.0, 1,072.8)","33 (3, 62)",55,stable,"-0.7 (-1.5, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Morgan County,***,"948.0 (887.4, 1,011.8)","34 (8, 57)",184,falling,"-0.5 (-0.9, -0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Franklin County,***,"944.1 (827.2, 1,072.9)","35 (3, 64)",47,stable,"-0.6 (-1.3, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lamar County,***,"936.3 (786.9, 1,105.9)","36 (2, 67)",28,falling,"-1.6 (-2.5, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Montgomery County,***,"935.4 (888.0, 984.7)","37 (14, 55)",298,falling,"-1.8 (-2.2, -1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Clay County,***,"929.7 (772.7, 1,109.2)","38 (2, 67)",25,stable,"-0.8 (-1.7, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Colbert County,***,"928.7 (847.2, 1,016.0)","39 (6, 62)",96,falling,"-0.8 (-1.2, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Mobile County,***,"928.3 (894.4, 963.2)","40 (18, 52)",578,falling,"-2.0 (-2.4, -1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marshall County,***,"919.1 (852.5, 989.6)","41 (11, 61)",143,falling,"-1.8 (-2.6, -1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cullman County,***,"910.9 (841.6, 984.3)","42 (12, 62)",131,falling,"-0.6 (-1.0, -0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Conecuh County,***,"909.9 (754.8, 1,087.5)","43 (2, 67)",24,falling,"-1.6 (-2.4, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Sumter County,***,"907.8 (733.2, 1,110.9)","44 (2, 67)",19,stable,"-0.5 (-1.5, 0.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
DeKalb County,***,"906.0 (829.1, 988.2)","45 (11, 64)",105,stable,"2.6 (-0.4, 5.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Baldwin County,***,"900.1 (858.4, 943.4)","46 (25, 59)",358,falling,"-1.1 (-1.4, -0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pike County,***,"899.4 (781.9, 1,029.5)","47 (4, 66)",43,falling,"-1.3 (-1.8, -0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Henry County,***,"898.3 (764.1, 1,049.3)","48 (4, 67)",33,stable,"-0.5 (-1.3, 0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Coffee County,***,"895.5 (805.9, 992.3)","49 (8, 64)",74,falling,"-1.0 (-1.5, -0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Autauga County,***,"889.0 (798.6, 986.8)","50 (9, 65)",72,falling,"-1.7 (-2.5, -0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cherokee County,***,"883.1 (774.8, 1,002.4)","51 (6, 66)",49,stable,"-0.6 (-1.3, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Madison County,***,"877.3 (841.1, 914.7)","52 (34, 61)",447,falling,"-1.5 (-1.9, -1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lauderdale County,***,"877.0 (815.7, 941.6)","53 (23, 63)",153,falling,"-2.9 (-4.7, -1.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Houston County,***,"876.1 (814.7, 940.9)","54 (21, 63)",153,falling,"-2.3 (-3.3, -1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tuscaloosa County,***,"873.8 (822.4, 927.6)","55 (27, 62)",223,falling,"-2.3 (-2.9, -1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Randolph County,***,"866.6 (748.5, 998.2)","56 (7, 67)",39,stable,"-0.5 (-1.3, 0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Winston County,***,"853.3 (741.1, 977.8)","57 (10, 67)",42,falling,"-1.2 (-1.9, -0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Coosa County,***,"850.8 (690.0, 1,037.8)","58 (3, 67)",20,falling,"-1.3 (-2.3, -0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Butler County,***,"838.5 (712.6, 980.1)","59 (8, 67)",32,stable,"-0.6 (-1.3, 0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Perry County,***,"837.5 (657.2, 1,051.8)","60 (3, 67)",15,stable,"-0.1 (-1.3, 1.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Limestone County,***,"808.9 (741.3, 881.1)","61 (39, 67)",109,falling,"-2.8 (-4.4, -1.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pickens County,***,"797.7 (673.0, 938.9)","62 (14, 67)",29,falling,"-1.2 (-2.1, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Greene County,***,"788.7 (609.6, 1,003.8)","63 (4, 67)",14,falling,"-1.5 (-2.6, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hale County,***,"778.6 (636.3, 943.3)","64 (13, 67)",21,stable,"-1.1 (-2.3, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Choctaw County,***,"750.7 (614.6, 907.9)","65 (18, 67)",21,falling,"-2.8 (-3.5, -2.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Shelby County,***,"748.0 (703.5, 794.5)","66 (57, 67)",218,falling,"-1.3 (-1.9, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cleburne County,***,"736.0 (599.9, 894.0)","67 (25, 67)",21,falling,"-1.7 (-2.7, -0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
,***,"13.0 (11.5, 14.6)","48 (21, 51)",59,falling,"-1.4 (-1.8, -0.9)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Alaska,
,***,"15.1 (15.1, 15.2)",,30333,falling,"-1.9 (-2.0, -1.9)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,United States,
,***,"19.1 (14.7, 24.4)","1 (1, 2)",13,stable,"-0.7 (-2.1, 0.6)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Matanuska-Susitna Borough,
,***,"13.2 (8.3, 20.0)","2 (1, 3)",4,stable,"-0.9 (-2.7, 0.9)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Kenai Peninsula Borough,
,***,"12.4 (10.2, 14.9)","3 (2, 3)",23,falling,"-1.9 (-2.4, -1.3)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Anchorage Municipality,
,***,"6.2 (3.6, 9.8)","4 (4, 4)",4,falling,"-2.5 (-4.1, -1.0)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Fairbanks North Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Aleutians East Borough  3,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Aleutians West Census Area  3,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Bethel Census Area,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Bristol Bay Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Denali Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Dillingham Census Area  3,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Haines Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Juneau City and Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Ketchikan Gateway Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Kodiak Island Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Lake and Peninsula Borough  3,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Nome Census Area,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,North Slope Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Northwest Arctic Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Prince of Wales-Outer Ketchikan Census Area,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Sitka City and Borough,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Skagway-Hoonah-Angoon Census Area  3,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Southeast Fairbanks Census Area,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Valdez-Cordova Census Area,
