County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
Lamar County  6,***,"304.5 (264.1, 349.7)","2 (1, 35)",46,rising,"2.0 (0.2, 3.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Crenshaw County  6,***,"298.3 (258.3, 343.2)","3 (1, 44)",45,rising,"3.2 (1.2, 5.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pickens County  6,***,"282.6 (249.9, 318.6)","4 (1, 48)",61,stable,"1.0 (-0.8, 2.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Walker County  6,***,"277.8 (259.7, 296.9)","5 (2, 29)",194,rising,"0.9 (0.2, 1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Dallas County  6,***,"276.9 (253.6, 302.0)","6 (1, 41)",117,stable,"1.3 (-0.2, 2.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Conecuh County  6,***,"276.9 (235.1, 324.4)","7 (1, 62)",37,stable,"0.6 (-1.8, 3.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sumter County  6,***,"274.0 (230.9, 323.0)","8 (1, 63)",35,stable,"1.7 (-0.2, 3.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chambers County  6,***,"273.8 (249.2, 300.4)","9 (1, 48)",102,stable,"0.7 (-0.3, 1.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wilcox County  6,***,"273.2 (229.3, 323.4)","10 (1, 64)",31,stable,"-0.2 (-1.9, 1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Macon County  6,***,"271.4 (237.3, 309.5)","11 (1, 57)",54,stable,"1.4 (-0.4, 3.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Greene County  6,***,"270.3 (219.0, 330.5)","12 (1, 67)",24,stable,"0.3 (-1.7, 2.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Autauga County  6,***,"269.9 (250.7, 290.2)","13 (2, 42)",153,rising,"1.0 (0.3, 1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Perry County  6,***,"267.4 (218.2, 324.4)","14 (1, 67)",24,stable,"1.8 (-1.5, 5.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clarke County  6,***,"261.5 (233.0, 292.7)","15 (2, 60)",68,stable,"0.5 (-0.5, 1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Elmore County  6,***,"261.2 (245.7, 277.6)","16 (4, 44)",222,stable,"0.7 (-0.3, 1.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lawrence County  6,***,"260.3 (236.4, 286.2)","17 (3, 55)",95,stable,"0.0 (-0.8, 0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tallapoosa County  6,***,"260.3 (237.9, 284.4)","18 (3, 56)",116,stable,"0.7 (-0.2, 1.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clay County  6,***,"257.9 (219.7, 301.2)","19 (1, 66)",37,stable,"-1.3 (-2.7, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Covington County  6,***,"255.8 (232.7, 280.7)","20 (4, 58)",102,stable,"0.9 (-1.2, 3.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
St. Clair County  6,***,"255.6 (240.8, 271.1)","21 (6, 49)",237,rising,"2.2 (0.8, 3.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Choctaw County  6,***,"255.0 (217.1, 298.1)","22 (1, 66)",37,stable,"1.4 (-0.5, 3.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Limestone County  6,***,"254.5 (240.3, 269.3)","23 (8, 50)",253,rising,"0.9 (0.1, 1.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Talladega County  6,***,"254.2 (238.7, 270.5)","24 (7, 50)",220,stable,"0.4 (-0.3, 1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Dale County  6,***,"253.1 (232.9, 274.6)","25 (4, 56)",126,stable,"0.4 (-0.9, 1.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marshall County  6,***,"252.1 (237.6, 267.3)","26 (8, 51)",242,stable,"0.5 (-0.2, 1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marengo County  6,***,"252.1 (220.3, 287.4)","27 (2, 65)",51,stable,"0.4 (-0.6, 1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jackson County  6,***,"251.5 (232.4, 271.9)","28 (6, 58)",143,stable,"0.9 (-0.6, 2.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Butler County  6,***,"251.5 (220.1, 286.3)","29 (2, 65)",52,stable,"0.8 (-0.8, 2.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bibb County  6,***,"251.1 (222.7, 282.3)","30 (3, 64)",59,stable,"0.3 (-1.3, 1.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Etowah County  6,***,"250.3 (236.7, 264.5)","31 (10, 52)",276,stable,"0.3 (-0.3, 1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Calhoun County  6,***,"249.4 (236.4, 262.9)","32 (10, 53)",305,stable,"0.0 (-0.6, 0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Henry County  6,***,"248.9 (216.2, 285.6)","33 (2, 66)",47,stable,"-0.1 (-1.2, 1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Fayette County  6,***,"245.9 (212.3, 283.6)","34 (2, 66)",43,stable,"1.3 (-1.0, 3.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Monroe County  6,***,"245.3 (215.8, 277.9)","35 (4, 66)",57,stable,"0.7 (-0.5, 2.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Escambia County  6,***,"244.0 (222.2, 267.4)","36 (8, 63)",99,stable,"0.1 (-1.0, 1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cleburne County  6,***,"242.6 (208.7, 280.9)","37 (3, 66)",40,stable,"-3.0 (-7.1, 1.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Colbert County  6,***,"241.8 (223.5, 261.4)","38 (10, 61)",143,rising,"1.1 (0.3, 2.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Morgan County  6,***,"240.3 (227.9, 253.3)","39 (16, 57)",304,stable,"-0.1 (-0.9, 0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Montgomery County  6,***,"240.1 (230.9, 249.6)","40 (21, 54)",546,rising,"0.8 (0.2, 1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lauderdale County  6,***,"239.7 (225.2, 254.9)","41 (15, 59)",228,stable,"0.7 (-0.2, 1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jefferson County  6,***,"239.0 (233.6, 244.4)","42 (27, 52)",1652,stable,"-0.4 (-0.8, 0.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pike County  6,***,"238.9 (213.1, 266.9)","43 (6, 66)",68,stable,"0.6 (-0.2, 1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mobile County  6,***,"238.6 (231.8, 245.5)","44 (26, 54)",1026,stable,"-1.4 (-3.8, 1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Randolph County  6,***,"238.3 (210.3, 269.4)","45 (6, 66)",59,stable,"1.0 (-0.9, 2.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cullman County  6,***,"238.1 (223.0, 254.1)","46 (16, 61)",201,stable,"0.5 (-0.4, 1.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Geneva County  6,***,"235.7 (210.3, 263.5)","47 (8, 66)",70,stable,"-0.1 (-1.4, 1.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Madison County  6,***,"234.6 (227.5, 241.9)","48 (30, 57)",891,stable,"0.3 (-0.4, 1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marion County  6,***,"233.6 (209.5, 260.0)","49 (9, 66)",75,stable,"-7.7 (-18.4, 4.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Winston County  6,***,"230.2 (203.1, 260.2)","50 (9, 67)",59,stable,"-0.3 (-1.6, 1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tuscaloosa County  6,***,"227.9 (218.1, 238.0)","51 (34, 62)",439,falling,"-1.7 (-2.5, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hale County  6,***,"227.6 (194.3, 265.3)","52 (5, 67)",38,stable,"0.3 (-1.6, 2.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bullock County  6,***,"227.1 (187.0, 273.7)","53 (3, 67)",24,stable,"0.0 (-3.2, 3.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Washington County  6,***,"226.2 (195.0, 261.3)","54 (9, 67)",42,stable,"0.3 (-1.4, 2.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Houston County  6,***,"225.9 (213.0, 239.4)","55 (30, 65)",247,stable,"-0.6 (-1.3, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Blount County  6,***,"225.2 (208.1, 243.5)","56 (24, 66)",137,stable,"0.4 (-0.7, 1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Baldwin County  6,***,"225.0 (215.9, 234.5)","57 (38, 63)",505,stable,"0.2 (-0.2, 0.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Russell County  6,***,"221.4 (204.2, 239.6)","58 (27, 66)",131,stable,"0.1 (-1.9, 2.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Franklin County  6,***,"219.8 (196.6, 245.2)","59 (19, 67)",69,stable,"0.3 (-0.9, 1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chilton County  6,***,"214.4 (195.2, 235.1)","60 (31, 67)",99,stable,"-0.8 (-1.9, 0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
DeKalb County  6,***,"213.4 (198.2, 229.6)","61 (40, 67)",157,stable,"-4.6 (-15.0, 7.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Barbour County  6,***,"213.3 (189.1, 240.1)","62 (26, 67)",60,stable,"0.1 (-1.8, 1.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cherokee County  6,***,"211.8 (187.4, 238.7)","63 (26, 67)",63,stable,"0.1 (-1.9, 2.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Coffee County  6,***,"211.7 (194.0, 230.7)","64 (37, 67)",111,stable,"0.2 (-1.0, 1.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Shelby County  6,***,"209.2 (200.6, 218.2)","65 (52, 66)",463,stable,"-0.6 (-1.3, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Coosa County  6,***,"202.0 (165.9, 244.6)","66 (14, 67)",26,stable,"0.1 (-2.8, 3.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lee County  6,***,"190.0 (179.7, 200.6)","67 (63, 67)",269,stable,"-5.7 (-11.5, 0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Alabama  6,***,"1,909.9 (1,896.0, 1,923.9)",,14741,falling,"-1.2 (-1.6, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
US (SEER+NPCR)  1,***,"1,975.9 (1,974.1, 1,977.7)",,952920,falling,"-1.2 (-1.4, -1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lowndes County  6,***,"2,416.0 (2,106.9, 2,758.1)","1 (1, 28)",44,stable,"1.8 (0.0, 3.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Bullock County  6,***,"2,297.9 (1,974.1, 2,659.9)","2 (1, 49)",37,stable,"1.9 (-0.2, 4.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Elmore County  6,***,"2,192.0 (2,070.4, 2,319.0)","3 (1, 17)",253,stable,"0.4 (-0.3, 1.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Crenshaw County  6,***,"2,169.4 (1,914.9, 2,448.3)","4 (1, 53)",55,rising,"2.2 (0.6, 3.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Walker County  6,***,"2,139.9 (2,021.8, 2,263.1)","5 (1, 23)",253,stable,"0.0 (-0.7, 0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Morgan County  6,***,"2,118.2 (2,027.0, 2,212.5)","6 (2, 20)",413,stable,"-0.7 (-1.5, 0.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Chambers County  6,***,"2,117.3 (1,958.6, 2,285.5)","7 (1, 36)",134,stable,"0.4 (-1.0, 1.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Baldwin County  6,***,"2,052.1 (1,988.5, 2,117.3)","8 (4, 23)",810,stable,"0.1 (-0.5, 0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Autauga County  6,***,"2,044.2 (1,904.7, 2,191.2)","9 (1, 44)",162,stable,"0.1 (-1.0, 1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tallapoosa County  6,***,"2,041.8 (1,904.2, 2,186.8)","10 (2, 46)",168,stable,"0.6 (0.0, 1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lawrence County  6,***,"2,019.0 (1,856.6, 2,192.1)","11 (2, 52)",118,stable,"-0.5 (-1.8, 0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Calhoun County  6,***,"2,009.5 (1,919.3, 2,103.0)","12 (4, 37)",381,stable,"0.3 (-0.4, 1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Clay County  6,***,"2,006.8 (1,771.9, 2,264.4)","13 (1, 62)",53,stable,"0.3 (-1.2, 1.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marion County  6,***,"2,000.3 (1,845.9, 2,164.2)","14 (2, 52)",125,rising,"1.1 (0.2, 2.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
St. Clair County  6,***,"1,991.7 (1,885.3, 2,102.6)","15 (4, 44)",273,stable,"-0.5 (-1.1, 0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Macon County  6,***,"1,979.2 (1,772.9, 2,203.1)","16 (1, 61)",70,stable,"1.3 (-0.9, 3.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Geneva County  6,***,"1,972.1 (1,802.2, 2,153.8)","17 (2, 56)",101,stable,"-0.7 (-2.0, 0.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Barbour County  6,***,"1,966.4 (1,787.5, 2,158.6)","18 (2, 59)",92,stable,"-0.3 (-1.5, 1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Bibb County  6,***,"1,952.0 (1,749.0, 2,172.5)","19 (2, 60)",69,stable,"0.3 (-1.0, 1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Etowah County  6,***,"1,941.7 (1,851.6, 2,035.1)","20 (7, 47)",357,stable,"-4.9 (-12.9, 3.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Clarke County  6,***,"1,921.3 (1,746.0, 2,109.4)","21 (3, 61)",89,stable,"-0.6 (-1.4, 0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jefferson County  6,***,"1,919.7 (1,880.3, 1,959.7)","22 (14, 39)",1869,falling,"-1.1 (-1.4, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Houston County  6,***,"1,919.0 (1,827.4, 2,014.1)","23 (8, 50)",335,falling,"-1.3 (-2.1, -0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tuscaloosa County  6,***,"1,917.2 (1,840.4, 1,996.4)","24 (10, 47)",487,falling,"-1.1 (-1.6, -0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Montgomery County  6,***,"1,911.6 (1,843.2, 1,981.8)","25 (12, 47)",605,stable,"0.1 (-0.6, 0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Madison County  6,***,"1,908.6 (1,854.6, 1,963.7)","26 (15, 45)",963,stable,"-0.2 (-0.8, 0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Dale County  6,***,"1,903.4 (1,769.0, 2,045.3)","27 (5, 59)",151,stable,"-0.3 (-1.6, 0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Henry County  6,***,"1,901.5 (1,702.5, 2,117.5)","28 (3, 63)",69,falling,"-1.7 (-3.1, -0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Greene County  6,***,"1,893.0 (1,607.8, 2,214.4)","29 (1, 66)",32,stable,"0.8 (-1.8, 3.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Dallas County  6,***,"1,889.7 (1,743.9, 2,044.4)","30 (5, 60)",127,falling,"-2.5 (-4.4, -0.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wilcox County  6,***,"1,885.1 (1,621.2, 2,179.9)","31 (1, 66)",37,stable,"-0.4 (-2.4, 1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Limestone County  6,***,"1,883.8 (1,779.6, 1,992.4)","32 (10, 55)",253,stable,"-0.6 (-1.5, 0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pike County  6,***,"1,883.3 (1,711.3, 2,067.9)","33 (5, 62)",89,stable,"0.4 (-0.7, 1.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pickens County  6,***,"1,874.7 (1,680.3, 2,085.4)","34 (3, 64)",69,stable,"0.1 (-1.2, 1.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marengo County  6,***,"1,873.2 (1,678.8, 2,083.8)","35 (3, 64)",69,stable,"0.7 (-0.2, 1.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Blount County  6,***,"1,866.5 (1,747.2, 1,991.9)","36 (10, 58)",186,stable,"-0.5 (-1.5, 0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lamar County  6,***,"1,863.7 (1,650.5, 2,097.0)","37 (3, 65)",56,stable,"0.2 (-1.5, 1.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Talladega County  6,***,"1,857.7 (1,754.6, 1,965.4)","38 (12, 57)",251,falling,"-1.4 (-2.6, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Sumter County  6,***,"1,851.3 (1,600.1, 2,130.5)","39 (2, 66)",40,stable,"1.6 (-1.0, 4.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Shelby County  6,***,"1,849.3 (1,778.4, 1,922.3)","40 (17, 54)",537,falling,"-1.0 (-1.5, -0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jackson County  6,***,"1,847.3 (1,727.7, 1,973.1)","41 (11, 60)",182,stable,"0.1 (-0.8, 1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Covington County  6,***,"1,842.8 (1,707.6, 1,985.8)","42 (10, 61)",139,stable,"-1.2 (-2.6, 0.2)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Coffee County  6,***,"1,840.3 (1,711.2, 1,976.6)","43 (10, 61)",154,stable,"0.1 (-0.8, 1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Mobile County  6,***,"1,837.3 (1,789.5, 1,886.1)","44 (25, 52)",1152,falling,"-2.2 (-3.0, -1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Colbert County  6,***,"1,831.4 (1,716.1, 1,952.5)","45 (13, 60)",190,stable,"0.7 (-0.5, 1.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Escambia County  6,***,"1,817.9 (1,672.0, 1,973.2)","46 (10, 64)",116,falling,"-1.7 (-2.6, -0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Franklin County  6,***,"1,810.7 (1,647.6, 1,985.6)","47 (9, 65)",91,stable,"-0.4 (-1.5, 0.7)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cleburne County  6,***,"1,806.0 (1,588.8, 2,045.0)","48 (4, 66)",51,stable,"-0.7 (-2.8, 1.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Fayette County  6,***,"1,804.6 (1,605.7, 2,021.6)","49 (6, 66)",61,stable,"-0.1 (-1.6, 1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marshall County  6,***,"1,797.1 (1,703.9, 1,894.2)","50 (19, 60)",283,falling,"-1.1 (-1.6, -0.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Choctaw County  6,***,"1,781.0 (1,568.6, 2,014.2)","51 (5, 67)",51,stable,"0.9 (-1.1, 2.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cullman County  6,***,"1,766.3 (1,670.2, 1,866.5)","52 (24, 63)",258,stable,"-0.2 (-1.1, 0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Chilton County  6,***,"1,756.8 (1,617.4, 1,905.0)","53 (15, 65)",121,stable,"-0.5 (-1.9, 0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Russell County  6,***,"1,745.4 (1,614.0, 1,884.7)","54 (19, 65)",135,stable,"-0.9 (-3.2, 1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lee County  6,***,"1,730.1 (1,641.1, 1,822.7)","55 (32, 64)",298,stable,"-0.4 (-1.3, 0.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Washington County  6,***,"1,702.5 (1,495.1, 1,930.7)","56 (11, 67)",50,falling,"-3.1 (-4.8, -1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lauderdale County  6,***,"1,698.1 (1,612.5, 1,787.2)","57 (40, 65)",298,falling,"-1.5 (-2.2, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Perry County  6,***,"1,689.7 (1,429.4, 1,983.9)","58 (6, 67)",30,stable,"-0.7 (-2.6, 1.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Butler County  6,***,"1,663.9 (1,483.5, 1,860.2)","59 (17, 67)",63,stable,"0.2 (-1.7, 2.1)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Conecuh County  6,***,"1,659.8 (1,446.8, 1,895.4)","60 (11, 67)",44,stable,"-0.7 (-2.0, 0.6)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
DeKalb County  6,***,"1,654.8 (1,550.5, 1,764.3)","61 (42, 66)",193,falling,"-1.2 (-1.9, -0.3)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Randolph County  6,***,"1,615.9 (1,452.7, 1,792.5)","62 (32, 67)",73,falling,"-4.4 (-7.7, -1.0)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Winston County  6,***,"1,610.7 (1,455.8, 1,777.7)","63 (32, 67)",80,falling,"-1.7 (-2.9, -0.4)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Monroe County  6,***,"1,601.1 (1,430.6, 1,786.3)","64 (31, 67)",65,stable,"0.1 (-1.3, 1.5)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cherokee County  6,***,"1,577.7 (1,432.1, 1,734.3)","65 (39, 67)",89,falling,"-2.3 (-3.8, -0.8)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hale County  6,***,"1,459.1 (1,263.0, 1,677.4)","66 (48, 67)",40,stable,"-1.2 (-3.3, 0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Coosa County  6,***,"1,444.3 (1,229.9, 1,685.4)","67 (42, 67)",33,stable,"-1.8 (-4.5, 0.9)",Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
,***,"99.4 (95.3, 103.7)","43 (33, 50)",455,stable,"0.2 (-0.3, 0.6)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Alaska  6,
,***,"106.1 (105.9, 106.3)",,209535,stable,"-0.5 (-1.2, 0.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,US (SEER+NPCR)  1,
,***,"134.0 (80.0, 208.9)","1 (1, 16)",4,stable,"3.5 (-1.4, 8.7)",Alaska ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,Yukon-Koyukuk Census Area  6,
