County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
,***,"464.1 (445.9, 482.8)","7 (4, 15)",592,falling,"-2.0 (-2.6, -1.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Anchorage Municipality  6,
,***,"463.1 (370.8, 571.1)","8 (1, 22)",24,stable,"-2.4 (-5.2, 0.5)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Valdez-Cordova Census Area  6,
,***,"457.3 (389.6, 533.6)","9 (2, 21)",37,stable,"-1.6 (-3.3, 0.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Ketchikan Gateway Borough  6,
,***,"455.4 (311.9, 632.4)","10 (1, 24)",13,stable,"-2.0 (-7.7, 4.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,North Slope Borough  6,
,***,"454.8 (425.8, 485.3)","11 (4, 17)",227,falling,"-2.6 (-3.3, -1.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Matanuska-Susitna Borough  6,
,***,"453.0 (359.9, 563.2)","12 (1, 23)",20,stable,"-1.8 (-5.7, 2.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Southeast Fairbanks Census Area  6,
,***,"440.9 (354.6, 540.3)","13 (2, 23)",25,stable,"-1.3 (-3.7, 1.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Kodiak Island Borough  6,
,***,"437.0 (343.2, 549.5)","14 (2, 24)",19,stable,"-0.5 (-4.3, 3.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Prince of Wales-Outer Ketchikan Census Area  6,
,***,"417.4 (329.7, 523.8)","15 (2, 24)",18,falling,"-2.9 (-4.8, -1.0)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Wrangell-Petersburg Census Area  6,
,***,"413.1 (291.7, 566.7)","16 (1, 24)",9,stable,"-2.5 (-6.1, 1.3)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Dillingham Census Area  6,
,***,"399.0 (352.3, 450.1)","17 (8, 23)",67,falling,"-2.1 (-3.4, -0.7)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Juneau City and Borough  6,
,***,"397.5 (318.4, 490.7)","18 (3, 24)",20,stable,"-1.3 (-4.4, 1.9)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Sitka City and Borough  6,
,***,"395.3 (297.7, 514.4)","19 (3, 24)",12,rising,"42.3 (19.4, 69.5)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Northwest Arctic Borough  6,
,***,"386.0 (357.1, 416.4)","20 (12, 23)",166,falling,"-3.7 (-4.6, -2.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Fairbanks North Borough  6,
,***,"363.5 (218.2, 598.6)","21 (1, 24)",5,stable,"-4.1 (-10.4, 2.6)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Denali Borough  6,
,***,"351.5 (247.1, 491.1)","22 (4, 24)",9,stable,"-2.5 (-8.2, 3.7)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Skagway-Hoonah-Angoon Census Area  6,
,***,"345.3 (188.2, 566.2)","23 (1, 24)",9,stable,"1.6 (-7.9, 12.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Aleutians West Census Area  6,
,***,"314.3 (188.5, 496.7)","24 (3, 24)",5,stable,"-4.4 (-8.9, 0.5)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Haines Borough  6,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Aleutians East Borough  6,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Bristol Bay Borough  6,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Yakutat City and Borough  6,
,***,"403.8 (394.0, 413.8)","41 (37, 44)",1411,falling,"-1.2 (-1.5, -0.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Alaska  6,
,***,"422.7 (422.3, 423.2)",,843265,stable,"-0.8 (-1.6, 0.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,US (SEER+NPCR)  1,
,***,"519.9 (404.0, 657.3)","1 (1, 15)",15,stable,"2.2 (-2.0, 6.6)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,North Slope Borough  6,
,***,"496.0 (378.9, 638.1)","2 (1, 17)",14,stable,"0.8 (-2.2, 3.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Yukon-Koyukuk Census Area  6,
,***,"473.1 (367.6, 597.6)","3 (1, 18)",16,stable,"2.1 (-1.0, 5.3)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Nome Census Area  6,
,***,"444.0 (218.8, 770.6)","4 (1, 22)",5,stable,"-3.4 (-10.4, 4.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Aleutians West Census Area  6,
,***,"424.9 (409.2, 441.1)","5 (3, 12)",597,falling,"-0.5 (-0.8, -0.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Anchorage Municipality  6,
,***,"417.4 (351.8, 492.0)","6 (1, 18)",31,stable,"-1.0 (-2.8, 0.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Ketchikan Gateway Borough  6,
,***,"416.8 (289.2, 584.8)","7 (1, 22)",8,stable,"1.3 (-1.6, 4.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Skagway-Hoonah-Angoon Census Area  6,
,***,"413.2 (368.9, 461.4)","8 (2, 17)",71,stable,"-0.2 (-1.8, 1.3)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Juneau City and Borough  6,
,***,"411.3 (311.8, 533.4)","9 (1, 21)",14,stable,"0.0 (-3.1, 3.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Prince of Wales-Outer Ketchikan Census Area  6,
,***,"406.2 (379.8, 433.9)","10 (4, 16)",199,falling,"-1.2 (-2.2, -0.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Matanuska-Susitna Borough  6,
,***,"397.2 (314.4, 494.9)","11 (2, 21)",19,stable,"-1.0 (-4.7, 2.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Valdez-Cordova Census Area  6,
,***,"393.2 (362.6, 425.9)","12 (4, 17)",138,stable,"-0.8 (-1.9, 0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Kenai Peninsula Borough  6,
,***,"390.8 (362.7, 420.4)","13 (5, 17)",162,falling,"-1.3 (-2.2, -0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Fairbanks North Borough  6,
,***,"385.8 (316.5, 465.6)","14 (2, 20)",24,stable,"-1.5 (-3.4, 0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Kodiak Island Borough  6,
,***,"380.9 (281.9, 502.0)","15 (1, 22)",10,stable,"-0.3 (-3.5, 3.0)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Northwest Arctic Borough  6,
,***,"361.6 (272.1, 471.4)","16 (2, 22)",12,stable,"-3.0 (-6.3, 0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Southeast Fairbanks Census Area  6,
,***,"356.1 (237.7, 520.8)","17 (1, 22)",6,stable,"-3.0 (-6.9, 1.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Haines Borough  6,
,***,"328.6 (215.9, 476.1)","18 (2, 22)",6,stable,"-1.4 (-6.0, 3.5)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Dillingham Census Area  6,
,***,"318.8 (241.0, 416.5)","19 (6, 22)",13,falling,"-7.0 (-10.9, -2.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Wrangell-Petersburg Census Area  6,
,***,"312.8 (215.8, 435.4)","20 (3, 22)",7,stable,"-2.6 (-7.0, 2.0)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Wade Hampton Census Area  6,
,***,"299.7 (234.2, 378.7)","21 (10, 22)",15,falling,"-2.4 (-4.3, -0.5)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Sitka City and Borough  6,
,***,"280.0 (222.2, 347.6)","22 (14, 22)",18,falling,"-3.4 (-5.9, -0.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Bethel Census Area  6,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Aleutians East Borough  6,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Bristol Bay Borough  6,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Denali Borough  6,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Lake and Peninsula Borough  6,
,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Yakutat City and Borough  6,
Arizona  6,***,"410.3 (407.4, 413.1)",,16499,falling,"-1.4 (-1.7, -1.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
US (SEER+NPCR)  1,***,"487.4 (486.9, 487.8)",,859984,falling,"-1.1 (-1.7, -0.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Mohave County  6,***,"447.6 (433.1, 462.6)","1 (1, 3)",869,falling,"-5.8 (-10.5, -1.0)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Yavapai County  6,***,"436.3 (422.4, 450.7)","2 (1, 4)",912,falling,"-1.1 (-1.8, -0.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pima County  6,***,"423.4 (416.0, 430.8)","3 (2, 5)",2663,falling,"-1.0 (-1.5, -0.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cochise County  6,***,"422.4 (402.9, 442.8)","4 (1, 7)",377,stable,"1.0 (-0.8, 2.7)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Maricopa County  6,***,"414.4 (410.6, 418.3)","5 (4, 7)",9131,falling,"-1.6 (-1.9, -1.4)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Yuma County  6,***,"399.5 (383.6, 416.0)","6 (4, 9)",500,stable,"-0.8 (-1.6, 0.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Greenlee County  6,***,"385.2 (307.7, 476.0)","7 (1, 15)",18,falling,"-2.6 (-4.7, -0.4)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Coconino County  6,***,"382.7 (360.4, 406.1)","8 (6, 12)",245,falling,"-1.3 (-2.0, -0.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pinal County  6,***,"375.1 (364.6, 385.8)","9 (7, 12)",1039,falling,"-1.6 (-2.3, -0.9)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Graham County  6,***,"363.8 (325.9, 404.8)","10 (6, 14)",69,stable,"-10.6 (-21.1, 1.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Navajo County  6,***,"359.9 (338.5, 382.3)","11 (7, 14)",227,stable,"-0.7 (-1.6, 0.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Santa Cruz County  6,***,"358.6 (325.9, 393.8)","12 (6, 14)",94,stable,"-0.9 (-2.4, 0.6)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Gila County  6,***,"333.3 (308.0, 360.4)","13 (10, 14)",157,falling,"-2.3 (-3.5, -1.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
La Paz County  6,***,"328.7 (289.2, 373.2)","14 (8, 15)",76,stable,"-1.5 (-3.2, 0.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Apache County  6,***,"287.4 (262.9, 313.6)","15 (14, 15)",108,falling,"-1.8 (-3.3, -0.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Arizona  6,***,"368.5 (365.8, 371.1)",,15876,falling,"-1.6 (-2.7, -0.4)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
US (SEER+NPCR)  1,***,"422.7 (422.3, 423.2)",,843265,stable,"-0.8 (-1.6, 0.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Greenlee County  6,***,"399.5 (320.7, 491.5)","1 (1, 13)",19,stable,"0.7 (-2.5, 4.0)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Mohave County  6,***,"392.3 (377.3, 407.7)","2 (1, 5)",696,stable,"-6.1 (-12.3, 0.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Yavapai County  6,***,"384.3 (370.3, 398.7)","3 (1, 6)",793,stable,"-0.3 (-0.7, 0.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Graham County  6,***,"381.4 (342.5, 423.6)","4 (1, 10)",74,stable,"-5.7 (-11.6, 0.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Maricopa County  6,***,"376.7 (373.2, 380.2)","5 (2, 6)",9272,falling,"-1.1 (-1.5, -0.8)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Pima County  6,***,"370.5 (363.7, 377.4)","6 (3, 7)",2545,falling,"-0.4 (-0.7, -0.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cochise County  6,***,"354.8 (336.2, 374.3)","7 (4, 11)",315,stable,"-0.5 (-1.3, 0.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Yuma County  6,***,"345.2 (329.9, 361.0)","8 (6, 12)",421,rising,"0.8 (0.1, 1.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Coconino County  6,***,"345.1 (325.0, 366.1)","9 (5, 12)",238,stable,"-0.3 (-0.9, 0.3)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Pinal County  6,***,"335.9 (325.4, 346.6)","10 (7, 12)",888,falling,"-0.6 (-1.1, -0.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Gila County  6,***,"325.9 (298.9, 355.0)","11 (6, 14)",145,stable,"-0.7 (-2.1, 0.6)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Navajo County  6,***,"310.9 (291.4, 331.4)","12 (10, 14)",209,stable,"-0.5 (-1.2, 0.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Santa Cruz County  6,***,"308.7 (280.2, 339.4)","13 (8, 14)",92,stable,"-0.4 (-1.6, 0.9)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
La Paz County  6,***,"299.7 (255.4, 350.0)","14 (7, 15)",52,stable,"1.2 (-1.1, 3.7)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Apache County  6,***,"260.6 (237.9, 285.0)","15 (14, 15)",105,stable,"0.5 (-1.0, 2.0)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Arkansas  6,***,"543.5 (538.4, 548.6)",,9292,stable,"0.6 (-0.4, 1.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
US (SEER+NPCR)  1,***,"487.4 (486.9, 487.8)",,859984,falling,"-1.1 (-1.7, -0.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Woodruff County  6,***,"711.1 (598.9, 839.9)","1 (1, 40)",32,stable,"0.4 (-1.3, 2.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cleveland County  6,***,"707.0 (609.8, 816.9)","2 (1, 35)",40,stable,"12.8 (-0.9, 28.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Monroe County  6,***,"691.7 (589.4, 808.7)","3 (1, 39)",35,stable,"0.0 (-1.6, 1.7)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Ouachita County  6,***,"678.2 (619.5, 741.5)","4 (1, 19)",107,stable,"0.4 (-1.3, 2.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lawrence County  6,***,"657.4 (587.0, 734.3)","5 (1, 35)",68,stable,"1.1 (-0.6, 2.8)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Desha County  6,***,"641.3 (558.9, 733.2)","6 (1, 48)",47,stable,"12.2 (-3.2, 30.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Jefferson County  6,***,"638.5 (603.0, 675.6)","7 (1, 21)",261,stable,"0.3 (-0.5, 1.0)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Poinsett County  6,***,"636.4 (577.5, 700.0)","8 (1, 36)",91,stable,"0.4 (-0.6, 1.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Drew County  6,***,"629.3 (561.3, 703.5)","9 (1, 48)",66,stable,"9.5 (-1.4, 21.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Clark County  6,***,"624.2 (561.6, 692.3)","10 (1, 42)",77,stable,"1.9 (0.0, 3.8)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Randolph County  6,***,"610.3 (545.5, 681.2)","11 (1, 51)",68,rising,"6.3 (1.6, 11.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lonoke County  6,***,"609.3 (571.9, 648.3)","12 (3, 35)",215,stable,"-0.1 (-1.0, 0.9)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Arkansas County  6,***,"608.6 (544.8, 678.2)","13 (1, 50)",71,stable,"0.0 (-1.3, 1.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Clay County  6,***,"587.1 (519.8, 661.4)","14 (2, 62)",59,stable,"0.8 (-0.9, 2.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Chicot County  6,***,"583.6 (505.5, 671.3)","15 (1, 65)",42,stable,"1.5 (0.0, 3.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Grant County  6,***,"580.7 (518.2, 649.2)","16 (3, 61)",67,stable,"-1.1 (-2.6, 0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pulaski County  6,***,"579.3 (564.0, 594.9)","17 (11, 33)",1171,falling,"-0.8 (-1.1, -0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Garland County  6,***,"579.0 (553.4, 605.7)","18 (9, 39)",415,stable,"-0.3 (-0.9, 0.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Prairie County  6,***,"578.8 (492.5, 677.6)","19 (1, 69)",36,stable,"-0.3 (-2.3, 1.8)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Greene County  6,***,"578.0 (535.4, 623.2)","20 (6, 50)",142,rising,"5.4 (1.5, 9.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Van Buren County  6,***,"575.3 (517.8, 638.6)","21 (3, 60)",81,stable,"0.7 (-0.9, 2.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Ashley County  6,***,"575.2 (518.3, 637.2)","22 (4, 58)",79,stable,"0.3 (-1.4, 2.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cleburne County  6,***,"571.0 (524.6, 621.2)","23 (6, 54)",122,stable,"-0.1 (-1.2, 0.9)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cross County  6,***,"570.1 (503.8, 643.1)","24 (3, 65)",57,stable,"0.2 (-0.9, 1.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
White County  6,***,"569.5 (537.2, 603.2)","25 (9, 48)",243,falling,"-1.3 (-2.0, -0.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Faulkner County  6,***,"567.6 (538.7, 597.7)","26 (11, 45)",309,stable,"-0.6 (-1.2, 0.0)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Union County  6,***,"566.8 (523.5, 612.8)","27 (7, 56)",136,stable,"0.3 (-0.9, 1.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Mississippi County  6,***,"565.7 (520.2, 614.1)","28 (6, 57)",124,stable,"0.4 (-0.8, 1.7)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Independence County  6,***,"554.0 (509.9, 601.1)","29 (9, 61)",122,stable,"-0.8 (-1.8, 0.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Dallas County  6,***,"553.5 (463.1, 658.2)","30 (2, 72)",29,stable,"-1.3 (-3.3, 0.8)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Craighead County  6,***,"551.4 (521.7, 582.4)","31 (14, 54)",268,rising,"3.4 (0.6, 6.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Saline County  6,***,"551.2 (526.3, 577.0)","32 (15, 50)",387,falling,"-0.8 (-1.2, -0.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Jackson County  6,***,"545.6 (482.0, 615.7)","33 (6, 69)",56,stable,"-0.9 (-3.0, 1.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Bradley County  6,***,"545.0 (468.2, 631.7)","34 (4, 71)",38,stable,"1.4 (-0.7, 3.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Phillips County  6,***,"542.5 (480.6, 610.6)","35 (6, 69)",61,stable,"0.9 (-0.4, 2.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pike County  6,***,"539.0 (464.6, 622.9)","36 (4, 73)",39,stable,"-1.2 (-2.9, 0.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Sharp County  6,***,"536.9 (481.1, 598.4)","37 (8, 68)",76,stable,"-0.3 (-1.6, 1.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Polk County  6,***,"531.7 (478.6, 589.8)","38 (9, 69)",78,stable,"-0.2 (-1.6, 1.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Perry County  6,***,"530.1 (455.4, 614.7)","39 (5, 72)",38,stable,"-1.7 (-3.7, 0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Hot Spring County  6,***,"530.0 (486.4, 576.5)","40 (13, 66)",115,rising,"8.6 (1.4, 16.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pope County  6,***,"526.9 (492.4, 563.2)","41 (18, 63)",181,stable,"-0.5 (-1.6, 0.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Nevada County  6,***,"526.7 (443.9, 621.7)","42 (5, 74)",31,stable,"-0.6 (-2.4, 1.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Logan County  6,***,"522.0 (469.8, 579.0)","43 (12, 70)",77,stable,"-1.1 (-2.3, 0.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Baxter County  6,***,"519.1 (484.8, 555.7)","44 (21, 65)",202,stable,"0.1 (-2.2, 2.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Stone County  6,***,"517.6 (454.0, 589.2)","45 (10, 72)",55,stable,"-0.1 (-1.3, 1.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Calhoun County  6,***,"515.0 (414.3, 635.8)","46 (2, 75)",19,stable,"0.6 (-2.8, 4.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Crittenden County  6,***,"512.4 (470.9, 556.6)","47 (19, 68)",123,stable,"0.9 (-0.7, 2.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lee County  6,***,"511.8 (434.0, 600.2)","48 (6, 74)",32,stable,"0.4 (-1.5, 2.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
