,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Incidence Rates
51,Sebastian County  6,349,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.2 ,50 ,-0.4 
52,Marion County  6,77,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.8 ,51 ,-0.8 
53,Crawford County  6,184,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.2 ,52 ,0.1 
54,Washington County  6,492,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.3 ,53 ,-4.4 
55,Boone County  6,129,falling,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.7 ,54 ,-1.5 
56,Conway County  6,69,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.9 ,55 ,-0.5 
57,Searcy County  6,32,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.8 ,56 ,-0.3 
58,Madison County  6,53,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.8 ,57 ,-0.4 
59,St. Francis County  6,78,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.8 ,58 ,0.0 
60,Johnson County  6,77,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.1 ,59 ,0.0 
61,Carroll County  6,104,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.3 ,60 ,0.2 
62,Little River County  6,41,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.8 ,61 ,-0.6 
63,Fulton County  6,49,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.1 ,62 ,-0.4 
64,Benton County  6,587,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.3 ,63 ,-0.4 
65,Scott County  6,35,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.8 ,64 ,0.1 
66,Lincoln County  6,36,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.9 ,65 ,-0.6 
67,Columbia County  6,61,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.9 ,66 ,-1.4 
68,Montgomery County  6,35,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,456.7 ,67 ,-0.3 
69,Yell County  6,61,falling,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.7 ,68 ,-1.6 
70,Miller County  6,111,falling,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.3 ,69 ,-1.4 
71,Hempstead County  6,59,falling,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.4 ,70 ,-2.6 
72,Izard County  6,50,falling,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,432.9 ,71 ,-2.0 
73,Lafayette County  6,23,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.5 ,72 ,-0.4 
74,Howard County  6,34,falling,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,420.2 ,73 ,-2.8 
75,Sevier County  6,35,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.1 ,74 ,-1.3 
76,Newton County  6,24,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,365.4 ,75 ,-1.7 
2,Woodruff County  6,29,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,573.6 ,1 ,3.4 
3,Lawrence County  6,59,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.5 ,2 ,1.8 
4,Clay County  6,57,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,505.1 ,3 ,2.6 
5,Calhoun County  6,19,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,501.4 ,4 ,2.6 
6,Searcy County  6,31,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.8 ,5 ,2.9 
7,Poinsett County  6,81,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.3 ,6 ,-4.4 
8,Cross County  6,55,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.0 ,7 ,2.4 
9,Randolph County  6,61,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,486.7 ,8 ,1.5 
10,Sharp County  6,65,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.0 ,9 ,1.8 
11,Lee County  6,30,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.7 ,10 ,6.1 
12,White County  6,229,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,469.7 ,11 ,1.3 
13,Van Buren County  6,63,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.8 ,12 ,1.7 
14,Bradley County  6,36,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.8 ,13 ,2.2 
15,Arkansas County  6,58,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.6 ,14 ,2.1 
16,Monroe County  6,27,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.0 ,15 ,0.1 
17,Cleburne County  6,94,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.2 ,16 ,0.6 
18,Lonoke County  6,187,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.8 ,17 ,1.1 
19,Boone County  6,123,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.3 ,18 ,1.4 
20,Grant County  6,54,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.9 ,19 ,2.0 
21,Conway County  6,67,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.6 ,20 ,0.6 
22,Perry County  6,33,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.5 ,21 ,0.7 
23,Franklin County  6,55,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.6 ,22 ,0.9 
24,Ashley County  6,66,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,452.9 ,23 ,1.3 
25,Craighead County  6,267,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.1 ,24 ,3.7 
26,Jefferson County  6,207,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.7 ,25 ,1.5 
27,Baxter County  6,169,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.1 ,26 ,0.5 
28,Yell County  6,62,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.4 ,27 ,0.7 
29,Jackson County  6,52,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.6 ,28 ,0.2 
30,Union County  6,120,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.4 ,29 ,1.0 
31,Faulkner County  6,276,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.7 ,30 ,0.9 
32,Sebastian County  6,346,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.7 ,31 ,1.2 
33,Pike County  6,31,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.7 ,32 ,1.7 
34,Hot Spring County  6,99,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.5 ,33 ,1.1 
35,Independence County  6,108,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.5 ,34 ,1.2 
36,Little River County  6,39,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.5 ,35 ,0.2 
37,Saline County  6,333,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.4 ,36 ,0.5 
38,Dallas County  6,25,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.0 ,37 ,1.8 
39,Johnson County  6,68,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.7 ,38 ,1.5 
40,Crawford County  6,169,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.3 ,39 ,1.3 
41,Drew County  6,51,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.1 ,40 ,1.9 
42,Cleveland County  6,25,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.3 ,41 ,2.0 
43,Pope County  6,160,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.0 ,42 ,0.6 
44,Washington County  6,473,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.2 ,43 ,1.3 
45,Mississippi County  6,109,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.0 ,44 ,0.8 
46,Greene County  6,116,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.1 ,45 ,0.0 
47,Garland County  6,325,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.0 ,46 ,0.3 
48,Clark County  6,56,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.7 ,47 ,0.9 
49,Logan County  6,64,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.8 ,48 ,0.6 
50,Pulaski County  6,1010,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.0 ,49 ,-0.1 
51,Ouachita County  6,75,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.8 ,50 ,0.2 
52,Montgomery County  6,30,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.6 ,51 ,0.0 
53,Benton County  6,585,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.5 ,52 ,1.5 
54,Carroll County  6,87,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.2 ,53 ,1.7 
55,Madison County  6,43,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.9 ,54 ,0.5 
56,Miller County  6,114,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.2 ,55 ,0.1 
57,Crittenden County  6,119,rising,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.2 ,56 ,1.4 
58,Desha County  6,34,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.7 ,57 ,2.4 
59,Phillips County  6,52,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.5 ,58 ,-0.6 
60,Marion County  6,56,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.7 ,59 ,0.3 
61,Scott County  6,28,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.0 ,60 ,1.4 
62,Nevada County  6,23,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,381.6 ,61 ,1.2 
63,Fulton County  6,39,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,380.7 ,62 ,-0.4 
64,Howard County  6,32,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.1 ,63 ,-0.2 
65,Chicot County  6,31,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.6 ,64 ,0.9 
66,Hempstead County  6,54,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.4 ,65 ,0.2 
67,Izard County  6,38,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.9 ,66 ,0.1 
68,Polk County  6,57,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,367.8 ,67 ,-0.3 
69,Prairie County  6,25,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.9 ,68 ,-0.4 
70,Stone County  6,37,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,363.4 ,69 ,-0.2 
71,Lincoln County  6,27,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,360.6 ,70 ,1.3 
72,Columbia County  6,53,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,359.3 ,71 ,0.6 
73,Newton County  6,24,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,353.4 ,72 ,0.5 
74,St. Francis County  6,54,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,350.6 ,73 ,-0.5 
75,Lafayette County  6,20,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,337.7 ,74 ,-0.7 
76,Sevier County  6,30,stable,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,313.7 ,75 ,-0.6 
2,Glenn County  7,90,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.5 ,1 ,0.3 
3,Shasta County  7,631,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.6 ,2 ,-1.1 
4,Tehama County  7,217,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.4 ,3 ,-1.1 
5,Butte County  7,680,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.4 ,4 ,-1.3 
6,Amador County  7,167,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.4 ,5 ,-1.2 
7,Yuba County  7,174,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.6 ,6 ,-1.1 
8,Placer County  7,1161,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.9 ,7 ,-3.7 
9,Lake County  7,236,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.0 ,8 ,-1.3 
10,Marin County  7,862,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.9 ,9 ,-1.0 
11,San Luis Obispo County  7,872,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.9 ,10 ,1.3 
12,Mendocino County  7,280,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,466.8 ,11 ,-2.6 
13,Santa Barbara County  7,1066,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.6 ,12 ,-0.9 
14,Humboldt County  7,380,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.6 ,13 ,-1.5 
15,Sonoma County  7,1416,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.6 ,14 ,-2.3 
16,Trinity County  7,53,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.2 ,15 ,-1.2 
17,San Benito County  7,131,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.5 ,16 ,-0.9 
18,El Dorado County  7,608,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.8 ,17 ,-1.6 
19,Santa Cruz County  7,689,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.0 ,18 ,2.2 
20,Imperial County  7,374,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.4 ,19 ,-0.7 
21,Solano County  7,1055,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,448.1 ,20 ,-3.0 
22,Ventura County  7,2025,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.4 ,21 ,-1.6 
23,San Joaquin County  7,1509,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.8 ,22 ,-2.4 
24,Contra Costa County  7,2715,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.5 ,23 ,-2.8 
25,San Diego County  7,7284,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.4 ,24 ,-0.1 
26,Stanislaus County  7,1121,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.2 ,25 ,-2.1 
27,Inyo County  7,60,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.9 ,26 ,-1.4 
28,Calaveras County  7,179,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.1 ,27 ,-0.9 
29,Alpine County  7,4,*,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.5 ,28 ,*
30,Sacramento County  7,3251,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.9 ,29 ,-2.8 
31,Kern County  7,1643,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.2 ,30 ,-1.4 
32,Napa County  7,389,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,438.1 ,31 ,-4.9 
33,Riverside County  7,5329,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.9 ,32 ,-1.8 
34,Orange County  7,7095,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.1 ,33 ,-1.5 
35,San Mateo County  7,1829,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.2 ,34 ,-2.6 
36,Plumas County  7,72,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.5 ,35 ,-1.5 
37,San Bernardino County  7,4046,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,433.6 ,36 ,-2.6 
38,Sutter County  7,222,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,431.6 ,37 ,-1.2 
39,Del Norte County  7,74,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.7 ,38 ,-2.4 
40,Madera County  7,327,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,425.4 ,39 ,-1.1 
41,San Francisco County  7,2066,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,421.7 ,40 ,-2.7 
42,Fresno County  7,1802,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,419.7 ,41 ,-1.6 
43,Nevada County  7,347,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,418.8 ,42 ,-2.0 
44,Tuolumne County  7,189,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,417.2 ,43 ,-3.1 
45,Monterey County  7,872,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,415.7 ,44 ,-3.2 
46,Merced County  7,464,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,410.6 ,45 ,-1.8 
47,Alameda County  7,3322,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,408.7 ,46 ,-2.5 
48,Santa Clara County  7,3802,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,401.2 ,47 ,-3.3 
49,Yolo County  7,379,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,399.6 ,48 ,-1.6 
50,Los Angeles County  7,19286,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,399.4 ,49 ,-2.9 
51,Tulare County  7,765,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.9 ,50 ,-1.8 
52,Kings County  7,246,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.0 ,51 ,-1.6 
53,Mariposa County  7,62,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,390.1 ,52 ,-1.9 
54,Lassen County  7,70,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,389.4 ,53 ,-0.2 
55,Siskiyou County  7,135,falling,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,377.5 ,54 ,-5.2 
56,Colusa County  7,42,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,375.4 ,55 ,-0.6 
57,Modoc County  7,28,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,367.6 ,56 ,-1.7 
58,Mono County  7,30,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,315.4 ,57 ,-1.1 
59,Sierra County  7,9,stable,California,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,314.5 ,58 ,-2.5 
2,Shasta County  7,599,stable,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.5 ,1 ,-4.2 
3,Butte County  7,673,stable,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.5 ,2 ,0.2 
4,Tehama County  7,197,stable,California,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.8 ,3 ,-0.2 
