,County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
7,,***,"202.7 (124.1, 312.3)","6 (2, 20)",5,stable,"0.4 (-2.8, 3.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Dillingham Census Area  3,
8,,***,"198.1 (135.8, 278.0)","7 (3, 20)",9,stable,"-1.7 (-3.7, 0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Valdez-Cordova Census Area,
9,,***,"195.2 (175.2, 216.6)","8 (4, 14)",87,falling,"-1.1 (-1.8, -0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Matanuska-Susitna Borough,
10,,***,"190.9 (135.0, 265.4)","9 (3, 20)",8,stable,"-0.6 (-1.8, 0.6)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Wrangell-Petersburg Census Area,
11,,***,"190.6 (124.9, 276.7)","10 (2, 20)",7,stable,"-0.8 (-3.0, 1.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Southeast Fairbanks Census Area,
12,,***,"184.2 (162.4, 208.0)","11 (5, 16)",63,falling,"-2.1 (-2.8, -1.3)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Kenai Peninsula Borough,
13,,***,"175.3 (117.0, 253.2)","12 (3, 20)",7,stable,"-0.7 (-3.7, 2.5)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Prince of Wales-Outer Ketchikan Census Area,
14,,***,"167.1 (155.7, 179.2)","13 (8, 17)",190,falling,"-1.7 (-2.2, -1.2)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Anchorage Municipality,
15,,***,"159.8 (120.1, 208.5)","14 (5, 20)",12,stable,"-1.4 (-3.3, 0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Ketchikan Gateway Borough,
16,,***,"159.2 (107.6, 224.7)","15 (4, 20)",8,falling,"-2.1 (-3.8, -0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Kodiak Island Borough,
17,,***,"158.2 (126.8, 194.5)","16 (7, 20)",23,falling,"-1.4 (-2.5, -0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Juneau City and Borough,
18,,***,"155.7 (89.6, 248.0)","17 (4, 20)",4,falling,"-2.4 (-4.7, -0.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Northwest Arctic Borough,
19,,***,"137.5 (119.2, 157.5)","18 (13, 20)",52,falling,"-6.9 (-11.1, -2.6)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Fairbanks North Borough,
20,,***,"132.8 (74.6, 226.9)","19 (5, 20)",3,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Skagway-Hoonah-Angoon Census Area  3,
21,,***,"128.1 (84.6, 186.4)","20 (8, 20)",6,stable,"-1.7 (-3.6, 0.2)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Sitka City and Borough,
22,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Aleutians East Borough  3,
23,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Aleutians West Census Area  3,
24,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Bristol Bay Borough,
25,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Denali Borough,
26,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Haines Borough,
27,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Lake and Peninsula Borough  3,
28,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,Yakutat City and Borough  3,
0,,***,"131.2 (125.6, 137.1)","32 (14, 43)",441,falling,"-1.3 (-1.6, -1.0)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Alaska,
1,,***,"131.1 (130.9, 131.3)",,283394,falling,"-1.9 (-2.1, -1.6)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,United States,
2,,***,"268.6 (183.6, 376.6)","1 (1, 6)",7,stable,"0.8 (-1.5, 3.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,North Slope Borough,
3,,***,"205.6 (135.5, 296.1)","2 (1, 16)",6,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Nome Census Area,
4,,***,"179.8 (112.1, 273.5)","3 (1, 18)",5,stable,"-1.3 (-3.4, 0.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Yukon-Koyukuk Census Area,
5,,***,"177.8 (97.7, 293.2)","4 (1, 19)",3,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Dillingham Census Area  3,
6,,***,"169.7 (97.9, 280.3)","5 (1, 19)",4,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Skagway-Hoonah-Angoon Census Area  3,
7,,***,"152.6 (93.1, 236.3)","6 (1, 19)",5,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Prince of Wales-Outer Ketchikan Census Area,
8,,***,"145.0 (126.9, 165.1)","7 (3, 14)",51,falling,"-1.3 (-2.0, -0.6)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Kenai Peninsula Borough,
9,,***,"142.6 (116.7, 172.6)","8 (3, 16)",24,stable,"-1.1 (-2.2, 0.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Juneau City and Borough,
10,,***,"141.3 (82.7, 223.4)","9 (2, 19)",4,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Northwest Arctic Borough,
11,,***,"132.1 (116.9, 148.7)","10 (5, 17)",62,falling,"-1.2 (-2.2, -0.1)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Matanuska-Susitna Borough,
12,,***,"130.4 (121.6, 139.7)","11 (6, 16)",176,falling,"-1.3 (-1.8, -0.8)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Anchorage Municipality,
13,,***,"124.3 (75.3, 195.3)","12 (3, 19)",4,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Wrangell-Petersburg Census Area,
14,,***,"120.4 (104.4, 138.0)","13 (7, 18)",46,falling,"-1.6 (-2.5, -0.7)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Fairbanks North Borough,
15,,***,"119.3 (70.0, 190.0)","14 (3, 19)",4,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Southeast Fairbanks Census Area,
16,,***,"113.0 (76.6, 162.5)","15 (4, 19)",6,stable,"-1.4 (-2.7, 0.0)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Sitka City and Borough,
17,,***,"110.8 (79.0, 151.6)","16 (5, 19)",9,falling,"-2.0 (-3.7, -0.4)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Ketchikan Gateway Borough,
18,,***,"110.6 (73.3, 159.4)","17 (4, 19)",6,falling,"-2.0 (-3.7, -0.3)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Kodiak Island Borough,
19,,***,"109.2 (71.6, 158.0)","18 (4, 19)",6,falling,"-2.3 (-4.3, -0.3)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Bethel Census Area,
20,,***,"106.6 (65.9, 163.1)","19 (4, 19)",5,falling,"-2.7 (-4.1, -1.2)",Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Valdez-Cordova Census Area,
21,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Aleutians East Borough  3,
22,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Aleutians West Census Area  3,
23,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Bristol Bay Borough,
24,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Denali Borough,
25,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Haines Borough,
26,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Lake and Peninsula Borough  3,
27,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Wade Hampton Census Area,
28,,***,*,*,3 or fewer,*,*,Alaska ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,Yakutat City and Borough  3,
0,Arizona,***,"159.0 (157.3, 160.8)",,6556,falling,"-1.7 (-1.8, -1.6)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
1,United States,***,"181.4 (181.1, 181.7)",,314987,falling,"-2.3 (-2.6, -2.0)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
2,Mohave County,***,"211.2 (201.8, 221.0)","1 (1, 2)",437,falling,"-1.3 (-1.5, -1.0)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
3,Cochise County,***,"182.3 (169.9, 195.4)","2 (2, 5)",170,falling,"-1.4 (-1.7, -1.0)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
4,Yavapai County,***,"178.5 (170.1, 187.3)","3 (2, 5)",393,falling,"-1.1 (-1.4, -0.8)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
5,Gila County,***,"167.7 (150.4, 186.8)","4 (2, 10)",82,falling,"-1.4 (-2.1, -0.7)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
6,Pima County,***,"164.4 (160.0, 169.0)","5 (4, 8)",1075,falling,"-1.6 (-1.8, -1.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
7,Navajo County,***,"159.0 (144.9, 174.1)","6 (3, 11)",101,falling,"-1.2 (-1.7, -0.8)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
8,Maricopa County,***,"156.6 (154.2, 159.0)","7 (5, 10)",3475,falling,"-1.8 (-1.9, -1.7)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
9,La Paz County  3,***,"152.4 (126.3, 183.5)","8 (2, 15)",36,stable,"-0.9 (-2.2, 0.3)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
10,Greenlee County,***,"150.0 (102.6, 211.0)","9 (1, 15)",7,falling,"-1.8 (-3.5, -0.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
11,Graham County,***,"144.9 (121.2, 171.8)","10 (3, 15)",27,falling,"-5.3 (-7.9, -2.6)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
12,Santa Cruz County,***,"143.9 (123.6, 166.5)","11 (4, 15)",38,falling,"-1.7 (-2.7, -0.8)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
13,Apache County,***,"140.2 (123.0, 159.0)","12 (6, 15)",51,stable,"-0.5 (-1.2, 0.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
14,Coconino County,***,"137.6 (123.9, 152.4)","13 (8, 15)",82,falling,"-1.3 (-1.9, -0.8)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
15,Pinal County,***,"137.0 (130.9, 143.3)","14 (9, 15)",398,falling,"-2.0 (-2.4, -1.7)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
16,Yuma County  3,***,"136.5 (127.6, 145.9)","15 (9, 15)",184,falling,"-1.0 (-1.5, -0.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
0,Arizona,***,"116.1 (114.7, 117.5)",,5499,falling,"-2.1 (-2.8, -1.4)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
1,United States,***,"131.1 (130.9, 131.3)",,283394,falling,"-1.9 (-2.1, -1.6)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
2,Mohave County,***,"157.8 (149.3, 166.8)","1 (1, 2)",319,falling,"-0.5 (-0.9, -0.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
3,Cochise County,***,"129.4 (119.0, 140.5)","2 (2, 8)",128,falling,"-1.0 (-1.5, -0.5)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
4,La Paz County  3,***,"129.3 (102.7, 161.7)","3 (1, 13)",25,stable,"-1.1 (-2.8, 0.7)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
5,Yavapai County,***,"126.7 (119.8, 134.1)","4 (2, 8)",305,falling,"-0.7 (-1.1, -0.4)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
6,Gila County,***,"125.2 (110.3, 142.0)","5 (2, 12)",64,falling,"-1.1 (-1.8, -0.4)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
7,Graham County,***,"123.2 (102.4, 147.1)","6 (2, 13)",26,falling,"-0.9 (-1.8, -0.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
8,Coconino County,***,"122.3 (110.6, 135.0)","7 (2, 11)",84,stable,"6.7 (0.0, 13.8)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
9,Maricopa County,***,"115.3 (113.5, 117.2)","8 (6, 11)",3063,falling,"-2.5 (-3.2, -1.8)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
10,Greenlee County,***,"115.0 (74.9, 168.7)","9 (1, 15)",5,stable,"-1.8 (-3.6, 0.0)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
11,Pima County,***,"114.4 (111.0, 118.0)","10 (6, 12)",885,falling,"-1.4 (-1.5, -1.2)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
12,Navajo County,***,"111.5 (100.4, 123.6)","11 (4, 14)",79,falling,"-1.3 (-1.7, -0.9)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
13,Pinal County,***,"104.4 (99.0, 110.0)","12 (9, 14)",309,falling,"-1.7 (-2.1, -1.3)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
14,Apache County,***,"103.1 (89.8, 118.0)","13 (6, 15)",45,falling,"-0.9 (-1.7, -0.1)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
15,Yuma County  3,***,"94.3 (87.0, 102.1)","14 (12, 15)",133,falling,"-1.1 (-1.6, -0.6)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
16,Santa Cruz County,***,"90.1 (75.6, 106.7)","15 (10, 15)",29,falling,"-1.6 (-2.4, -0.7)",Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
0,Arkansas,***,"212.3 (209.2, 215.5)",,3589,falling,"-2.8 (-3.7, -1.9)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
1,United States,***,"181.4 (181.1, 181.7)",,314987,falling,"-2.3 (-2.6, -2.0)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
2,Chicot County,***,"312.5 (255.3, 379.6)","1 (1, 41)",22,stable,"-0.1 (-1.0, 0.8)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
3,Ouachita County,***,"291.5 (253.2, 334.5)","2 (1, 30)",45,stable,"-0.6 (-1.2, 0.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
4,Poinsett County,***,"291.4 (250.9, 336.8)","3 (1, 35)",40,falling,"-0.9 (-1.6, -0.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
5,Jackson County,***,"270.5 (225.7, 322.0)","4 (1, 53)",27,stable,"-0.1 (-1.1, 0.8)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
6,Clay County,***,"269.5 (226.1, 319.7)","5 (1, 54)",28,stable,"-0.4 (-1.2, 0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
7,Arkansas County,***,"268.9 (226.7, 317.3)","6 (1, 55)",30,falling,"-0.9 (-1.6, -0.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
8,Cross County,***,"267.0 (222.5, 318.3)","7 (1, 60)",27,stable,"-0.6 (-1.5, 0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
9,Crittenden County,***,"265.2 (234.5, 298.9)","8 (1, 42)",59,falling,"-1.4 (-2.1, -0.8)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
10,Randolph County,***,"264.8 (223.4, 312.1)","9 (1, 57)",30,stable,"-0.5 (-1.4, 0.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
11,Lawrence County,***,"264.5 (222.6, 312.6)","10 (1, 59)",29,falling,"-0.9 (-1.6, -0.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
12,Ashley County,***,"263.6 (225.6, 306.8)","11 (1, 54)",36,falling,"-1.1 (-1.8, -0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
13,Monroe County,***,"263.4 (203.2, 338.6)","12 (1, 74)",14,falling,"-0.9 (-1.7, -0.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
14,Mississippi County,***,"262.9 (232.0, 296.8)","13 (1, 44)",57,falling,"-0.9 (-1.6, -0.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
15,Greene County,***,"259.5 (230.7, 290.9)","14 (2, 43)",62,stable,"-0.3 (-1.0, 0.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
16,Calhoun County,***,"254.0 (185.2, 343.4)","15 (1, 75)",10,stable,"-1.0 (-2.3, 0.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
17,Phillips County,***,"252.0 (210.4, 300.0)","16 (1, 66)",28,falling,"-2.1 (-2.8, -1.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
18,Union County,***,"251.1 (222.4, 282.7)","17 (2, 52)",59,falling,"-0.9 (-1.5, -0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
19,Nevada County,***,"248.2 (192.8, 316.1)","18 (1, 74)",15,falling,"-1.8 (-2.5, -1.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
20,Lee County,***,"247.8 (194.0, 312.8)","19 (1, 74)",15,falling,"-1.7 (-2.6, -0.9)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
21,Drew County,***,"246.9 (204.5, 295.7)","20 (1, 69)",25,stable,"-0.6 (-1.3, 0.0)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
22,Polk County,***,"245.9 (211.6, 285.1)","21 (2, 62)",38,falling,"-0.8 (-1.5, -0.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
23,Lonoke County,***,"245.0 (220.5, 271.4)","22 (4, 51)",80,falling,"-1.0 (-1.6, -0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
24,Dallas County,***,"243.3 (186.0, 314.9)","23 (1, 75)",13,falling,"-1.5 (-2.6, -0.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
25,Jefferson County,***,"241.9 (219.8, 265.7)","24 (5, 50)",95,falling,"-1.4 (-1.8, -1.0)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
26,Woodruff County,***,"240.7 (178.6, 319.8)","25 (1, 75)",11,stable,"-0.6 (-1.9, 0.7)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
27,Cleveland County,***,"239.7 (185.1, 307.1)","26 (1, 75)",14,falling,"-2.5 (-3.8, -1.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
28,Montgomery County,***,"239.1 (187.8, 302.5)","27 (1, 75)",18,stable,"-0.7 (-1.9, 0.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
29,Pike County,***,"238.6 (190.4, 296.6)","28 (1, 75)",17,stable,"-0.6 (-1.7, 0.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
30,Lincoln County,***,"234.4 (186.7, 290.7)","29 (1, 74)",18,stable,"-0.5 (-1.5, 0.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
31,Grant County,***,"232.1 (193.2, 277.1)","30 (2, 73)",26,stable,"-0.6 (-1.6, 0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
32,Scott County,***,"231.0 (183.7, 288.1)","31 (1, 75)",17,falling,"-1.3 (-2.5, -0.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
33,Sharp County,***,"230.7 (196.4, 270.5)","32 (5, 72)",34,stable,"-0.3 (-1.2, 0.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
34,Howard County,***,"230.5 (185.0, 284.5)","33 (1, 75)",18,falling,"-1.1 (-2.2, -0.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
35,Columbia County,***,"227.3 (191.5, 268.1)","34 (3, 73)",30,falling,"-1.4 (-2.2, -0.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
36,Madison County,***,"224.8 (182.8, 273.9)","35 (3, 75)",22,stable,"-0.9 (-1.7, 0.0)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
37,Logan County,***,"224.4 (190.9, 262.7)","36 (6, 74)",33,falling,"-1.3 (-1.9, -0.7)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
38,Conway County,***,"222.6 (188.4, 261.8)","37 (6, 74)",31,falling,"-1.2 (-2.0, -0.5)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
39,Fulton County,***,"220.9 (181.2, 268.6)","38 (4, 75)",24,stable,"-0.7 (-1.7, 0.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
40,Stone County,***,"219.1 (181.7, 263.9)","39 (5, 74)",25,stable,"-0.9 (-1.9, 0.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
41,Franklin County,***,"218.3 (181.6, 260.8)","40 (5, 74)",26,falling,"-1.3 (-2.3, -0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
42,Crawford County,***,"216.3 (194.6, 239.8)","41 (16, 71)",77,falling,"-1.6 (-2.1, -1.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
43,Miller County,***,"216.2 (190.0, 245.1)","42 (13, 72)",52,falling,"-1.6 (-2.3, -0.9)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
44,Baxter County,***,"214.1 (192.7, 238.0)","43 (16, 70)",86,falling,"-1.1 (-1.6, -0.6)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
45,Cleburne County,***,"213.3 (187.0, 243.3)","44 (14, 73)",49,falling,"-0.9 (-1.6, -0.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
46,Johnson County,***,"212.3 (180.1, 248.8)","45 (9, 74)",32,falling,"-1.0 (-1.8, -0.2)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
47,White County,***,"211.1 (191.6, 232.1)","46 (21, 71)",89,stable,"-9.5 (-22.6, 5.9)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
48,Garland County,***,"208.0 (193.1, 223.9)","47 (27, 68)",153,falling,"-0.8 (-1.3, -0.3)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
49,Perry County,***,"207.3 (161.8, 263.0)","48 (4, 75)",15,stable,"-1.0 (-2.3, 0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
50,Marion County,***,"206.8 (173.0, 246.9)","49 (12, 75)",31,falling,"-1.0 (-1.9, -0.1)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
51,Clark County,***,"206.2 (170.0, 248.0)","50 (7, 75)",24,falling,"-1.1 (-1.8, -0.4)",Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
