Expand,Discipline ,MUA/P ID ,Service Area Name ,Designation Type ,Primary State Name ,County ,Index of Medical Underservice Score ,Status ,Rural Status ,Designation Date ,Update Date 
,Primary Care,1053470285,Central Little Rock Service Area,Medically Underserved Area,Arkansas,"Pulaski County, AR",53.8,Designated,Non-Rural,07/06/2018,07/06/2018
,Primary Care,00148,Chicot County,Medically Underserved Area,Arkansas,"Chicot County, AR",37.3,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,1056686143,Clark County,Medically Underserved Area,Arkansas,"Clark County, AR",61.6,Designated,Rural,12/31/2018,12/31/2018
,Primary Care,00150,Clay County,Medically Underserved Area,Arkansas,"Clay County, AR",47.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00151,Cleburne County,Medically Underserved Area,Arkansas,"Cleburne County, AR",57.3,Designated,Rural,06/11/1997,06/11/1997
,Primary Care,00152,Cleveland County,Medically Underserved Area,Arkansas,"Cleveland County, AR",39.4,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,00153,Columbia County,Medically Underserved Area,Arkansas,"Columbia County, AR",58.4,Designated,Rural,05/13/1999,05/13/1999
,Primary Care,00154,Conway County,Medically Underserved Area,Arkansas,"Conway County, AR",50.7,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00202,Crawford Service Area,Medically Underserved Area,Arkansas,"Crawford County, AR",53.4,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00155,Crittenden County,Medically Underserved Area,Arkansas,"Crittenden County, AR",34.2,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,00156,Cross County,Medically Underserved Area,Arkansas,"Cross County, AR",39.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00157,Dallas County,Medically Underserved Area,Arkansas,"Dallas County, AR",55.2,Designated,Rural,11/01/1978,08/08/2003
,Primary Care,00204,Decatur Gentry Service Area,Medically Underserved Area,Arkansas,"Benton County, AR",56.8,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00158,Desha County,Medically Underserved Area,Arkansas,"Desha County, AR",56.9,Designated,Rural,11/01/1978,06/19/2013
,Primary Care,00206,Dover/ Martin Service Area,Medically Underserved Area,Arkansas,"Pope County, AR",59.1,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,1057349227,Drew County,Medically Underserved Area,Arkansas,"Drew County, AR",58.6,Designated,Rural,07/28/2017,07/28/2017
,Primary Care,00210,Eastern White,Medically Underserved Area,Arkansas,"White County, AR",55.3,Designated,Rural,03/12/2001,03/12/2001
,Primary Care,00160,Faulkner County,Medically Underserved Area,Arkansas,"Faulkner County, AR",58.8,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,06216,Fort Smith,Medically Underserved Area,Arkansas,"Sebastian County, AR",54.7,Designated,Non-Rural,05/24/2001,05/24/2001
,Primary Care,00161,Franklin County,Medically Underserved Area,Arkansas,"Franklin County, AR",48.5,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,00162,Fulton County,Medically Underserved Area,Arkansas,"Fulton County, AR",59.6,Designated,Rural,11/01/1978,09/20/2002
,Primary Care,00163,Greene County,Medically Underserved Area,Arkansas,"Greene County, AR",58.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00164,Hempsted County,Medically Underserved Area,Arkansas,"Hempstead County, AR",45.1,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00226,Henderson Service Area,Medically Underserved Area,Arkansas,"Union County, AR",55.5,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00168,Hot Spring County,Medically Underserved Area,Arkansas,"Hot Spring County, AR",56.8,Designated,Rural,11/01/1978,09/20/2002
,Primary Care,00223,Hot Springs Service Area,Medically Underserved Area,Arkansas,"Garland County, AR",61.1,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00166,Howard County,Medically Underserved Area,Arkansas,"Howard County, AR",60.8,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00167,Independence County,Medically Underserved Area,Arkansas,"Independence County, AR",46.8,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,07480,Izard County,Medically Underserved Area,Arkansas,"Izard County, AR",57.3,Designated,Rural,08/17/1998,08/17/1998
,Primary Care,00169,Jackson County,Medically Underserved Area,Arkansas,"Jackson County, AR",51.3,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,07533,Jacksonville Service Area,Medically Underserved Area,Arkansas,"Pulaski County, AR",61.1,Designated,Non-Rural,07/27/2006,07/27/2006
,Primary Care,00215,Jefferson Service Area,Medically Underserved Area,Arkansas,"Jefferson County, AR",44.9,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00216,Jefferson Service Area,Medically Underserved Area,Arkansas,"Jefferson County, AR",50.7,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00217,Jefferson Service Area,Medically Underserved Area,Arkansas,"Jefferson County, AR",46.5,Designated,Non-Rural,06/03/1994,06/03/1994
,Primary Care,00218,Jefferson Service Area,Medically Underserved Area,Arkansas,"Jefferson County, AR",57.1,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00219,Jefferson Service Area,Medically Underserved Area,Arkansas,"Jefferson County, AR",55.7,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00170,Johnson County,Medically Underserved Area,Arkansas,"Johnson County, AR",57.7,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00227,Kentucky Service Area,Medically Underserved Area,Arkansas,"White County, AR",50.8,Designated,Rural,05/11/1994,03/21/2014
,Primary Care,00171,Lafayette County,Medically Underserved Area,Arkansas,"Lafayette County, AR",29.6,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00172,Lawrence County,Medically Underserved Area,Arkansas,"Lawrence County, AR",53.2,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00173,Lee County,Medically Underserved Area,Arkansas,"Lee County, AR",59.8,Designated,Rural,11/01/1978,03/21/2007
,Primary Care,00205,Lee Mazarn Valley Service Area,Medically Underserved Area,Arkansas,"Garland County, AR",60.0,Designated,Partially Rural,05/11/1994,05/11/1994
,Primary Care,00222,Lester Service Area,Medically Underserved Area,Arkansas,"Craighead County, AR",55.3,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,1051633551,Lincoln County,Medically Underserved Area,Arkansas,"Lincoln County, AR",54.6,Designated,Partially Rural,11/01/1978,09/20/2017
,Primary Care,1054170157,Little River County,Medically Underserved Area,Arkansas,"Little River County, AR",61.0,Designated,Partially Rural,11/01/1978,09/05/2019
,Primary Care,00176,Logan County,Medically Underserved Area,Arkansas,"Logan County, AR",49.2,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00177,Lonoke County,Medically Underserved Area,Arkansas,"Lonoke County, AR",45.9,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,00178,Madison County,Medically Underserved Area,Arkansas,"Madison County, AR",33.6,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,00179,Marion County,Medically Underserved Area,Arkansas,"Marion County, AR",61.6,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00211,Mc Rae Union Service Area,Medically Underserved Area,Arkansas,"White County, AR",58.5,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,05070,MILLER SERVICE AREA,Medically Underserved Area,Arkansas,"Miller County, AR",61.8,Designated,Non-Rural,02/02/1999,02/02/1999
,Primary Care,00225,Mineral/ Red Colony Service Area,Medically Underserved Area,Arkansas,"Sevier County, AR",61.5,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,1054652429,Mississippi County,Medically Underserved Area,Arkansas,"Mississippi County, AR",61.1,Designated,Rural,11/01/1978,09/06/2019
,Primary Care,00181,Monroe County,Medically Underserved Area,Arkansas,"Monroe County, AR",46.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00182,Montgomery County,Medically Underserved Area,Arkansas,"Montgomery County, AR",30.1,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00183,Nevada County,Medically Underserved Area,Arkansas,"Nevada County, AR",36.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00184,Newton County,Medically Underserved Area,Arkansas,"Newton County, AR",45.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00220,Osage Service Area,Medically Underserved Area,Arkansas,"Benton County, AR",59.1,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,1051353324,Ouachita County,Medically Underserved Area,Arkansas,"Ouachita County, AR",58.6,Designated,Rural,11/01/1978,09/06/2019
,Primary Care,00186,Perry County,Medically Underserved Area,Arkansas,"Perry County, AR",42.6,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,00187,Phillips County,Medically Underserved Area,Arkansas,"Phillips County, AR",49.6,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00188,Pike County,Medically Underserved Area,Arkansas,"Pike County, AR",51.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00189,Poinsett County,Medically Underserved Area,Arkansas,"Poinsett County, AR",53.0,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,1057721270,Polk County,Medically Underserved Area,Arkansas,"Polk County, AR",60.6,Designated,Rural,11/01/1978,04/23/2019
,Primary Care,1052389424,Pottsville Service Area,Medically Underserved Area,Arkansas,"Pope County, AR",60.0,Designated,Rural,12/30/2013,07/06/2018
,Primary Care,00191,Prairie County,Medically Underserved Area,Arkansas,"Prairie County, AR",30.8,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00212,Pulaski Service Area,Medically Underserved Area,Arkansas,"Pulaski County, AR",53.1,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00213,Pulaski Service Area,Medically Underserved Area,Arkansas,"Pulaski County, AR",50.4,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00214,Pulaski Service Area,Medically Underserved Area,Arkansas,"Pulaski County, AR",53.1,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,1059993475,Randolph County,Medically Underserved Area,Arkansas,"Randolph County, AR",61.4,Designated,Rural,09/15/2017,09/15/2017
,Primary Care,00228,Riley Service Area,Medically Underserved Area,Arkansas,"Yell County, AR",60.5,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00201,Saline County,Medically Underserved Area,Arkansas,"Saline County, AR",57.4,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00194,Scott County,Medically Underserved Area,Arkansas,"Scott County, AR",53.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00195,Searcy County,Medically Underserved Area,Arkansas,"Searcy County, AR",39.7,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,1053668315,Sharp County,Medically Underserved Area,Arkansas,"Sharp County, AR",55.0,Designated,Rural,11/01/1978,03/26/2021
,Primary Care,07481,Southwest Little Rock Service Area,Medically Underserved Area,Arkansas,"Pulaski County, AR",56.3,Designated,Non-Rural,05/24/2005,05/24/2005
,Primary Care,07309,Springdale Service Area,Medically Underserved Area,Arkansas,"Washington County, AR",61.0,Designated,Non-Rural,02/28/2003,02/28/2003
,Primary Care,1055585856,St. Francis County,Medically Underserved Area,Arkansas,"St. Francis County, AR",59.0,Designated,Rural,11/01/1978,10/28/2021
,Primary Care,00197,Stone County,Medically Underserved Area,Arkansas,"Stone County, AR",39.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00200,Union Service Area,Medically Underserved Area,Arkansas,"Union County, AR",53.2,Designated,Rural,07/27/1983,05/11/1994
,Primary Care,00198,Van Buren County,Medically Underserved Area,Arkansas,"Van Buren County, AR",62.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00229,Ward Service Area,Medically Underserved Area,Arkansas,"Yell County, AR",56.2,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,00199,Woodruff County,Medically Underserved Area,Arkansas,"Woodruff County, AR",31.7,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,00326,Alameda Service Area,Medically Underserved Area,California,"Alameda County, CA",54.1,Designated,Non-Rural,03/24/1982,05/02/1994
,Primary Care,00327,Alameda Service Area,Medically Underserved Area,California,"Alameda County, CA",58.3,Designated,Non-Rural,03/24/1982,05/02/1994
,Primary Care,00328,Alameda Service Area,Medically Underserved Area,California,"Alameda County, CA",52.3,Designated,Non-Rural,03/24/1982,05/02/1994
,Primary Care,00329,Alameda Service Area,Medically Underserved Area,California,"Alameda County, CA",60.7,Designated,Non-Rural,03/24/1982,05/02/1994
,Primary Care,00359,Alameda Service Area,Medically Underserved Area,California,"Alameda County, CA",58.6,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,00386,Alameda Service Area,Medically Underserved Area,California,"Alameda County, CA",61.6,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,1062610406,Amador County,Medically Underserved Area,California,"Amador County, CA",58.8,Designated,Rural,07/29/2017,07/29/2017
,Primary Care,00297,Arcata Service Area,Medically Underserved Area,California,"Humboldt County, CA",59.8,Designated,Rural,08/19/1993,01/31/1994
,Primary Care,00395,Arroyo Grande Service Area,Medically Underserved Area,California,"San Luis Obispo County, CA",50.1,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00239,Avenal Service Area,Medically Underserved Area,California,"Kings County, CA",59.2,Designated,Rural,08/01/1994,08/01/1994
,Primary Care,00315,Bakersfield East/Lakeview/La Loma Service Area,Medically Underserved Area,California,"Kern County, CA",56.8,Designated,Non-Rural,05/12/1994,07/12/1994
,Primary Care,00379,Banning/Beaumont Service Area,Medically Underserved Area,California,"Riverside County, CA",59.3,Designated,Non-Rural,06/09/1994,06/29/1995
,Primary Care,07371,Boyle Higt C/ Cty Ter W( M S S A 78.2h),Medically Underserved Area,California,"Los Angeles County, CA",55.8,Designated,Non-Rural,09/29/2003,09/29/2003
,Primary Care,05009,Brownsville ( M S S A 247),Medically Underserved Area,California,"Yuba County, CA",56.0,Designated,Non-Rural,12/11/1998,03/09/2005
,Primary Care,00320,Butte Valley (MSSA 200),Medically Underserved Area,California,"Siskiyou County, CA",52.0,Designated,Rural,04/12/1994,07/13/1994
,Primary Care,00364,Calexico Service Area,Medically Underserved Area,California,"Imperial County, CA",51.0,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,00265,Canyon Lake/Perris/Sun City Service A,Medically Underserved Area,California,"Riverside County, CA",57.8,Designated,Non-Rural,05/11/1994,06/29/1995
,Primary Care,00294,Central Santa Ana Service Area,Medically Underserved Area,California,"Orange County, CA",58.6,Designated,Non-Rural,10/28/1993,01/31/1994
,Primary Care,00278,Central Shasta Service Area,Medically Underserved Area,California,"Shasta County, CA",61.1,Designated,Rural,11/14/1994,11/14/1994
,Primary Care,00256,Chairaco Summit/Desert Center Service Area,Medically Underserved Area,California,"Riverside County, CA",50.6,Designated,Rural,06/29/1995,06/29/1995
,Primary Care,04011,Chinatown/Dowtown/Echo Park South Service Area,Medically Underserved Area,California,"Los Angeles County, CA",55.0,Designated,Non-Rural,08/26/1994,08/26/1994
,Primary Care,07384,Compton East ( M S S A 78.2bbb),Medically Underserved Area,California,"Los Angeles County, CA",53.7,Designated,Non-Rural,11/05/2003,11/05/2003
,Primary Care,00330,Conta Costa Service Area,Medically Underserved Area,California,"Contra Costa County, CA",56.7,Designated,Non-Rural,03/24/1982,05/02/1994
,Primary Care,00238,Corcoran Service Area,Medically Underserved Area,California,"Kings County, CA",59.3,Designated,Rural,10/03/1995,10/03/1995
,Primary Care,07333,Corning ( M S S A 222),Medically Underserved Area,California,"Tehama County, CA",61.1,Designated,Rural,05/06/2003,05/06/2003
,Primary Care,07394,Culver City East ( M S S A 78.2nnn),Medically Underserved Area,California,"Los Angeles County, CA",52.7,Designated,Non-Rural,11/18/2003,11/18/2003
,Primary Care,00234,Del Norte County,Medically Underserved Area,California,"Del Norte County, CA",61.0,Designated,Rural,11/15/1991,11/15/1991
,Primary Care,07365,Dntwn S. E./ Florence N.(mssa 78.2mmm),Medically Underserved Area,California,"Los Angeles County, CA",49.0,Designated,Non-Rural,09/11/2003,09/11/2003
,Primary Care,00323,Dunsmuir (MSSA 198),Medically Underserved Area,California,"Siskiyou County, CA",62.0,Designated,Rural,04/12/1994,07/13/1994
,Primary Care,07334,East Shasta/burney ( M S S A  190),Medically Underserved Area,California,"Shasta County, CA",61.0,Designated,Rural,05/09/2003,05/09/2003
,Primary Care,00279,East Sierra Service Area,Medically Underserved Area,California,"Sierra County, CA",61.6,Designated,Rural,05/31/1995,05/31/1995
,Primary Care,00376,Eastside/ Riverside Dtn ( M S S A 135a),Medically Underserved Area,California,"Riverside County, CA",57.0,Designated,Non-Rural,06/29/1995,03/03/2004
,Primary Care,00273,Encanto/Lincoln Acres/National Cty/Paradise Hills,Medically Underserved Area,California,"San Diego County, CA",61.9,Designated,Non-Rural,08/01/1997,08/01/1997
,Primary Care,00322,Etna/Fort Jones (MSSA 194),Medically Underserved Area,California,"Siskiyou County, CA",61.7,Designated,Rural,04/12/1994,07/13/1994
,Primary Care,00335,Exposition/ Leimert Park( M S S A 78.2l),Medically Underserved Area,California,"Los Angeles County, CA",53.6,Designated,Non-Rural,09/09/2003,09/09/2003
,Primary Care,00232,Feather Falls (MSSA 11),Medically Underserved Area,California,"Butte County, CA",50.0,Designated,Rural,08/19/1994,08/19/1994
,Primary Care,00298,Ferndale Service Area,Medically Underserved Area,California,"Humboldt County, CA",62.0,Designated,Rural,08/19/1993,01/31/1994
,Primary Care,07363,Firestone/ Florence S.( M S S A 78.2fff),Medically Underserved Area,California,"Los Angeles County, CA",53.7,Designated,Non-Rural,09/10/2003,09/10/2003
,Primary Care,00369,Fresno Service Area,Medically Underserved Area,California,"Fresno County, CA",59.7,Designated,Non-Rural,05/11/1994,05/11/1994
